Time,Company Name,Symbol,Last Traded Price (Rs),Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
08:59 PM,MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL.N0000,5.3,31,229055,1219118,0.3,6
08:59 PM,DFCC BANK PLC,DFCC.N0000,93.1,1124,3896095,359075768.1,5.6,6.4
08:26 PM,TAL LANKA HOTELS PLC,TAJ.N0000,21.1,21,7977,171399.1,1.4,6.97
08:22 PM,AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,75,125,322775,23456096,4.8,7.01
08:41 PM,ABANS FINANCE PLC,AFSL.N0000,25.8,9,1092,28003.6,1.8,7.5
08:53 PM,ORIENT FINANCE PLC,BFN.N0000,8.5,167,962870,7602514.3,0.6,8
08:59 PM,CAPITAL ALLIANCE PLC,CALT.N0000,71.1,2578,4011825,279808760.9,5.3,8.1
08:03 PM,LAKE HOUSE PRINTERS & PUBLISHERS PLC,LPRT.N0000,272,35,412,100744.25,19.5,8.67
08:58 PM,SOFTLOGIC FINANCE PLC,CRL.N0000,7.7,31,22325,178854.5,0.7,9.72
07:57 PM,DIALOG FINANCE PLC,CALF.N0000,68,14,2725,176173.4,6,9.87
08:59 PM,VALLIBEL FINANCE PLC,VFIN.N0000,40,876,6787766,270160313.5,3.9,10.63
08:59 PM,CEYLON INVESTMENT PLC,CINV.N0000,59,512,485507,28011053.1,5.8,10.92
08:59 PM,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,129,1216,2327215,286027721.3,13,11.43
08:08 PM,ALPHA FIRE SERVICES PLC,AFS.N0000,47,4,707,33229,5,11.9
08:59 PM,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,22.5,2114,15454083,331880939.5,2.5,12.69
08:52 PM,THE AUTODROME PLC,AUTO.N0000,135,8,331,45143.75,20.5,17.83
08:41 PM,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.N0000,0.4,41,606445,281880,0.1,25
