,node,stock_market_value(million),rdm_node
1518,300376.SZ,2444.988,1139
1519,300377.SZ,5354.13022785,172
1520,300378.SZ,4148.28988374,305
1521,300379.SZ,4716.9169074,483
1522,300380.SZ,5269.5681888,1233
1523,300382.SZ,1729.32074437,778
1524,300383.SZ,8589.96006656,481
1525,300384.SZ,3660.12248,697
1526,300385.SZ,1837.7244,1640
1527,300386.SZ,5051.38427443,1110
1528,300388.SZ,2176.6602,309
1529,300389.SZ,1385.4932,1216
1530,300390.SZ,782.895,1130
1531,300391.SZ,920.184,216
1532,300392.SZ,4383.28677813,713
1533,300393.SZ,1515.0792,1454
1534,300394.SZ,1228.1916,1092
1535,300395.SZ,1083.132,1371
1536,300396.SZ,1821.625,1603
1537,300397.SZ,5430.0,138
1538,300398.SZ,1838.98,535
1539,300399.SZ,2882.4,1265
1540,300400.SZ,1384.2,1214
1541,300401.SZ,1016.052,256
1542,300402.SZ,1109.25,1445
1543,300403.SZ,1873.4,661
1544,300404.SZ,1730.1793,1276
1545,300405.SZ,866.83,1555
1546,300406.SZ,2287.6252,44
1547,300408.SZ,3207.0837456,1327
1548,300409.SZ,1425.9375,1468
1549,300410.SZ,922.5,1016
1550,300411.SZ,2147.2,1581
1551,300412.SZ,1116.4076,872
1552,300413.SZ,3251.5,81
1553,300414.SZ,1768.1944,952
1554,300415.SZ,1315.5,196
1555,300416.SZ,1337.483,1335
1556,300417.SZ,824.976,618
1557,300418.SZ,10192.1499792,1291
1558,300421.SZ,1296.68,1543
1559,300422.SZ,1656.95,1111
1560,300423.SZ,897.38,871
1561,300424.SZ,2630.3262,660
1562,300425.SZ,1189.62,1441
1563,300426.SZ,2672.0,11
1564,300427.SZ,1433.0688,800
1565,300428.SZ,1044.34,1136
1566,300429.SZ,2440.2,177
1567,300430.SZ,1265.704,1098
1568,300431.SZ,6763.7679238,365
1569,300432.SZ,2580.0,958
1570,300433.SZ,5955.2976,228
1571,300434.SZ,1007.59,416
1572,300435.SZ,1083.9729,1322
1573,300436.SZ,2091.46,848
1574,300437.SZ,1242.48,154
1575,300438.SZ,1451.1,20
1576,300439.SZ,3446.144,963
1577,300440.SZ,2006.2,628
1578,300441.SZ,1060.8576,1289
1579,300442.SZ,1659.75,1053
1580,300443.SZ,1643.7348,126
1581,300444.SZ,1720.87136,1453
1582,300445.SZ,1052.232,486
1583,300446.SZ,1848.462,1164
1584,300447.SZ,1680.75,243
1585,300448.SZ,1931.8,301
1586,300449.SZ,1764.69,587
1587,300450.SZ,2468.4,1096
1588,300451.SZ,3229.66,366
1589,300452.SZ,1017.32,656
1590,300453.SZ,1080.384,1571
1591,300455.SZ,1718.5,1171
1592,300456.SZ,2403.24,885
1593,300457.SZ,1754.805,457
1594,300458.SZ,3019.2,1346
1595,300459.SZ,1115.65,676
1596,300460.SZ,1295.2224,622
1597,300461.SZ,808.6464,1479
1598,300462.SZ,970.8636,756
1599,300463.SZ,3291.0,319
1600,300464.SZ,753.2148,1287
1601,300465.SZ,3043.942,334
1602,300466.SZ,773.2,830
1603,300467.SZ,2973.0,1536
1604,300468.SZ,2152.5,13
1605,300469.SZ,765.528,723
1606,300470.SZ,1269.301,1201
1607,300471.SZ,1870.868,140
1608,300472.SZ,769.9873,891
1609,300473.SZ,1659.5,1509
1610,300475.SZ,1541.5,274
1611,300476.SZ,1745.492,1420
1612,300477.SZ,1028.82,696
1613,300478.SZ,823.6647,573
1614,300479.SZ,905.6,1485
1615,300480.SZ,167.44,1524
1616,300481.SZ,263.0,558
1617,300482.SZ,506.88,409
1618,300483.SZ,254.2,1135
1619,300485.SZ,2010.3,1467
1620,300486.SZ,446.8464,368
1621,300487.SZ,296.6,1059
1622,300488.SZ,251.5761,1153
1623,300489.SZ,199.306,223
