Listed Traded Time,Company Name,Symbol,Last Traded Price (Rs),Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
17-08-2023,RAIGAM WAYAMBA SALTERNS PLC,RWSL.N0000,8.4,137,254722,2126800,0.3,3.7
17-08-2023,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,95.9,218,378220,36429553.7,-0.8,-0.83
17-08-2023,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,22.2,2114,15454083,331880939.5,2.5,12.69
17-08-2023,JOHN KEELLS HOTELS PLC,KHL.N0000,22.2,83,172220,3874279.2,-0.8,-3.48
17-08-2023,Ex-pack Corrugated Cartons PLC,PACK.N0000,13.6,259,602003,8132650.4,-0.1,-0.73
17-08-2023,DIPPED PRODUCTS PLC,DIPD.N0000,31.4,229,253963,8074012.7,-0.9,-2.79
17-08-2023,UB FINANCE COMPANY LIMITED,UBF.N0000,1.2,122,823329,987394.9,0,0
17-08-2023,KOTAGALA PLANTATIONS PLC,KOTA.N0000,7,194,977153,6888866.6,-0.2,-2.78
17-08-2023,COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,37.5,933,2517633,94330439.4,1.5,4.17
17-08-2023,ASIA CAPITAL PLC,ACAP.N0000,4,11,15110,60440.6,-0.1,-2.44
17-08-2023,CEYLON INVESTMENT PLC,CINV.N0000,58.9,512,485507,28011053.1,5.8,10.92
17-08-2023,CEYLON HOTELS CORPORATION PLC,CHOT.N0000,20.5,105,174527,3530068.1,-0.6,-2.84
17-08-2023,CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,134.75,258,359958,47493233.25,2.25,1.7
17-08-2023,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,126.75,1216,2327215,286027721.3,13,11.43
17-08-2023,ACCESS ENGINEERING PLC,AEL.N0000,17.3,141,410701,7211921.7,0,0
17-08-2023,PEOPLE'S LEASING & FINANCE PLC,PLC.N0000,12.5,260,2980896,37271332.8,0,0
17-08-2023,SHAW WALLACE INVESTMENTS PLC,KZOO.N0000,9.4,86,271806,2556717.9,0,0
17-08-2023,L V L ENERGY FUND PLC,LVEF.N0000,6.5,23,9567,62812.9,0,0
17-08-2023,MELSTACORP PLC,MELS.N0000,79.8,130,314855,25441882.4,-2.2,-2.68
17-08-2023,THE COLOMBO FORT LAND AND BUILDING PLC,CFLB.N0000,30,57,926585,27837774.1,-0.5,-1.64
17-08-2023,E B CREASY & COMPANY PLC,EBCR.N0000,23.5,15,16300,383210,0,0
17-08-2023,SINGER (SRI LANKA) PLC,SINS.N0000,16.2,56,452019,7346939,0.6,3.85
17-08-2023,KEGALLE PLANTATIONS PLC,KGAL.N0000,123.25,25,4435,546448.75,1.5,1.23
17-08-2023,GALLE FACE CAPITAL PARTNERS PLC,WAPO.N0000,30.8,335,483686,14633993.1,1.1,3.7
17-08-2023,HATTON NATIONAL BANK PLC,HNB.N0000,183,197,473100,87158186,-0.25,-0.14
17-08-2023,TESS AGRO PLC,TESS.N0000,1,49,87517,87516.4,0,0
17-08-2023,LANKA ALUMINIUM INDUSTRIES PLC,LALU.N0000,16.7,42,116153,1946875.7,-0.2,-1.18
17-08-2023,RICHARD PIERIS AND COMPANY PLC,RICH.N0000,23,61,173485,3983098.4,0,0
17-08-2023,COLOMBO CITY HOLDINGS PLC,PHAR.N0000,47,9,7848,368933.5,-1.2,-2.49
17-08-2023,FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,50.6,822,2665079,137390980.4,-0.3,-0.59
17-08-2023,SUNSHINE HOLDINGS PLC,SUN.N0000,54,453,1946942,104120481.4,2.5,4.85
17-08-2023,SINGER FINANCE LANKA PLC,SFIN.N0000,14.1,29,11870,167396.1,0.4,2.92
17-08-2023,BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,44.3,37,3292,143882.3,-1.7,-3.7
17-08-2023,ROYAL CERAMICS LANKA PLC,RCL.N0000,28.9,486,1051344,30471466.5,-0.5,-1.7
17-08-2023,ACL PLASTICS PLC,APLA.N0000,389.75,52,2967,1111562.5,3,0.78
17-08-2023,NATIONAL DEVELOPMENT BANK PLC,NDB.N0000,79,299,821565,65294713.6,2.5,3.27
17-08-2023,R I L PROPERTY PLC,RIL.N0000,6.9,94,567195,3891275.6,0,0
17-08-2023,LEE HEDGES PLC,SHAW.N0000,82,7,13254,1086861,0,0
17-08-2023,MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL.N0000,5.3,31,229055,1219118,0.3,6
17-08-2023,LION BREWERY (CEYLON) PLC,LION.N0000,715,6,500,357483,10,1.42
17-08-2023,LANKEM DEVELOPMENTS PLC,LDEV.N0000,25.4,126,217121,5513103.5,-0.8,-3.05
17-08-2023,RENUKA AGRI FOODS PLC,RAL.N0000,4.8,166,661611,3137975.2,0,0
17-08-2023,EXPOLANKA HOLDINGS PLC,EXPO.N0000,148.75,386,385107,57245258.5,3,2.06
17-08-2023,UNITED MOTORS LANKA PLC,UML.N0000,72.2,34,13840,1020145.9,-0.8,-1.1
17-08-2023,JOHN KEELLS HOLDINGS PLC,JKH.N0000,192,341,1625730,314148282.3,0.5,0.26
17-08-2023,CENTRAL INDUSTRIES PLC,CIND.N0000,103,203,450375,45519072.55,2.75,2.74
17-08-2023,SOFTLOGIC FINANCE PLC,CRL.N0000,7.9,31,22325,178854.5,0.7,9.72
17-08-2023,CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,1050.5,8,1000,1050425,0.5,0.05
17-08-2023,CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,106,70,93402,9802321,6,6
17-08-2023,THREE ACRE FARMS PLC,TAFL.N0000,216.25,97,41745,9027768.25,-4.75,-2.15
17-08-2023,NATIONS TRUST BANK PLC,NTB.N0000,121.75,292,376895,46390112.25,2.75,2.31
17-08-2023,First Capital Treasuries PLC,FCT.N0000,43.3,603,2219003,98726967.4,-1.1,-2.48
17-08-2023,LANKA IOC PLC,LIOC.N0000,119.25,474,619248,73286461.5,0.75,0.63
17-08-2023,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,24.9,309,1218695,30436066.4,-0.1,-0.4
17-08-2023,ACL CABLES PLC,ACL.N0000,73.4,379,365674,27077199.5,-1.4,-1.87
17-08-2023,SAMPATH BANK PLC,SAMP.N0000,74.6,444,1303524,98118975.6,1,1.36
17-08-2023,WATAWALA PLANTATIONS PLC,WATA.N0000,73.6,160,197967,14601573.9,-0.4,-0.54
17-08-2023,HNB FINANCE PLC,HNBF.N0000,5.9,55,364304,2174513.6,0.1,1.72
17-08-2023,CEYLON TEA BROKERS PLC,CTBL.N0000,4.7,43,67680,313248.8,0,0
17-08-2023,TEEJAY LANKA PLC,TJL.N0000,34,82,457579,15461886.3,0.5,1.49
17-08-2023,JANASHAKTHI INSURANCE PLC,JINS.N0000,38.3,88,258515,9894899.6,1.9,5.22
17-08-2023,JETWING SYMPHONY PLC,JETS.N0000,8.7,48,282948,2488537.8,-0.2,-2.25
17-08-2023,LAUGFS GAS PLC,LGL.N0000,36.6,48,72665,2618221.8,0.9,2.52
17-08-2023,THE KINGSBURY PLC,SERV.N0000,10.3,33,621137,6395348.5,0.1,0.98
17-08-2023,AGSTAR PLC,AGST.N0000,9.9,290,1017043,10183889.4,-0.2,-1.98
17-08-2023,CHRISSWORLD PLC,CWL.N0000,11,14,5516,61585.7,-0.5,-4.35
17-08-2023,SEYLAN DEVELOPMENTS PLC,CSD.N0000,13.1,4,1170,15530.4,-0.4,-2.96
17-08-2023,CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,57,3,3065,174705,-0.3,-0.52
17-08-2023,hSenid Business Solutions PLC,HBS.N0000,12.5,59,67780,847040.3,0,0
17-08-2023,E M L CONSULTANTS PLC,EML.N0000,4.1,40,200313,821134.4,0,0
17-08-2023,L O L C HOLDINGS PLC,LOLC.N0000,459.25,249,92270,42565467,-12,-2.55
17-08-2023,MADULSIMA PLANTATIONS PLC,MADU.N0000,11,13,5750,63300,-0.1,-0.9
17-08-2023,THE FORTRESS RESORTS PLC,RHTL.N0000,18.8,74,496358,9311487.4,-0.2,-1.05
17-08-2023,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,HDFC.N0000,34.1,30,11661,397551.6,-0.9,-2.57
17-08-2023,EDEN HOTEL LANKA PLC,EDEN.N0000,12.9,64,69516,894649.8,0,0
17-08-2023,AITKEN SPENCE PLC,SPEN.N0000,141,53,38982,5470135.75,1.25,0.89
17-08-2023,SWISSTEK (CEYLON) PLC,PARQ.N0000,16.2,107,171195,2796516.9,-0.3,-1.82
17-08-2023,SOFTLOGIC LIFE INSURANCE PLC,AAIC.N0000,77.3,133,26197,2036571.3,-2,-2.52
17-08-2023,ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,4.2,66,222022,916280.8,0,0
17-08-2023,COLOMBO FORT INVESTMENTS PLC,CFI.N0000,70,2,100,7000,1.5,2.19
17-08-2023,SEYLAN BANK PLC,SEYB.N0000,56,139,622365,35844483.4,-0.1,-0.18
17-08-2023,WINDFORCE PLC,WIND.N0000,18.2,66,120983,2214108.8,0,0
17-08-2023,SIERRA CABLES PLC,SIRA.N0000,11.2,67,118492,1344750.1,-0.1,-0.88
17-08-2023,PRIME LANDS RESIDENCIES PLC,PLR.N0000,8.4,208,1167076,10008145.7,0.1,1.2
17-08-2023,C I C HOLDINGS PLC,CIC.N0000,69.9,65,166463,11708494.4,-1.4,-1.96
17-08-2023,MAHAWELI COCONUT PLANTATIONS PLC,MCPL.N0000,27.8,36,6330,175625.1,-0.2,-0.71
17-08-2023,HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,39.2,69,10014,382746.8,-1.8,-4.39
17-08-2023,LANKEM CEYLON PLC,LCEY.N0000,75,51,57933,4332500,3,4.17
17-08-2023,CHEVRON LUBRICANTS LANKA PLC,LLUB.N0000,92,67,25977,2393226.4,0,0
17-08-2023,LANKA TILES PLC,TILE.N0000,45,125,56281,2495781.7,0,0
17-08-2023,AMANA BANK PLC,ABL.N0000,2.4,57,932477,2244155,0,0
17-08-2023,BROWN & COMPANY PLC,BRWN.N0000,124.75,58,34861,4365540.75,-1.25,-0.99
17-08-2023,CITRUS LEISURE PLC,REEF.N0000,6.9,12,13276,89337.2,0.1,1.47
17-08-2023,HNB ASSURANCE PLC,HASU.N0000,57,100,1385734,79067702.6,1.8,3.26
17-08-2023,LANKA CREDIT AND BUSINESS FINANCE PLC,LCBF.N0000,2.5,31,111711,279753.6,0.1,4.17
17-08-2023,ACME PRINTING & PACKAGING PLC,ACME.N0000,6.5,8,20501,133296.5,-0.2,-2.99
17-08-2023,MASKELIYA PLANTATIONS PLC,MASK.N0000,35.4,25,40803,1461574.5,-0.6,-1.67
17-08-2023,DILMAH CEYLON TEA COMPANY PLC,CTEA.N0000,1020.5,6,93,95331.5,0,0
17-08-2023,RICHARD PIERIS EXPORTS PLC,REXP.N0000,556,111,11423,6083945.5,-16.25,-2.84
17-08-2023,ORIENT FINANCE PLC,BFN.N0000,8.1,167,962870,7602514.3,0.6,8
17-08-2023,THE AUTODROME PLC,AUTO.N0000,135.5,8,331,45143.75,20.5,17.83
17-08-2023,UNION ASSURANCE PLC,UAL.N0000,39.3,13,3250,125541.3,0.3,0.77
17-08-2023,LANKA MILK FOODS (CWE) PLC,LMF.N0000,163.5,33,15480,2553730,-3.25,-1.95
17-08-2023,SANASA DEVELOPMENT BANK PLC,SDB.N0000,37.2,70,49655,1875079.1,1.1,3.05
17-08-2023,BAIRAHA FARMS PLC,BFL.N0000,164.75,69,27894,4644438.5,-3.25,-1.93
17-08-2023,VALLIBEL POWER ERATHNA PLC,VPEL.N0000,6.9,35,188854,1309118,-0.1,-1.43
17-08-2023,AGALAWATTE PLANTATIONS PLC,AGAL.N0000,33.3,59,33929,1137016.5,-1,-2.92
17-08-2023,THE LANKA HOSPITALS CORPORATION PLC,LHCL.N0000,105,18,11134,1168785,1.25,1.2
17-08-2023,CONVENIENCE FOODS LANKA PLC,SOY.N0000,1025,11,185,189616,26,2.6
17-08-2023,ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,10.6,53,174203,1844821.8,0.1,0.95
17-08-2023,COLOMBO DOCKYARD PLC,DOCK.N0000,60.4,21,2916,176562.9,0.5,0.83
17-08-2023,Co-operative Insurance Company PLC,COOP.N0000,3.1,124,1228961,3821635.7,-0.1,-3.13
17-08-2023,HAYCARB PLC,HAYC.N0000,66.5,50,34041,2271961.9,-0.4,-0.6
17-08-2023,HVA FOODS PLC,HVA.N0000,4,23,54091,218504,-0.2,-4.76
17-08-2023,PANASIAN POWER PLC,PAP.N0000,3.5,37,81877,280368.3,0.1,2.94
17-08-2023,HAYLEYS LEISURE PLC,CONN.N0000,24,22,28687,684001.7,0.9,3.9
17-08-2023,GALADARI HOTELS (LANKA) PLC,GHLL.N0000,15.5,74,40238,627873.6,-0.5,-3.13
17-08-2023,C. W. MACKIE PLC,CWM.N0000,89.5,113,53027,4771384.4,-1.2,-1.32
17-08-2023,LUMINEX PLC,LUMX.N0000,7,14,46150,323050,0,0
17-08-2023,UDAPUSSELLAWA PLANTATIONS PLC,UDPL.N0000,77.4,117,26195,2071659.2,-7.6,-8.94
17-08-2023,SERENDIB HOTELS PLC,SHOT.N0000,12.2,45,497445,5965443,0.4,3.39
17-08-2023,CEYLON COLD STORES PLC,CCS.N0000,48.5,22,31434,1526828.4,0.4,0.83
17-08-2023,HOTEL SIGIRIYA PLC,HSIG.N0000,41.8,39,24599,1035348.4,-1.7,-3.91
17-08-2023,E - CHANNELLING PLC,ECL.N0000,15,11,6545,97235,0.1,0.67
17-08-2023,KAHAWATTE PLANTATIONS PLC,KAHA.N0000,19.8,52,62676,1247983.1,-0.2,-1
17-08-2023,HAYLEYS FIBRE PLC,HEXP.N0000,58.2,28,5568,328990.3,-3.5,-5.67
17-08-2023,HAYLEYS PLC,HAYL.N0000,88,213,454706,39765618.8,-1.1,-1.23
17-08-2023,HEMAS HOLDINGS PLC,HHL.N0000,79.7,82,68123,5423282.4,-0.3,-0.38
17-08-2023,DANKOTUWA PORCELAIN PLC,DPL.N0000,26.6,30,41693,1109524.8,0,0
17-08-2023,PRINTCARE PLC,CARE.N0000,50.3,43,31143,1575572.6,-1.6,-3.08
17-08-2023,BOGALA GRAPHITE LANKA PLC,BOGA.N0000,52.1,77,51588,2711332.7,-0.9,-1.7
17-08-2023,VALLIBEL ONE PLC,VONE.N0000,44.6,326,464422,20903824.6,-1.4,-3.04
17-08-2023,GESTETNER OF CEYLON PLC,GEST.N0000,96.1,4,54,5128.6,0,0
17-08-2023,ELPITIYA PLANTATIONS PLC,ELPL.N0000,86.1,76,34299,2999013.6,-2.4,-2.71
17-08-2023,STANDARD CAPITAL PLC,SING.N0000,36.6,33,1214,44687.4,-2.3,-5.91
17-08-2023,YORK ARCADE HOLDINGS PLC,YORK.N0000,161.5,3,4,697.5,0,0
17-08-2023,SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,33.5,12,1434,48052.9,-1.7,-4.83
17-08-2023,LB FINANCE PLC,LFIN.N0000,72,255,535254,38441260,1.9,2.71
17-08-2023,LOLC GENERAL INSURANCE PLC,LGIL.N0000,6.5,38,152761,1017486.4,-0.1,-1.52
17-08-2023,SMB FINANCE PLC,SEMB.N0000,0.8,58,364470,292013.4,-0.1,-11.11
17-08-2023,VIDULLANKA PLC,VLL.N0000,6.1,19,51701,320670.4,-0.2,-3.17
17-08-2023,RENUKA HOLDINGS PLC,RHL.N0000,16,15,34003,531276.5,0.2,1.27
17-08-2023,SRI LANKA TELECOM PLC,SLTL.N0000,86.6,235,127120,11222388,-2.3,-2.59
17-08-2023,PMF FINANCE PLC,PMB.N0000,5.1,8,14802,77591,-0.3,-5.56
17-08-2023,CEYLON TOBACCO COMPANY PLC,CTC.N0000,997.5,71,9116,9090252.25,-2.25,-0.23
17-08-2023,ABANS FINANCE PLC,AFSL.N0000,25.8,9,1092,28003.6,1.8,7.5
17-08-2023,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.N0000,0.5,41,606445,281880,0.1,25
17-08-2023,MACKWOODS ENERGY PLC,MEL.N0000,2,72,439039,878078.1,0,0
17-08-2023,PEOPLE'S INSURANCE PLC,PINS.N0000,25.2,29,43308,1102818.7,-0.1,-0.4
17-08-2023,KEELLS FOOD PRODUCTS PLC,KFP.N0000,181.75,8,102,18525.5,-3.5,-1.89
17-08-2023,PALM GARDEN HOTELS PLC,PALM.N0000,42.5,9,2202,93586.3,0,0
17-08-2023,MILLENNIUM HOUSING DEVELOPERS PLC,MHDL.N0000,3.2,29,171202,561653.5,-0.1,-3.03
17-08-2023,JAT HOLDINGS PLC,JAT.N0000,16.8,46,69325,1166115,-0.7,-4
17-08-2023,TRANS ASIA HOTELS PLC,TRAN.N0000,48,11,468,22371,0,0
17-08-2023,ALUMEX PLC,ALUM.N0000,9.2,70,145292,1327324.3,0.2,2.22
17-08-2023,RENUKA CITY HOTELS PLC.,RENU.N0000,388.25,4,2550,987600,1.25,0.32
17-08-2023,INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,0.3,56,3054627,918573.6,0,0
17-08-2023,SAMSON INTERNATIONAL PLC,SIL.N0000,163.5,17,2067,339810,0.25,0.15
17-08-2023,KELANI TYRES PLC,TYRE.N0000,70,45,17560,1225985.7,1.3,1.89
17-08-2023,RAMBODA FALLS PLC,RFL.N0000,28.5,2,52,1443.4,0,0
17-08-2023,CHEMANEX PLC,CHMX.N0000,86.1,13,354,30644.7,-5.2,-5.7
17-08-2023,AMBEON HOLDINGS PLC,GREG.N0000,36,7,1760,63390,0.2,0.56
17-08-2023,CEYLON PRINTERS PLC,CPRT.N0000,136.5,17,345,47027,-13,-8.7
17-08-2023,DIALOG AXIATA PLC,DIAL.N0000,11.6,61,123385,1464715.8,-0.2,-1.69
17-08-2023,SINGHE HOSPITALS PLC,SINH.N0000,2.4,8,1238,2993.3,0,0
17-08-2023,AMANA TAKAFUL PLC,ATL.N0000,12,14,19929,233940.4,0.3,2.56
17-08-2023,C T LAND DEVELOPMENT PLC,CTLD.N0000,24.9,3,1107,27575,-0.1,-0.4
17-08-2023,ASIA ASSET FINANCE PLC,AAF.N0000,13,9,56499,733024.7,0,0
17-08-2023,TAL LANKA HOTELS PLC,TAJ.N0000,21.5,21,7977,171399.1,1.4,6.97
17-08-2023,LAUGFS POWER PLC,LPL.N0000,8.4,6,401,3368.6,-0.1,-1.18
17-08-2023,TALAWAKELLE TEA ESTATES PLC,TPL.N0000,110,105,33395,3690979.75,-4,-3.51
17-08-2023,RENUKA FOODS PLC,COCO.N0000,19.7,4,1870,36863,-0.8,-3.9
17-08-2023,AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,73.3,125,322775,23456096,4.8,7.01
17-08-2023,ODEL PLC,ODEL.N0000,15.7,1,100,1570,0.1,0.64
17-08-2023,BALANGODA PLANTATIONS PLC,BALA.N0000,60.3,45,6547,396396.4,-1.2,-1.95
17-08-2023,MAHAWELI REACH HOTELS PLC,MRH.N0000,13.7,5,1271,17415.6,-0.3,-2.14
17-08-2023,ABANS ELECTRICALS PLC,ABAN.N0000,151.75,3,41,6319.25,0,0
17-08-2023,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,187,22,2821,527208.25,4.75,2.61
17-08-2023,HUNAS HOLDINGS PLC,HUNA.N0000,29.3,17,115515,3437570.6,0.8,2.81
17-08-2023,RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,82.1,53,3615,303666.4,-3.9,-4.53
17-08-2023,LANKA REALTY INVESTMENTS PLC,ASCO.N0000,13.6,20,47723,667848.5,-0.3,-2.16
17-08-2023,THE LIGHTHOUSE HOTEL PLC,LHL.N0000,31.9,19,9279,296580,-0.3,-0.93
17-08-2023,LANKA VENTURES PLC,LVEN.N0000,39.2,4,2550,99960,0,0
17-08-2023,EASTERN MERCHANTS PLC,EMER.N0000,8.3,8,23415,195226.9,-0.2,-2.35
17-08-2023,BERUWALA RESORTS PLC,BERU.N0000,1.4,14,151500,212100,-0.1,-6.67
17-08-2023,HIKKADUWA BEACH RESORT PLC,CITH.N0000,5.1,2,24,122.4,0,0
17-08-2023,ALPHA FIRE SERVICES PLC,AFS.N0000,47,4,707,33229,5,11.9
17-08-2023,WASKADUWA BEACH RESORT PLC,CITW.N0000,2.9,23,162833,472294.5,-0.1,-3.33
17-08-2023,EQUITY TWO PLC,ETWO.N0000,39.2,1,1,39.2,0,0
17-08-2023,HORANA PLANTATIONS PLC,HOPL.N0000,45.1,21,15400,695451.5,-1.4,-3.01
17-08-2023,MYLAND DEVELOPMENTS PLC,MDL.N0000,9.3,11,2631,25076.1,-0.1,-1.06
17-08-2023,BROWNS BEACH HOTELS PLC,BBH.N0000,14.2,8,3162,44949,-0.6,-4.05
17-08-2023,LAKE HOUSE PRINTERS & PUBLISHERS PLC,LPRT.N0000,244.5,35,412,100744.25,19.5,8.67
17-08-2023,MALWATTE VALLEY PLANTATION PLC,MAL.N0000,59,2,101,5957.8,1,1.72
17-08-2023,RESUS ENERGY PLC,HPWR.N0000,13.7,17,12389,169934.2,-0.3,-2.14
17-08-2023,ROYAL PALMS BEACH HOTELS PLC,RPBH.N0000,28.5,8,4260,121466.5,-1.4,-4.68
17-08-2023,NAMUNUKULA PLANTATIONS PLC,NAMU.N0000,379.25,27,584,222315.25,-2,-0.52
17-08-2023,DIALOG FINANCE PLC,CALF.N0000,66.8,14,2725,176173.4,6,9.87
17-08-2023,HATTON PLANTATIONS PLC,HPL.N0000,25.1,31,9947,249344,-0.8,-3.09
17-08-2023,THE NUWARA ELIYA HOTELS COMPANY PLC,NEH.N0000,1500,20,625,938499.75,0.25,0.02
17-08-2023,KAPRUKA HOLDINGS PLC,KPHL.N0000,8.5,8,3605,30734.1,0,0
17-08-2023,MARAWILA RESORTS PLC,MARA.N0000,2.7,50,647641,1740668.7,0.1,3.85
17-08-2023,RENUKA HOTELS PLC,RCH.N0000,97.1,7,1310,121151,-0.5,-0.51
17-08-2023,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,17.1,17,20809,354860.5,0,0
17-08-2023,ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,55.4,71,90485,5125989.7,0.5,0.91
17-08-2023,MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,1.1,11,1000335,1100402,0,0
17-08-2023,EAST WEST PROPERTIES PLC,EAST.N0000,8.4,3,3000,25200,0.1,1.2
17-08-2023,NATION LANKA FINANCE PLC,CSF.N0000,0.5,20,837047,418624.2,0,0
17-08-2023,SIGIRIYA VILLAGE HOTELS PLC,SIGV.N0000,59,1,100,5900,3,5.36
17-08-2023,JOHN KEELLS PLC,JKL.N0000,70,1,160,11200,0,0
17-08-2023,PEGASUS HOTELS OF CEYLON PLC,PEG.N0000,25.3,19,6585,166162,1,4.12
17-08-2023,ARPICO INSURANCE PLC,AINS.N0000,24,13,80605,1934972,0.5,2.13
17-08-2023,EXTERMINATORS PLC,EXT.N0000,8,11,8476,68008,0,0
17-08-2023,LAXAPANA BATTERIES PLC,LITE.N0000,14.2,8,2500,35660,-0.1,-0.7
17-08-2023,B P P L HOLDINGS PLC,BPPL.N0000,21.4,1,43,924.5,0,0
17-08-2023,TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,46.1,10,570,26261.1,-1.9,-3.96
17-08-2023,ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,26.3,9,12714,334941.2,-0.4,-1.5
17-08-2023,SARVODAYA DEVELOPMENT FINANCE PLC,SDF.N0000,13.2,14,4602,61058.4,0,0
17-08-2023,COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,115.25,9,158,18301.25,2.5,2.22
17-08-2023,TANGERINE BEACH HOTELS PLC,TANG.N0000,54.6,2,100,5460,-4.7,-7.93
17-08-2023,MERCANTILE SHIPPING COMPANY PLC,MSL.N0000,199.5,7,170,33925,-10.25,-4.89
17-08-2023,REGNIS (LANKA) PLC,REG.N0000,52,11,4680,245880.2,-2.7,-4.94
17-08-2023,C M HOLDINGS PLC,COLO.N0000,82.3,26,1152,94849.2,-4.4,-5.07
17-08-2023,THE KANDY HOTELS COMPANY (1938) PLC,KHC.N0000,8.5,11,24568,210799.8,-0.1,-1.16
17-08-2023,KELSEY DEVELOPMENTS PLC,KDL.N0000,24,1,100,2400,0,0
17-08-2023,SENKADAGALA FINANCE COMPANY PLC,SFCL.N0000,420.75,7,38,17328.5,0,0
17-08-2023,CARGILLS (CEYLON) PLC,CARG.N0000,319.5,4,103,32920,-5.5,-1.69
17-08-2023,BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,11.3,3,12,140.8,0,0
17-08-2023,CEYLON HOSPITALS PLC,CHL.N0000,130,1,1218,158340,0.25,0.19
17-08-2023,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,13.3,2,82,1066.4,0,0
17-08-2023,CARSON CUMBERBATCH PLC,CARS.N0000,279.5,1,15,4245,0,0
17-08-2023,ON'ALLY HOLDINGS PLC,ONAL.N0000,26.7,9,1060,28297,-0.2,-0.74
17-08-2023,KOTMALE HOLDINGS PLC,LAMB.N0000,410.5,1,1,430,0,0
,INDO-MALAY PLC,INDO.N0000,,,,,,
,SELINSING PLC,SELI.N0000,,,,,,
