Currency,Date,"Buy Rate","Sell Rate"
EUR,2022-07-29,362.5223,377.2409
EUR,2022-07-28,363.1431,377.5629
EUR,2022-07-27,360.8598,375.2180
EUR,2022-07-26,363.9859,378.7477
EUR,2022-07-25,363.1987,377.6318
EUR,2022-07-22,362.8028,377.1898
EUR,2022-07-21,363.5516,377.9768
EUR,2022-07-20,364.8510,379.3163
EUR,2022-07-19,360.4242,374.7586
EUR,2022-07-18,359.3852,373.6983
EUR,2022-07-15,356.6500,371.2082
EUR,2022-07-14,356.9477,371.6089
EUR,2022-07-12,356.1345,370.7057
EUR,2022-07-11,361.1691,375.5521
EUR,2022-07-08,360.9750,375.2507
EUR,2022-07-07,361.9959,376.9575
EUR,2022-07-06,363.8622,378.4300
EUR,2022-07-05,369.4935,384.5648
EUR,2022-07-04,369.7670,384.5245
EUR,2022-07-01,370.5221,385.4075
EUR,2022-06-30,370.4145,385.1851
EUR,2022-06-29,373.1221,387.9804
EUR,2022-06-28,374.9720,389.8785
EUR,2022-06-27,374.6052,389.4918
EUR,2022-06-24,373.2903,388.4167
EUR,2022-06-23,375.2973,389.8979
EUR,2022-06-22,373.0293,387.4586
EUR,2022-06-21,374.2899,388.9160
EUR,2022-06-20,372.9539,387.4353
EUR,2022-06-17,372.4061,387.0705
EUR,2022-06-16,369.4321,384.4144
EUR,2022-06-15,369.2455,384.3622
EUR,2022-06-13,371.1082,386.1883
EUR,2022-06-10,375.6865,391.6964
EUR,2022-06-09,379.5105,394.7449
EUR,2022-06-08,378.4127,393.5254
EUR,2022-06-07,378.5390,392.8471
EUR,2022-06-06,381.8524,392.6888
EUR,2022-06-03,383.0963,393.9545
EUR,2022-06-02,379.5663,390.3626
EUR,2022-06-01,381.4224,392.2505
EUR,2022-05-31,383.2022,394.0627
EUR,2022-05-30,383.1308,393.9898
EUR,2022-05-27,381.9062,392.7431
EUR,2022-05-26,380.3922,391.2015
EUR,2022-05-25,380.2201,391.0270
EUR,2022-05-24,378.8581,389.6411
EUR,2022-05-23,376.3131,387.0507
EUR,2022-05-20,375.2140,385.9320
EUR,2022-05-19,373.0262,383.7066
EUR,2022-05-18,374.3420,385.0451
EUR,2022-05-17,371.1843,381.8332
EUR,2022-05-13,369.6165,380.2322
EUR,2022-05-12,388.1229,403.6233
EUR,2022-05-11,385.8994,401.4037
EUR,2022-05-09,385.4405,400.9370
EUR,2022-05-06,385.4672,400.9660
EUR,2022-05-05,384.1420,399.6180
EUR,2022-05-04,373.3231,385.4584
EUR,2022-04-29,369.6859,381.8163
EUR,2022-04-28,365.2308,377.2790
EUR,2022-04-27,364.4263,376.4149
EUR,2022-04-26,362.9428,374.9215
EUR,2022-04-25,360.4563,372.3748
EUR,2022-04-22,359.8321,371.7859
EUR,2022-04-21,359.5836,371.5310
EUR,2022-04-20,358.3018,370.2304
EUR,2022-04-19,357.4220,369.3318
EUR,2022-04-18,353.3027,365.0453
EUR,2022-04-12,350.0532,361.8357
EUR,2022-04-11,347.8565,359.5515
EUR,2022-04-08,340.8309,352.4222
EUR,2022-04-07,340.5925,352.2093
EUR,2022-04-06,327.7094,339.0712
EUR,2022-04-05,324.7265,335.9982
EUR,2022-04-04,323.1897,334.5020
EUR,2022-04-01,323.2672,334.5713
EUR,2022-03-31,325.7283,337.0847
EUR,2022-03-30,323.7198,335.0413
EUR,2022-03-29,320.3466,331.6067
EUR,2022-03-28,319.5051,330.7549
EUR,2022-03-25,317.3000,328.5087
EUR,2022-03-24,310.4519,321.5399
EUR,2022-03-23,306.3298,317.3463
EUR,2022-03-22,302.6655,313.5667
EUR,2022-03-21,295.9442,306.7773
EUR,2022-03-18,296.9913,307.8427
EUR,2022-03-16,293.6823,304.4733
EUR,2022-03-15,288.0960,298.7944
EUR,2022-03-14,276.3497,286.8405
EUR,2022-03-11,278.2912,288.8135
EUR,2022-03-10,279.6740,290.2202
EUR,2022-03-09,245.4592,255.3784
EUR,2022-03-08,244.4805,254.3786
EUR,2022-03-07,214.9646,224.3490
EUR,2022-03-04,218.9132,228.3663
EUR,2022-03-03,220.0013,229.4752
EUR,2022-03-02,220.5885,230.0719
EUR,2022-02-28,221.5469,231.0473
EUR,2022-02-25,222.1528,231.6635
EUR,2022-02-24,223.8654,233.4064
EUR,2022-02-23,224.7355,234.2920
EUR,2022-02-22,224.1836,233.7302
EUR,2022-02-21,225.1880,234.7525
EUR,2022-02-18,225.4014,234.9703
EUR,2022-02-17,226.6952,235.2686
EUR,2022-02-15,224.2805,232.8288
EUR,2022-02-14,224.9871,233.5469
EUR,2022-02-11,226.0938,234.6727
EUR,2022-02-10,226.4561,235.0427
EUR,2022-02-09,226.4700,235.0588
EUR,2022-02-08,226.6550,235.2451
EUR,2022-02-07,226.8096,235.4015
EUR,2022-02-03,224.0962,232.6414
EUR,2022-02-02,223.6185,232.1549
EUR,2022-02-01,222.6575,231.1765
EUR,2022-01-31,220.9993,229.5271
EUR,2022-01-28,220.7904,229.3146
EUR,2022-01-27,222.4859,231.0402
EUR,2022-01-26,223.9675,232.5482
EUR,2022-01-25,224.1427,232.7243
EUR,2022-01-24,224.4946,233.0845
EUR,2022-01-21,224.1121,232.9417
EUR,2022-01-20,224.9587,233.8008
EUR,2022-01-19,224.2415,233.0732
EUR,2022-01-18,226.1464,235.0108
EUR,2022-01-13,226.6307,235.5041
EUR,2022-01-12,225.2398,234.0892
EUR,2022-01-11,224.6494,233.4879
EUR,2022-01-10,224.7741,233.6141
EUR,2022-01-07,223.8242,232.6478
EUR,2022-01-06,224.0627,232.8909
EUR,2022-01-05,223.5556,232.3746
EUR,2022-01-04,223.9533,232.7795
EUR,2022-01-03,224.8891,233.7299
EUR,2021-12-31,224.1969,233.0274
EUR,2021-12-30,224.7190,233.5588
EUR,2021-12-29,223.8536,232.6785
EUR,2021-12-28,224.2220,233.0526
EUR,2021-12-27,224.1772,233.0070
EUR,2021-12-24,224.3262,233.1590
EUR,2021-12-23,224.5848,233.4221
EUR,2021-12-22,223.4812,232.2985
EUR,2021-12-21,223.4558,232.2737
EUR,2021-12-20,222.6061,231.4079
EUR,2021-12-17,224.2367,233.0679
EUR,2021-12-16,223.6311,232.2025
EUR,2021-12-15,223.1330,231.6973
EUR,2021-12-14,223.4659,232.0365
EUR,2021-12-13,223.9254,232.5001
EUR,2021-12-10,223.7761,232.3484
EUR,2021-12-09,224.5120,233.0972
EUR,2021-12-08,223.4780,232.0446
EUR,2021-12-07,223.4676,232.0348
EUR,2021-12-06,223.6718,232.2319
EUR,2021-12-03,223.7719,232.3325
EUR,2021-12-02,224.5024,233.0767
EUR,2021-12-01,224.2742,232.8435
EUR,2021-11-30,223.7410,232.4950
EUR,2021-11-29,223.5286,232.0843
EUR,2021-11-26,222.1660,230.6980
EUR,2021-11-25,221.9868,230.5160
EUR,2021-11-24,222.2149,230.5969
EUR,2021-11-23,222.0570,230.4339
EUR,2021-11-22,222.8666,231.2595
EUR,2021-11-19,224.5665,232.9907
EUR,2021-11-17,223.8524,232.2625
EUR,2021-11-16,224.9662,233.3976
EUR,2021-11-15,226.5360,234.9941
EUR,2021-11-12,226.1229,234.5744
EUR,2021-11-11,226.9186,235.3839
EUR,2021-11-10,229.1363,237.6407
EUR,2021-11-09,229.0220,237.5242
EUR,2021-11-08,228.4601,236.9525
EUR,2021-11-05,228.3609,236.8511
EUR,2021-11-03,228.9785,237.4803
EUR,2021-11-02,229.3023,237.8099
EUR,2021-11-01,228.4948,236.9880
EUR,2021-10-29,230.9120,239.4467
EUR,2021-10-28,229.3288,237.8393
EUR,2021-10-27,229.3653,237.8732
EUR,2021-10-26,229.4498,237.9593
EUR,2021-10-25,230.2000,238.7239
EUR,2021-10-22,229.9368,238.4554
EUR,2021-10-21,230.5428,239.0733
EUR,2021-10-18,229.2004,237.7058
EUR,2021-10-15,229.3297,237.8372
EUR,2021-10-14,229.2013,237.7061
EUR,2021-10-13,228.4499,236.9426
EUR,2021-10-12,228.3454,236.8363
EUR,2021-10-11,228.8433,237.3418
EUR,2021-10-08,228.5097,237.0032
EUR,2021-10-07,228.4401,236.9323
EUR,2021-10-06,229.1761,237.6812
EUR,2021-10-05,229.4595,237.9696
EUR,2021-10-04,229.3458,237.8526
EUR,2021-10-01,228.7623,237.2622
EUR,2021-09-30,229.4296,237.9393
EUR,2021-09-29,230.9459,239.4829
EUR,2021-09-28,231.0902,239.6296
EUR,2021-09-27,231.8062,240.3582
EUR,2021-09-24,232.1648,240.7221
EUR,2021-09-23,231.2346,239.7761
EUR,2021-09-22,231.9210,240.4743
EUR,2021-09-21,232.0651,240.6210
EUR,2021-09-17,232.6144,241.1797
EUR,2021-09-16,233.7081,242.2932
EUR,2021-09-15,233.5417,242.1240
EUR,2021-09-14,233.4671,242.0481
EUR,2021-09-13,233.3925,241.9723
EUR,2021-09-10,233.7556,242.3416
EUR,2021-09-09,233.7200,242.3068
EUR,2021-09-08,234.2577,242.8528
EUR,2021-09-07,234.9138,243.5209
EUR,2021-09-06,263.5472,273.5229
EUR,2021-09-03,249.5352,259.0090
EUR,2021-09-02,248.8222,258.0850
EUR,2021-09-01,237.8970,245.8991
EUR,2021-08-31,235.5881,244.4379
EUR,2021-08-30,233.1744,241.3938
EUR,2021-08-27,232.3994,240.3678
EUR,2021-08-26,232.3467,240.5553
EUR,2021-08-25,232.4621,239.7589
EUR,2021-08-24,232.4802,239.7746
EUR,2021-08-23,230.8826,238.5628
EUR,2021-08-20,230.3613,237.8147
EUR,2021-08-19,230.2697,237.7183
EUR,2021-08-18,231.2632,238.3625
EUR,2021-08-17,232.0220,239.3115
EUR,2021-08-16,232.8484,239.6734
EUR,2021-08-13,231.7755,238.5758
EUR,2021-08-12,231.3935,238.4798
EUR,2021-08-11,230.5287,238.1012
EUR,2021-08-10,231.3193,238.3962
EUR,2021-08-09,231.7586,238.8505
EUR,2021-08-06,233.0296,240.1540
EUR,2021-08-05,233.2523,240.3800
EUR,2021-08-04,234.0004,241.1405
EUR,2021-08-03,234.0200,241.1650
EUR,2021-08-02,233.9366,241.0800
EUR,2021-07-30,233.6903,241.3205
EUR,2021-07-29,233.6481,240.7736
EUR,2021-07-28,233.0575,240.1782
EUR,2021-07-27,232.6615,239.7727
EUR,2021-07-26,231.6099,239.2056
EUR,2021-07-22,232.0060,239.6001
EUR,2021-07-20,232.5223,239.6311
EUR,2021-07-19,232.6338,239.7443
EUR,2021-07-16,232.7983,239.9177
EUR,2021-07-15,233.1126,240.2340
EUR,2021-07-14,232.2462,239.3406
EUR,2021-07-13,233.5065,241.1295
EUR,2021-07-12,233.7069,241.1356
EUR,2021-07-09,233.3040,240.4245
EUR,2021-07-08,232.3774,239.4819
EUR,2021-07-07,233.0176,240.1379
EUR,2021-07-06,234.0005,241.1405
EUR,2021-07-05,233.3804,240.8073
EUR,2021-07-02,232.9338,240.5538
EUR,2021-07-01,233.5765,240.7090
EUR,2021-06-30,234.1223,241.7610
EUR,2021-06-29,234.7046,241.9864
EUR,2021-06-28,234.9134,242.1902
EUR,2021-06-25,235.2454,242.5373
EUR,2021-06-23,234.5605,242.2036
EUR,2021-06-22,234.6151,241.8713
EUR,2021-06-21,233.2892,240.8931
EUR,2021-06-18,234.8713,242.1358
EUR,2021-06-17,236.1525,243.7292
EUR,2021-06-16,238.4944,246.1995
EUR,2021-06-15,238.5617,246.1835
EUR,2021-06-14,238.0402,245.7310
EUR,2021-06-11,239.8602,247.5092
EUR,2021-06-10,239.4682,247.1891
EUR,2021-06-09,239.7405,247.3866
EUR,2021-06-08,239.6491,247.3655
EUR,2021-06-07,239.6904,247.0656
EUR,2021-06-04,238.6406,246.1072
EUR,2021-06-03,240.9332,247.9712
EUR,2021-06-02,241.2474,248.2941
EUR,2021-06-01,241.3668,248.4150
EUR,2021-05-31,240.7901,247.8300
EUR,2021-05-28,240.5216,247.5574
EUR,2021-05-25,241.3329,248.3849
EUR,2021-05-24,240.3905,247.4243
EUR,2021-05-21,241.7469,248.4593
EUR,2021-05-20,239.9045,247.3765
EUR,2021-05-19,240.6335,247.8917
EUR,2021-05-18,239.6864,246.6438
EUR,2021-05-17,239.2875,246.4532
EUR,2021-05-13,237.7574,245.0039
EUR,2021-05-12,238.8127,245.1675
EUR,2021-05-11,239.1215,245.4918
EUR,2021-05-10,239.4485,245.6863
EUR,2021-05-07,237.2277,243.8777
EUR,2021-05-06,235.3953,242.4943
EUR,2021-05-05,233.2110,241.3947
EUR,2021-05-04,234.2258,241.0167
EUR,2021-05-03,233.6182,240.6407
EUR,2021-04-30,235.4849,242.5525
EUR,2021-04-29,235.7877,242.8161
EUR,2021-04-28,234.4033,241.2896
EUR,2021-04-27,233.4294,240.7216
EUR,2021-04-23,230.2537,239.4947
EUR,2021-04-22,231.7657,240.9405
EUR,2021-04-21,233.9960,242.6057
EUR,2021-04-20,229.5439,235.9148
EUR,2021-04-19,223.5543,230.2098
EUR,2021-04-16,232.9598,241.6590
EUR,2021-04-15,238.3356,245.8497
EUR,2021-04-12,235.9324,242.9533
EUR,2021-04-09,235.9308,243.1128
EUR,2021-04-08,235.5180,242.1778
EUR,2021-04-07,234.7038,241.4195
EUR,2021-04-06,232.9319,239.9963
EUR,2021-04-05,231.3073,238.3815
EUR,2021-04-01,230.3546,237.6821
EUR,2021-03-31,229.8744,237.4016
EUR,2021-03-30,231.9724,238.1610
EUR,2021-03-29,232.3339,238.2552
EUR,2021-03-26,231.4562,238.0716
EUR,2021-03-25,232.2472,238.1682
EUR,2021-03-24,232.9637,238.9687
EUR,2021-03-23,233.9368,239.9739
EUR,2021-03-22,232.3628,238.3818
EUR,2021-03-19,232.2120,238.7710
EUR,2021-03-18,233.1295,241.9902
EUR,2021-03-17,233.9376,240.6677
EUR,2021-03-16,231.7773,239.4779
EUR,2021-03-15,232.2767,238.8382
EUR,2021-03-12,231.8751,238.6082
EUR,2021-03-10,230.5839,236.5146
EUR,2021-03-09,229.8974,235.9540
EUR,2021-03-08,229.9072,236.8063
EUR,2021-03-05,230.9809,237.7090
EUR,2021-03-04,233.2876,239.3693
EUR,2021-03-03,233.1015,239.8199
EUR,2021-03-02,231.1376,237.8450
EUR,2021-03-01,231.8880,238.6626
EUR,2021-02-25,233.5326,239.6390
EUR,2021-02-24,232.9214,239.0328
EUR,2021-02-23,232.4452,238.7850
EUR,2021-02-22,233.6952,239.8236
EUR,2021-02-19,233.6657,240.5025
EUR,2021-02-18,231.8116,239.3950
EUR,2021-02-17,233.5846,240.9903
EUR,2021-02-16,234.5761,240.7226
EUR,2021-02-15,233.6053,239.5857
EUR,2021-02-12,232.1938,238.2858
EUR,2021-02-11,233.9730,240.9759
EUR,2021-02-10,232.6843,240.0570
EUR,2021-02-09,231.1213,237.9966
EUR,2021-02-08,229.7645,236.7012
EUR,2021-02-05,228.4820,234.6503
EUR,2021-02-03,231.0596,238.8794
EUR,2021-02-02,229.5316,236.7631
EUR,2021-02-01,228.2932,234.8034
EUR,2021-01-29,229.1927,235.5134
EUR,2021-01-27,233.7095,241.8405
EUR,2021-01-26,234.5731,242.1688
EUR,2021-01-25,235.9899,243.5142
EUR,2021-01-22,236.1862,243.4036
EUR,2021-01-21,232.6594,240.3180
EUR,2021-01-20,233.9688,241.3966
EUR,2021-01-19,231.1936,237.8727
EUR,2021-01-18,230.4325,237.3172
EUR,2021-01-15,231.5872,238.6519
EUR,2021-01-13,231.3253,237.4452
EUR,2021-01-12,229.6119,235.9768
EUR,2021-01-11,228.0735,235.1102
EUR,2021-01-08,237.8470,234.2258
EUR,2021-01-07,230.2519,237.0256
EUR,2021-01-06,230.1819,236.5615
EUR,2021-01-05,229.1055,236.0804
EUR,2021-01-04,225.6029,233.5892
EUR,2021-01-01,224.9103,232.9440
EUR,2020-12-31,225.5407,233.5264
EUR,2020-12-30,226.5650,234.5707
EUR,2020-12-28,226.8394,235.7107
EUR,2020-12-24,229.6236,238.9572
EUR,2020-12-23,227.8963,235.9886
EUR,2020-12-22,227.1588,235.1091
EUR,2020-12-21,225.6041,233.4249
EUR,2020-12-18,226.0615,234.2493
EUR,2020-12-17,225.9438,233.8795
EUR,2020-12-16,223.8179,232.0689
EUR,2020-12-15,223.9447,231.7329
EUR,2020-12-14,222.6439,230.5063
EUR,2020-12-11,222.2769,229.9000
EUR,2020-12-10,220.8595,228.5877
EUR,2020-12-09,221.8557,229.7140
EUR,2020-12-08,221.8424,229.5892
EUR,2020-12-07,221.8934,229.6473
EUR,2020-12-04,222.0402,229.9054
EUR,2020-12-03,222.0416,229.9015
EUR,2020-12-02,220.6383,228.2353
EUR,2020-12-01,218.4127,225.8472
EUR,2020-11-30,218.3223,225.7683
EUR,2020-11-27,216.9359,224.3727
EUR,2020-11-26,217.6493,225.1775
EUR,2020-11-25,217.3269,224.7648
EUR,2020-11-24,215.8147,223.2357
EUR,2020-11-23,216.4103,223.9289
EUR,2020-11-20,215.9209,223.4341
EUR,2020-11-19,215.0417,222.5638
EUR,2020-11-18,215.8591,223.3849
EUR,2020-11-17,215.8102,223.4337
EUR,2020-11-16,215.0161,222.6346
EUR,2020-11-13,214.0317,221.6294
EUR,2020-11-12,213.6041,221.1817
EUR,2020-11-11,214.3962,222.0049
EUR,2020-11-10,214.5178,222.0459
EUR,2020-11-09,215.6369,223.1593
EUR,2020-11-06,214.1947,221.7869
EUR,2020-11-05,212.5337,220.0173
EUR,2020-11-04,211.0043,218.5362
EUR,2020-11-03,211.1834,218.6298
EUR,2020-11-02,210.9035,218.3590
EUR,2020-10-29,212.8676,220.3647
EUR,2020-10-28,213.4041,220.8920
EUR,2020-10-27,214.0473,221.6347
EUR,2020-10-26,214.2842,221.8879
EUR,2020-10-23,213.7369,221.3223
EUR,2020-10-22,214.4381,222.0465
EUR,2020-10-21,214.7450,222.2613
EUR,2020-10-20,213.2539,220.7399
EUR,2020-10-19,212.1636,219.6417
EUR,2020-10-16,212.3403,219.8285
EUR,2020-10-15,213.2105,220.7831
EUR,2020-10-14,212.7396,220.2337
EUR,2020-10-13,213.5891,221.0882
EUR,2020-10-12,213.9765,221.4824
EUR,2020-10-09,213.2120,220.7107
EUR,2020-10-08,213.2210,220.7108
EUR,2020-10-07,212.8265,220.3209
EUR,2020-10-06,213.8969,221.4906
EUR,2020-10-05,212.8736,220.3702
EUR,2020-10-02,213.2920,220.7824
EUR,2020-09-30,213.7154,221.2195
EUR,2020-09-29,212.6924,220.1783
EUR,2020-09-28,211.8658,219.3273
EUR,2020-09-25,212.3304,219.8545
EUR,2020-09-24,211.9634,219.5098
EUR,2020-09-23,212.6109,220.1364
EUR,2020-09-22,214.3713,221.9197
EUR,2020-09-21,216.1771,223.7562
EUR,2020-09-18,215.4987,223.0712
EUR,2020-09-17,213.8636,221.4556
EUR,2020-09-16,214.7341,222.3499
EUR,2020-09-15,215.3014,222.9265
EUR,2020-09-14,214.7747,222.3799
EUR,2020-09-11,214.7642,222.3850
EUR,2020-09-10,214.2133,221.8197
EUR,2020-09-09,213.3319,220.9227
EUR,2020-09-08,214.2455,221.8617
EUR,2020-09-07,215.2957,222.9085
EUR,2020-09-04,215.7421,223.3692
EUR,2020-09-03,215.4307,223.0365
EUR,2020-09-02,217.5323,225.1715
EUR,2020-08-31,218.1091,225.7585
EUR,2020-08-28,216.3792,224.0016
EUR,2020-08-27,216.6397,224.2588
EUR,2020-08-26,216.4936,224.0948
EUR,2020-08-25,214.6493,222.1823
EUR,2020-08-24,213.9535,221.5421
EUR,2020-08-21,215.3869,223.0018
EUR,2020-08-20,216.2264,224.6626
EUR,2020-08-19,216.3445,223.8642
EUR,2020-08-18,214.6724,222.1653
EUR,2020-08-17,213.3753,221.0111
EUR,2020-08-14,212.3692,219.8272
EUR,2020-08-13,212.2976,219.7615
EUR,2020-08-12,212.0566,219.5061
EUR,2020-08-11,213.0812,220.6707
EUR,2020-08-10,214.6624,222.3881
EUR,2020-08-07,215.8020,223.5464
EUR,2020-08-06,216.3750,224.1160
EUR,2020-08-05,215.4065,223.1349
EUR,2020-08-04,214.6228,222.3360
EUR,2020-07-31,216.8320,224.5957
EUR,2020-07-30,214.9281,222.6446
EUR,2020-07-29,214.0395,221.7474
EUR,2020-07-28,214.4485,222.1210
EUR,2020-07-27,213.6920,221.3619
EUR,2020-07-24,211.9845,219.6115
EUR,2020-07-23,211.2629,218.8808
EUR,2020-07-22,210.7153,218.3323
EUR,2020-07-21,209.2026,216.7904
EUR,2020-07-20,208.3583,216.0400
EUR,2020-07-17,207.7579,215.4351
EUR,2020-07-16,208.2011,215.8775
EUR,2020-07-15,208.1896,215.8510
EUR,2020-07-14,207.0102,214.6533
EUR,2020-07-13,206.6945,214.3267
EUR,2020-07-10,205.7300,213.3650
EUR,2020-07-09,207.0047,214.6529
EUR,2020-07-08,205.8876,213.4238
EUR,2020-07-07,206.4919,214.1296
EUR,2020-07-06,205.8787,213.4149
EUR,2020-07-03,205.5255,213.1280
EUR,2020-07-02,205.7216,213.3647
EUR,2020-07-01,205.4439,213.0808
EUR,2020-06-30,205.6481,213.0910
EUR,2020-06-29,205.4415,213.0897
EUR,2020-06-26,204.4685,212.0866
EUR,2020-06-25,205.9972,213.6489
EUR,2020-06-24,207.2998,214.9543
EUR,2020-06-23,206.2872,214.0374
EUR,2020-06-22,204.8528,212.5265
EUR,2020-06-19,205.2277,212.8638
EUR,2020-06-18,205.8748,213.2393
EUR,2020-06-17,205.7824,213.4976
EUR,2020-06-16,206.8888,214.7986
EUR,2020-06-15,204.6968,212.4703
EUR,2020-06-12,205.2100,212.9993
EUR,2020-06-11,206.9142,214.7281
EUR,2020-06-10,206.0339,213.8328
EUR,2020-06-09,205.0927,212.9410
EUR,2020-06-08,205.5323,213.2635
EUR,2020-06-04,204.5299,212.2883
EUR,2020-06-03,204.2810,212.0845
EUR,2020-06-02,203.0575,210.7411
EUR,2020-06-01,203.3713,211.1374
EUR,2020-05-29,202.4524,210.1916
EUR,2020-05-28,201.2645,209.0015
EUR,2020-05-27,199.9856,207.6910
EUR,2020-05-26,198.7880,206.4953
EUR,2020-05-22,200.1482,207.6084
EUR,2020-05-21,200.8548,208.5599
EUR,2020-05-20,200.8659,208.5619
EUR,2020-05-19,200.4000,208.0992
EUR,2020-05-18,198.9763,206.7643
EUR,2020-05-15,198.7427,206.3783
EUR,2020-05-14,199.2141,207.0113
EUR,2020-05-13,199.3715,207.6380
EUR,2020-05-12,198.3551,206.2920
EUR,2020-05-11,199.0578,207.3343
EUR,2020-05-06,201.4976,208.7604
EUR,2020-05-05,201.6793,210.2072
EUR,2020-05-04,205.4370,213.2210
EUR,2020-04-30,205.9998,213.8391
EUR,2020-04-29,204.9412,213.5993
EUR,2020-04-28,205.0720,213.3681
EUR,2020-04-27,204.0707,213.4173
EUR,2020-04-24,204.0495,213.9831
EUR,2020-04-23,205.8860,215.6474
EUR,2020-04-22,205.7307,215.9642
EUR,2020-04-21,204.9465,214.6035
EUR,2020-04-20,204.8441,214.5597
EUR,2020-04-17,203.6190,213.4799
EUR,2020-04-16,204.7894,213.8269
EUR,2020-04-15,205.8920,215.9330
EUR,2020-04-09,209.6556,218.7427
EUR,2020-04-08,209.7687,218.8635
EUR,2020-04-06,207.8823,216.9264
EUR,2020-04-03,203.3382,211.6695
EUR,2020-04-02,204.1065,212.3575
EUR,2020-04-01,205.4140,213.7149
EUR,2020-03-31,205.2684,213.5619
EUR,2020-03-30,206.5704,214.8919
EUR,2020-03-27,205.9475,213.7887
EUR,2020-03-24,199.8546,207.3458
EUR,2020-03-20,197.7215,205.1523
EUR,2020-03-19,199.2332,206.4447
EUR,2020-03-18,200.3023,207.5517
EUR,2020-03-17,202.6299,209.9460
EUR,2020-03-13,201.4310,208.5056
EUR,2020-03-12,203.1079,209.9965
EUR,2020-03-11,203.1788,210.0400
EUR,2020-03-10,204.0564,210.9512
EUR,2020-03-06,200.7997,207.6238
EUR,2020-03-05,199.3264,206.1152
EUR,2020-03-04,199.8207,206.6204
EUR,2020-03-03,199.2367,206.0253
EUR,2020-03-02,197.6668,204.4078
EUR,2020-02-28,196.3633,203.0768
EUR,2020-02-27,194.7252,201.4027
EUR,2020-02-26,194.0725,200.7459
EUR,2020-02-25,193.9524,200.6124
EUR,2020-02-24,193.1725,199.8147
EUR,2020-02-20,193.0420,199.6829
EUR,2020-02-19,192.7531,199.3916
EUR,2020-02-18,193.1847,199.8334
EUR,2020-02-17,193.2803,199.9313
EUR,2020-02-14,193.1889,199.8420
EUR,2020-02-13,193.8263,200.4907
EUR,2020-02-12,194.6306,201.3232
EUR,2020-02-11,194.5630,201.2565
EUR,2020-02-10,195.2705,201.9682
EUR,2020-02-07,195.8066,202.5192
EUR,2020-02-06,196.0653,202.7788
EUR,2020-02-05,196.8549,203.5865
EUR,2020-02-03,197.6346,204.3846
EUR,2020-01-31,196.7115,203.4507
EUR,2020-01-30,196.4390,203.1622
EUR,2020-01-29,196.5301,203.2533
EUR,2020-01-28,196.6170,203.3437
EUR,2020-01-27,196.7652,203.4947
EUR,2020-01-24,197.1288,203.8680
EUR,2020-01-23,197.7018,204.4645
EUR,2020-01-22,197.5236,204.2827
EUR,2020-01-21,197.7320,204.4977
EUR,2020-01-20,197.7493,204.5037
EUR,2020-01-17,198.4631,205.2330
EUR,2020-01-16,198.9907,205.7807
EUR,2020-01-14,198.6694,205.4550
EUR,2020-01-13,198.2887,205.0545
EUR,2020-01-09,198.4481,205.2147
EUR,2020-01-08,198.8393,205.6283
EUR,2020-01-07,199.4823,206.2778
EUR,2020-01-06,199.0001,205.7833
EUR,2020-01-03,199.0554,205.9536
EUR,2020-01-02,199.8047,206.6139
EUR,2020-01-01,199.9285,206.7367
EUR,2019-12-31,200.0786,206.8858
EUR,2019-12-30,199.7985,206.6089
EUR,2019-12-27,198.0875,204.8622
EUR,2019-12-26,197.6161,204.3674
EUR,2019-12-24,197.5259,204.2754
EUR,2019-12-23,197.1742,203.9183
EUR,2019-12-20,198.0972,204.9708
EUR,2019-12-19,198.0563,204.8191
EUR,2019-12-18,198.2145,204.9907
EUR,2019-12-17,198.3556,205.1262
EUR,2019-12-16,198.0805,204.8460
EUR,2019-12-13,198.6258,205.3992
EUR,2019-12-12,198.3315,205.0988
EUR,2019-12-10,197.1888,203.9237
EUR,2019-12-09,196.9290,203.6628
EUR,2019-12-06,198.0934,204.8572
EUR,2019-12-05,197.4799,204.2316
EUR,2019-12-04,197.6281,204.3772
EUR,2019-12-03,197.1608,203.9156
EUR,2019-12-02,195.8476,202.5617
EUR,2019-11-29,195.5200,202.2370
EUR,2019-11-28,195.6372,202.3482
EUR,2019-11-27,196.5521,203.2773
EUR,2019-11-26,195.6727,202.3881
EUR,2019-11-25,195.0159,201.7313
EUR,2019-11-22,195.3069,202.0214
EUR,2019-11-21,195.2182,201.9404
EUR,2019-11-20,195.1686,201.8802
EUR,2019-11-19,195.3557,202.0727
EUR,2019-11-18,195.5841,202.3040
EUR,2019-11-15,195.4604,202.1712
EUR,2019-11-14,195.0475,201.7482
EUR,2019-11-13,195.4197,202.1390
EUR,2019-11-08,196.3452,203.0846
EUR,2019-11-07,196.4927,203.2343
EUR,2019-11-06,196.3173,203.0593
EUR,2019-11-05,197.2751,204.0266
EUR,2019-11-04,198.8432,205.6238
EUR,2019-11-01,198.8946,205.6746
EUR,2019-10-31,199.0409,206.3151
EUR,2019-10-30,198.2092,204.9702
EUR,2019-10-29,197.9060,204.6611
EUR,2019-10-28,197.4844,204.2322
EUR,2019-10-25,197.7811,204.5482
EUR,2019-10-24,198.5213,205.2923
EUR,2019-10-23,198.4663,205.2345
EUR,2019-10-22,199.1722,205.9556
EUR,2019-10-21,199.4872,206.2754
EUR,2019-10-18,198.9225,205.6846
EUR,2019-10-17,197.9842,204.7253
EUR,2019-10-16,197.1066,203.8317
