"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"AIA INSURANCE LANKA PLC","CTCE.N0000","83.00","325.00","165.00","280.00","734.00","413,900.00","97,703,020.00"
"CEYLON LEATHER PRODUCTS PLC","CLPL.W0014","0.00","30.00","15.00","19.00","2,839.00","4,628,100.00","96,919,220.00"
"SERENDIB HOTELS PLC","SHOT.N0000","45.00","150.00","60.25","119.70","789.00","887,800.00","89,390,845.00"
"CEYLON LEATHER PRODUCTS PLC","CLPL.W0013","0.00","35.00","14.90","19.00","2,422.00","3,990,200.00","88,721,900.00"
"LAKE HOUSE PRINTERS & PUBLISHERS PLC","LPRT.N0000","31.50","194.10","61.00","126.50","662.00","941,300.00","88,664,535.00"
"CEYLON BEVERAGE HOLDINGS PLC","BREW.N0000","75.25","354.00","111.00","320.00","652.00","414,800.00","85,421,750.00"
"CEYLON COLD STORES PLC","CCS.N0000","122.25","550.00","150.00","529.50","561.00","250,200.00","83,478,160.00"
"COLOMBO FORT INVESTMENTS PLC","CFI.N0000","13.50","265.00","35.00","200.00","1,237.00","1,234,400.00","79,364,185.00"
"KURUWITA TEXTILE MILLS PLC","KURU.N0000","39.75","48.00","28.00","30.00","1,875.00","1,876,800.00","75,339,850.00"
"NATIONS TRUST BANK PLC","NTB.W0010","0.00","8.75","5.00","5.50","1,779.00","10,897,700.00","74,431,825.00"
"CEYLON HOSPITALS PLC","CHL.X0000","19.50","110.00","48.25","82.90","895.00","935,300.00","72,563,560.00"
"ROYAL PALMS BEACH HOTELS PLC","RPBH.N0000","25.00","101.00","0.00","90.00","1,228.00","911,300.00","72,416,305.00"
"CEYLON HOSPITALS PLC","CHL.N0000","33.50","135.25","80.25","102.00","676.00","638,700.00","71,039,475.00"
"RADIANT GEMS INTERNATIONAL PLC","RGEM.N0000","10.50","55.00","25.25","35.00","1,997.00","1,958,200.00","70,072,285.00"
"E B CREASY & COMPANY PLC","EBCR.N0000","205.00","1,250.00","205.25","1,100.00","466.00","113,200.00","60,808,415.00"
"TEA SMALLHOLDER FACTORIES PLC","TSML.N0000","50.00","300.00","130.00","255.00","454.00","372,500.00","60,791,940.00"
"DILMAH CEYLON TEA COMPANY PLC","CTEA.N0000","435.00","900.00","376.00","713.90","283.00","102,500.00","59,272,180.00"
"SINHAPUTHRA FINANCE PLC","SFL.N0000","0.00","140.00","65.00","76.00","1,331.00","697,800.00","58,793,060.00"
"CEYLON LEATHER PRODUCTS PLC","CLPL.W0012","0.00","39.00","20.00","25.50","1,630.00","1,854,500.00","56,494,950.00"
"LANKA ASHOK LEYLAND PLC","ASHO.N0000","303.00","4,300.00","1,000.00","4,050.00","95.00","23,800.00","52,380,400.00"
"GESTETNER OF CEYLON PLC","GEST.N0000","24.00","135.00","0.00","99.60","2,118.00","664,900.00","52,222,710.00"
"MALWATTE VALLEY PLANTATION PLC","MAL.X0000","0.00","67.10","40.00","62.50","364.00","974,300.00","51,930,710.00"
"UNION ASSURANCE PLC","UAL.N0000","99.00","198.00","90.75","122.10","779.00","389,600.00","45,619,305.00"
"COLOMBO INVESTMENT TRUST PLC","CIT.N0000","14.50","290.00","34.75","205.00","715.00","603,900.00","43,667,195.00"
"ALLIANCE FINANCE COMPANY PLC","ALLI.N0000","110.00","980.50","305.00","799.90","240.00","60,400.00","42,856,970.00"
"UDAPUSSELLAWA  PLANTATIONS PLC","UDPL.N0000","10.75","63.00","26.00","47.00","1,772.00","1,031,100.00","42,450,230.00"
"ON'ALLY HOLDINGS PLC","ONAL.N0000","25.50","82.90","34.00","60.00","1,155.00","700,900.00","40,313,790.00"
"CITRUS LEISURE  PLC","REEF.W0019","0.00","15.20","10.00","11.00","1,158.00","3,298,500.00","39,505,640.00"
"MORISON PLC","MORI.N0000","515.00","2,499.00","810.00","1,600.00","210.00","29,000.00","37,788,165.00"
"HAPUGASTENNE PLANTATIONS PLC","HAPU.N0000","13.00","68.00","36.00","60.00","1,247.00","785,200.00","37,516,525.00"
"SELINSING PLC","SELI.N0000","185.00","650.00","260.00","550.00","194.00","85,000.00","36,218,020.00"
"INDO-MALAY PLC","INDO.N0000","170.00","715.00","300.00","425.00","145.00","71,200.00","32,232,885.00"
"CITRUS LEISURE  PLC","REEF.W0017","0.00","17.00","13.00","13.30","814.00","2,026,700.00","28,221,470.00"
"SATHOSA MOTORS PLC","SMOT.N0000","57.00","235.00","112.50","190.00","772.00","167,400.00","28,029,515.00"
"UNISYST ENGINEERING PLC","ALUF.N0000","16.75","53.25","33.00","43.00","906.00","598,300.00","25,948,505.00"
"CITRUS LEISURE  PLC","REEF.W0018","0.00","17.00","12.10","12.80","697.00","1,960,500.00","25,840,870.00"
"MERCANTILE SHIPPING COMPANY PLC","MSL.N0000","105.00","319.75","105.00","185.00","722.00","129,600.00","25,515,200.00"
"MORISON PLC","MORI.X0000","350.00","1,998.00","675.00","1,005.00","123.00","16,500.00","17,641,530.00"
"HUEJAY INTERNATIONAL INVESTMENTS PLC","HUEJ.N0000","49.00","80.00","41.60","61.10","820.00","251,000.00","16,744,595.00"
"BERUWELA WALK INN PLC","BINN.N0000","52.00","180.00","60.00","130.00","479.00","176,300.00","16,294,920.00"
"COMMERCIAL DEVELOPMENT COMPANY PLC","COMD.N0000","50.00","75.00","41.00","54.00","524.00","262,800.00","14,576,560.00"
"THE AUTODROME PLC","AUTO.N0000","0.00","679.00","300.00","405.00","220.00","28,700.00","13,653,435.00"
"MIRAMAR BEACH HOTEL PLC","MIRA.N0000","44.00","185.00","65.00","130.00","110.00","157,700.00","12,524,375.00"
"GALLE FACE CAPITAL PARTNERS PLC","WAPO.N0000","590.00","1,900.00","800.00","900.00","83.00","10,200.00","11,637,555.00"
"ASIRI CENTRAL HOSPITALS  PLC","ASHA.N0000","23.75","200.25","100.00","153.80","256.00","78,800.00","11,543,845.00"
"CONVENIENCE FOODS LANKA PLC","SOY.N0000","63.00","190.00","115.00","165.00","190.00","80,200.00","11,204,070.00"
"SINGER INDUSTRIES (CEYLON) PLC","SINI.N0000","60.00","230.00","80.25","144.00","281.00","72,100.00","9,877,740.00"
"NDB CAPITAL HOLDINGS PLC","CDIC.N0000","55.00","200.00","125.00","131.10","110.00","66,400.00","9,192,460.00"
"UNION CHEMICALS LANKA PLC","UCAR.N0000","100.00","400.00","155.75","291.10","177.00","29,700.00","7,838,965.00"
"HUNTER & COMPANY PLC","HUNT.N0000","250.00","1,500.00","300.00","1,385.00","78.00","9,200.00","7,228,290.00"
"SHALIMAR (MALAY) PLC.","SHAL.N0000","850.00","900.00","725.00","800.00","35.00","8,700.00","6,981,720.00"
"SHAW WALLACE INVESTMENTS PLC","KZOO.N0000","0.00","1,300.00","850.00","1,000.00","24.00","7,200.00","6,873,300.00"
"EASTERN MERCHANTS PLC","EMER.N0000","80.00","650.00","130.00","599.00","93.00","19,200.00","5,813,575.00"
"STANDARD CAPITAL PLC","SING.N0000","3.30","235.00","75.00","185.00","104.00","37,900.00","4,661,725.00"
"HARISCHANDRA MILLS PLC","HARI.N0000","400.00","1,000.00","800.00","950.00","19.00","2,600.00","2,392,205.00"
"SERENDIB LAND PLC","SLND.N0000","325.00","600.00","500.00","600.00","16.00","2,500.00","1,349,250.00"
"INDUSTRIAL ASPHALTS (CEYLON) PLC","ASPH.N0000","150.00","390.00","172.00","349.00","20.00","5,900.00","1,132,820.00"
"SWADESHI INDUSTRIAL WORKS  PLC","SWAD.N0000","0.00","3,800.00","3,800.00","3,800.00","2.00","200.00","760,000.00"
"PARAGON CEYLON PLC","PARA.N0000","100.00","330.00","220.00","300.00","6.00","800.00","220,000.00"
"CEYLON PRINTERS PLC","CPRT.N0000","0.00","100.00","100.00","100.00","1.00","100.00","10,000.00"
"OFFICE EQUIPMENT PLC","OFEQ.N0000","60.00","80.25","80.25","80.25","1.00","100.00","8,025.00"
"SERENDIB ENGINEERING GROUP PLC","IDL.N0000","0.00","37.50","37.50","37.50","1.00","100.00","3,750.00"
