"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"SATHOSA MOTORS PLC","SMOT.N0000","226.25","250.00","130.00","130.25","967.00","42,064.00","7,589,275.50"
"SERENDIB HOTELS PLC","","","","","","","",""
"SENKADAGALA FINANCE COMPANY PLC","SFCL.N0000","849.75","895.00","251.00","363.75","814.00","10,575.00","6,505,632.00"
"THE AUTODROME PLC","","","","","","","",""
"LUMINEX PLC","LUMX.N0000","7.80","8.90","6.50","7.50","1,358.00","641,446.00","4,856,625.60"
"KOTMALE HOLDINGS PLC","","","","","","","",""
"SERENDIB HOTELS PLC","SHOT.R0001","0.10","1.30","0.10","0.10","960.00","17,309,319.00","4,275,231.20"
"SELINSING PLC","","","","","","","",""
"COLOMBO INVESTMENT TRUST PLC","CIT.N0000","131.00","150.00","75.00","130.75","460.00","31,977.00","3,643,975.50"
"LOLC DEVELOPMENT FINANCE PLC","","","","","","","",""
"ACME PRINTING & PACKAGING PLC","ACME.R0000","0.20","0.50","0.10","0.10","444.00","11,754,374.00","2,071,520.80"
"ABANS FINANCE PLC","","","","","","","",""
"CEYLON PRINTERS PLC","CPRT.N0000","65.00","81.00","55.50","74.70","173.00","26,570.00","1,831,031.10"
"OFFICE EQUIPMENT PLC","","","","","","","",""
"GOOD HOPE PLC","GOOD.N0000","1,125.00","1,750.25","950.00","1,246.25","255.00","1,181.00","1,654,883.00"
"SOFTLOGIC FINANCE PLC","","","","","","","",""
"HVA FOODS PLC","HVA.R0000","0.20","0.50","0.10","0.10","650.00","9,047,585.00","1,458,080.10"
"ASIA ASSET FINANCE PLC","","","","","","","",""
"SHALIMAR (MALAY) PLC.","SHAL.N0000","1,200.00","1,374.00","920.25","1,317.75","110.00","1,119.00","1,228,497.75"
"COLOMBO FORT INVESTMENTS PLC","","","","","","","",""
"NATIONS TRUST BANK PLC","NTB.X0000","60.10","75.00","44.60","57.40","222.00","17,051.00","977,957.80"
"PARAGON CEYLON PLC","","","","","","","",""
"INDO-MALAY PLC","INDO.N0000","1,000.00","1,360.00","995.00","1,326.50","105.00","575.00","683,375.25"
"PEGASUS HOTELS OF CEYLON PLC","","","","","","","",""
"SWADESHI INDUSTRIAL WORKS  PLC","SWAD.N0000","14,000.00","18,379.00","12,505.00","15,003.50","12.00","19.00","273,366.00"
"AGSTAR PLC","","","","","","","",""
"NATION LANKA FINANCE PLC","CSF.R0000","0.10","0.10","0.10","0.10","74.00","2,599,510.00","259,951.00"
"DFCC BANK PLC","","","","","","","",""
"AITKEN SPENCE PLANTATION MANAGEMENTS PLC","ASPM.N0000","56.80","71.00","56.80","56.80","9.00","194.00","12,326.50"
