"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"HATTON NATIONAL BANK PLC","HNB.N0000","110.00","410.00","120.00","151.30","3,925.00","18,943,400.00","5,001,273,580.00"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.X0000","1.50","6.30","1.60","4.00","76,874.00","1,435,606,600.00","4,919,948,920.00"
"ROYAL CERAMICS LANKA PLC","RCL.N0000","3.00","335.00","122.00","141.50","9,483.00","30,591,000.00","4,823,096,530.00"
"THREE ACRE FARMS PLC","TAFL.N0000","10.50","242.00","75.00","103.80","52,891.00","31,666,600.00","4,650,451,880.00"
"DIESEL & MOTOR ENGINEERING PLC","DIMO.N0000","110.00","1,900.10","955.00","1,302.10","5,835.00","3,005,372.00","4,464,681,381.70"
"AITKEN SPENCE PLC","SPEN.N0000","315.00","200.10","100.00","120.40","9,692.00","28,985,700.00","4,386,048,570.00"
"E - CHANNELLING PLC","ECL.N0000","10.50","33.00","3.00","8.10","64,399.00","602,661,400.00","4,351,581,710.00"
"C M HOLDINGS PLC","COLO.N0000","29.00","530.00","218.00","400.60","15,126.00","10,821,500.00","4,274,317,330.00"
"SINGER FINANCE LANKA PLC","SFIN.N0000","0.00","55.70","21.00","27.00","67,611.00","96,482,700.00","4,017,133,360.00"
"BUKIT DARAH PLC","BUKI.N0000","968.00","1,600.00","820.00","1,030.00","6,389.00","3,516,074.00","4,008,211,092.00"
"SOFTLOGIC HOLDINGS PLC","SHL.N0000","0.00","28.00","15.80","18.00","32,283.00","173,574,500.00","3,923,549,240.00"
"CEYLINCO INSURANCE PLC","CINS.N0000","75.00","950.00","380.00","746.70","1,982.00","6,188,200.00","3,921,876,360.00"
"REGNIS (LANKA) PLC","REG.N0000","58.00","515.00","125.50","360.50","21,305.00","13,372,900.00","3,897,810,200.00"
"ORIENT GARMENTS PLC","OGL.N0000","0.00","48.30","21.50","31.10","31,510.00","123,530,200.00","3,873,257,210.00"
"BAIRAHA FARMS PLC","BFL.N0000","16.50","525.00","170.00","210.30","22,345.00","10,181,400.00","3,777,826,360.00"
"PGP GLASS CEYLON PLC","GLAS.N0000","2.25","12.40","7.50","7.90","41,598.00","383,728,700.00","3,736,308,810.00"
"NATIONAL DEVELOPMENT BANK PLC","NDB.N0000","215.00","390.00","119.50","138.10","7,408.00","20,046,200.00","3,722,700,260.00"
"SEYLAN DEVELOPMENTS PLC","CSD.N0000","8.50","20.60","10.20","12.30","47,716.00","213,765,100.00","3,445,895,030.00"
"SMB FINANCE PLC","SEMB.N0000","7.00","3.60","1.60","1.90","41,249.00","1,409,048,400.00","3,435,105,670.00"
"LANKEM CEYLON PLC","LCEY.N0000","38.50","590.00","210.00","260.00","11,643.00","7,777,400.00","3,323,726,510.00"
"LANKA REALTY INVESTMENTS PLC","ASCO.N0000","36.00","207.70","80.00","160.20","18,111.00","23,949,300.00","3,244,600,300.00"
"BROWNS CAPITAL PLC","FLCH.N0000","0.00","6.00","2.80","3.10","63,490.00","667,101,048.00","3,170,386,576.00"
"HAYLEYS LEISURE PLC","CONN.N0000","37.50","140.00","70.00","81.50","3,183.00","28,666,761.00","3,107,363,797.00"
"LANKA WALLTILE PLC","LWL.N0000","35.00","187.00","85.00","94.50","7,222.00","20,627,580.00","3,049,758,570.00"
"JANASHAKTHI INSURANCE PLC","JINS.N0000","0.00","22.10","13.00","15.00","33,253.00","161,394,300.00","2,944,191,650.00"
"EXPOLANKA HOLDINGS PLC","EXPO.N0000","0.00","16.20","8.30","9.00","24,909.00","225,370,900.00","2,941,745,550.00"
"DIALOG AXIATA PLC","DIAL.N0000","16.75","12.20","7.50","7.80","14,288.00","308,328,500.00","2,919,481,370.00"
"L O L C HOLDINGS PLC","LOLC.N0000","100.00","147.00","74.50","83.30","16,668.00","24,815,500.00","2,912,831,350.00"
"NATIONS TRUST BANK PLC","NTB.N0000","23.75","89.80","54.00","57.00","15,929.00","44,981,156.00","2,896,355,516.80"
"TESS AGRO PLC","TESS.N0000","1.00","6.90","2.30","4.50","45,115.00","689,040,900.00","2,871,180,240.00"
"SWARNAMAHAL FINANCIAL SERVICES PLC","SFS.N0000","0.00","135.30","35.00","93.00","41,053.00","33,137,800.00","2,809,827,170.00"
"SEYLAN BANK PLC","SEYB.X0000","16.00","51.90","27.10","30.80","25,983.00","72,694,500.00","2,754,151,540.00"
"AITKEN SPENCE HOTEL HOLDINGS PLC","AHUN.N0000","65.00","114.90","55.00","69.50","7,585.00","31,961,237.00","2,676,109,055.00"
"DFCC BANK PLC","DFCC.N0000","220.00","249.90","106.00","112.90","8,659.00","18,452,100.00","2,660,678,200.00"
"PELWATTE SUGAR INDUSTRIES PLC","SUGA.N0000","14.75","50.00","22.40","23.50","22,719.00","79,068,700.00","2,646,193,330.00"
"GALLE FACE CAPITAL PARTNERS PLC","WAPO.N0000","590.00","10,012.50","108.00","138.80","36,550.00","10,336,400.00","2,548,382,080.00"
"AMBEON HOLDINGS PLC","GREG.W0002","0.00","63.00","10.00","16.90","39,973.00","70,474,300.00","2,527,502,560.00"
"AMANA TAKAFUL PLC","ATL.N0000","28.00","4.50","1.80","2.40","53,268.00","946,758,500.00","2,514,430,630.00"
"LB FINANCE PLC","LFIN.N0000","60.00","325.00","130.00","138.60","9,545.00","13,328,100.00","2,504,941,550.00"
"INDO-MALAY PLC","INDO.N0000","170.00","1,720.00","427.10","1,390.00","305.00","1,774,712.00","2,500,206,132.00"
"TOUCHWOOD INVESTMENTS PLC","TWOD.N0000","77.00","33.20","19.00","21.20","46,611.00","95,657,300.00","2,476,441,920.00"
"CARSON CUMBERBATCH PLC","CARS.N0000","2,200.00","779.90","511.50","541.20","5,724.00","3,821,379.00","2,430,284,708.00"
"TOKYO CEMENT COMPANY (LANKA) PLC","TKYO.X0000","12.25","55.00","29.00","30.50","12,187.00","56,086,000.00","2,365,686,060.00"
"ODEL PLC","ODEL.N0000","0.00","52.40","27.10","32.30","27,453.00","56,829,700.00","2,298,157,590.00"
"LION BREWERY (CEYLON) PLC","LION.N0000","60.00","260.00","114.50","190.00","4,019.00","10,650,200.00","2,257,359,520.00"
"UNION BANK OF COLOMBO PLC","UBC.N0000","0.00","45.00","17.50","19.00","58,444.00","69,061,000.00","2,170,928,550.00"
"CITRUS LEISURE  PLC","REEF.W0019","0.00","33.50","10.50","17.80","31,292.00","96,803,120.00","2,126,296,866.00"
"PMF FINANCE PLC","PMB.N0000","29.00","42.00","14.50","15.70","27,472.00","83,043,400.00","2,069,641,890.00"
"GALADARI HOTELS (LANKA) PLC","GHLL.N0000","11.50","43.00","26.50","29.10","19,222.00","52,651,284.00","2,017,221,390.00"
"HATTON NATIONAL BANK PLC","HNB.X0000","41.75","228.00","79.00","83.20","7,773.00","15,174,650.00","2,006,769,120.00"
"KELANI TYRES PLC","TYRE.N0000","9.50","69.00","34.00","38.50","16,184.00","35,165,700.00","1,967,338,860.00"
"CEYLON GUARDIAN INVESTMENT TRUST PLC","GUAR.N0000","110.25","478.00","230.10","255.00","5,643.00","5,523,500.00","1,921,137,360.00"
"PAN ASIA BANKING CORPORATION PLC","PABC.N0000","16.25","61.90","21.50","25.40","23,691.00","44,975,700.00","1,914,075,550.00"
"HEMAS HOLDINGS PLC","HHL.N0000","100.25","52.00","27.50","33.00","12,365.00","40,949,100.00","1,913,533,770.00"
"DANKOTUWA PORCELAIN PLC","DPL.N0000","14.75","89.90","21.10","33.80","32,909.00","35,297,700.00","1,906,155,020.00"
"KEGALLE  PLANTATIONS  PLC","KGAL.N0000","21.25","285.00","96.00","105.00","8,461.00","9,251,400.00","1,889,086,930.00"
"C I C HOLDINGS PLC","CIC.N0000","150.00","210.00","100.10","111.50","5,127.00","11,753,900.00","1,870,035,660.00"
"AMBEON HOLDINGS PLC","GREG.W0006","0.00","59.50","11.30","18.90","33,338.00","54,792,400.00","1,866,631,780.00"
"JANASHAKTHI PLC","CSEC","17.50","33.00","11.00","16.20","29,804.00","94,153,900.00","1,853,848,640.00"
"BROWNS INVESTMENTS PLC","BIL.N0000","0.00","6.40","3.80","4.20","27,058.00","348,778,900.00","1,841,372,860.00"
"NAWALOKA HOSPITALS PLC","NHL.N0000","2.75","4.90","3.40","3.90","19,812.00","438,280,900.00","1,804,554,470.00"
"SINGER (SRI LANKA) PLC","SINS.N0000","66.75","235.00","92.10","132.70","11,574.00","13,029,600.00","1,790,503,250.00"
"COLOMBO DOCKYARD PLC","DOCK.N0000","21.50","295.00","221.10","238.80","4,542.00","6,776,700.00","1,775,560,050.00"
"ASIAN HOTELS AND PROPERTIES PLC","AHPL.N0000","42.75","202.00","70.60","76.40","2,264.00","13,543,800.00","1,754,437,660.00"
"CEYLON INVESTMENT PLC","CINV.N0000","71.50","193.00","95.10","110.00","10,627.00","11,771,900.00","1,747,100,270.00"
"RENUKA AGRI FOODS PLC","RAL.N0000","0.00","8.10","5.00","6.80","25,262.00","253,122,500.00","1,740,395,000.00"
"SEYLAN BANK PLC","SEYB.N0000","38.00","100.00","59.50","67.60","8,640.00","22,924,323.00","1,725,498,965.00"
"UNITED MOTORS LANKA PLC","UML.N0000","53.00","205.00","114.00","146.00","10,986.00","10,663,800.00","1,715,007,630.00"
"LANKA MILK FOODS (CWE) PLC","LMF.N0000","21.50","149.00","95.00","107.10","5,185.00","14,565,140.00","1,695,563,650.00"
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","CDB.N0000","0.00","109.00","51.00","65.00","16,196.00","20,765,600.00","1,692,264,790.00"
"C T HOLDINGS PLC","CTHR.N0000","3,800.00","249.00","160.00","179.00","4,100.00","8,233,500.00","1,690,313,380.00"
"HORANA PLANTATIONS PLC","HOPL.N0000","14.50","96.10","30.10","37.80","14,445.00","26,071,800.00","1,687,022,030.00"
"RENUKA HOLDINGS PLC","RHL.N0000","0.00","87.20","48.40","53.90","10,126.00","23,585,300.00","1,655,036,950.00"
"SIERRA CABLES PLC","SIRA.N0000","2.75","6.40","3.00","4.20","37,515.00","309,609,100.00","1,631,952,210.00"
"FIRST CAPITAL HOLDINGS PLC","CFVF.N0000","4.50","29.30","14.60","16.10","30,823.00","68,355,800.00","1,604,692,500.00"
"THE FINANCE COMPANY PLC","TFC.N0000","36.00","53.00","26.00","40.50","16,537.00","36,840,300.00","1,595,182,360.00"
"COLOMBO CITY HOLDINGS PLC","PHAR.N0000","210.00","4,100.00","900.00","1,190.00","4,187.00","590,900.00","1,590,695,870.00"
"MERCHANT BANK OF SRI LANKA & FINANCE PLC","MBSL.N0000","14.25","58.00","28.00","39.60","20,772.00","33,613,600.00","1,568,639,620.00"
"CHEVRON LUBRICANTS  LANKA  PLC","LLUB.N0000","58.75","183.50","152.00","170.00","4,477.00","9,410,500.00","1,551,585,520.00"
"LOLC FINANCE PLC","LOFC.N0000","0.00","22.50","7.60","8.10","21,662.00","127,053,900.00","1,545,454,330.00"
"VALLIBEL FINANCE PLC","VFIN.N0000","0.00","120.10","37.00","43.30","23,540.00","26,099,500.00","1,516,769,330.00"
"COMMERCIAL BANK OF CEYLON PLC","COMB.X0000","59.00","200.00","69.10","74.50","7,134.00","12,688,300.00","1,481,599,470.00"
"RESUS ENERGY PLC","HPWR.N0000","0.00","43.90","24.90","26.70","13,870.00","40,078,600.00","1,456,798,550.00"
"HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL","HDFC.N0000","191.50","1,900.00","546.00","1,400.30","3,804.00","1,192,100.00","1,444,830,220.00"
"CITRUS LEISURE  PLC","REEF.W0017","0.00","57.00","15.00","32.90","12,863.00","39,690,060.00","1,406,974,556.00"
"MULTI FINANCE  PLC","MFL.N0000","0.00","77.50","25.00","49.90","20,666.00","26,971,400.00","1,400,374,700.00"
"MTD WALKERS PLC","KAPI.N0000","5.75","95.00","32.30","38.40","20,460.00","21,262,300.00","1,381,135,990.00"
"THE FORTRESS RESORTS PLC","RHTL.N0000","12.50","35.90","20.00","23.00","22,138.00","46,854,600.00","1,374,547,270.00"
"KOTAGALA PLANTATIONS PLC","KOTA.N0000","12.00","230.00","60.00","64.30","8,319.00","8,276,900.00","1,359,216,400.00"
"MULLER & PHIPPS (CEYLON) PLC","MULL.N0000","1.25","4.30","1.80","2.80","26,209.00","454,614,100.00","1,353,474,250.00"
"RADIANT GEMS INTERNATIONAL PLC","RGEM.N0000","10.50","241.50","34.00","128.40","17,402.00","9,313,100.00","1,348,373,620.00"
"SMB FINANCE PLC","SEMB.W0015","0.00","2.40","0.50","0.70","17,411.00","1,072,296,700.00","1,347,969,750.00"
"CEYLON TOBACCO COMPANY PLC","CTC.N0000","58.00","500.00","340.00","490.10","1,622.00","3,508,200.00","1,340,100,380.00"
"CEYLON HOTELS CORPORATION PLC","CHOT.N0000","300.00","40.20","21.00","27.70","6,678.00","38,372,932.00","1,326,999,820.00"
"LANKEM DEVELOPMENTS PLC","LDEV.N0000","12.00","92.50","13.00","16.40","27,987.00","30,886,900.00","1,323,957,870.00"
"AMBEON HOLDINGS PLC","GREG.W0003","0.00","60.00","11.20","19.00","21,477.00","37,407,100.00","1,319,801,190.00"
"CITRUS LEISURE  PLC","REEF.W0018","0.00","48.50","14.50","20.70","16,833.00","43,755,000.00","1,305,245,450.00"
"C. W. MACKIE PLC","CWM.N0000","11.50","124.90","78.00","89.50","10,008.00","13,040,800.00","1,283,646,110.00"
"C I C HOLDINGS PLC","CIC.X0000","100.00","144.50","70.30","77.00","7,800.00","11,278,900.00","1,275,912,630.00"
"LAXAPANA BATTERIES PLC","LITE.N0000","5.00","15.50","8.00","11.80","23,554.00","108,566,900.00","1,261,322,930.00"
"SELINSING PLC","SELI.N0000","185.00","1,475.00","450.00","1,199.00","274.00","1,137,860.00","1,248,053,140.00"
"CARGILLS (CEYLON) PLC","CARG.N0000","500.00","253.00","117.00","203.00","3,602.00","5,545,000.00","1,241,333,640.00"
"SMB FINANCE PLC","SEMB.X0000","1.10","1.40","0.60","0.70","28,092.00","1,177,429,700.00","1,151,710,330.00"
"VALLIBEL POWER ERATHNA PLC","VPEL.N0000","8.25","11.80","7.30","8.00","15,261.00","107,305,000.00","1,096,864,130.00"
"ASIRI HOSPITAL HOLDINGS PLC","ASIR.N0000","50.00","12.40","7.70","8.60","9,187.00","117,087,890.00","1,096,708,680.00"
"MARAWILA  RESORTS  PLC","MARA.N0000","6.50","16.30","8.50","10.10","25,112.00","85,774,800.00","1,068,149,930.00"
"CEYLON LEATHER PRODUCTS PLC","CLPL.N0000","11.50","130.00","50.00","99.60","10,450.00","10,740,700.00","1,044,818,320.00"
"RENUKA FOODS PLC","COCO.N0000","20.75","95.00","48.00","53.70","13,803.00","13,293,995.00","1,042,587,920.00"
"TOKYO CEMENT COMPANY (LANKA) PLC","TKYO.N0000","165.00","71.00","40.00","44.00","6,965.00","17,174,100.00","1,032,073,840.00"
"YORK ARCADE HOLDINGS PLC","YORK.N0000","9.00","47.90","19.60","25.20","20,034.00","27,617,200.00","1,023,638,780.00"
"LANKA TILES PLC","TILE.N0000","60.00","141.50","78.00","80.30","1,696.00","8,115,800.00","1,005,568,240.00"
"HUNTER & COMPANY PLC","HUNT.N0000","250.00","2,300.00","510.00","590.00","2,517.00","932,200.00","999,726,920.00"
"UNION ASSURANCE PLC","UAL.N0000","99.00","299.00","87.00","108.10","1,299.00","6,497,500.00","984,781,580.00"
"MALWATTE VALLEY PLANTATION PLC","MAL.N0000","8.50","127.00","5.00","5.50","19,843.00","42,326,600.00","983,214,670.00"
"DILMAH CEYLON TEA COMPANY PLC","CTEA.N0000","435.00","1,000.00","615.00","700.00","205.00","1,499,900.00","982,836,470.00"
"ASIA CAPITAL PLC","ACAP.N0000","15.00","120.00","48.00","64.40","10,683.00","12,229,800.00","976,835,630.00"
"COMMERCIAL CREDIT AND FINANCE PLC","COCR.N0000","0.00","45.00","20.00","23.70","16,184.00","31,389,400.00","971,694,300.00"
"OVERSEAS REALTY (CEYLON) PLC","OSEA.N0000","12.50","19.40","13.10","14.00","15,737.00","58,482,000.00","924,288,690.00"
"ACME PRINTING & PACKAGING PLC","ACME.N0000","16.00","34.60","16.40","20.70","17,447.00","36,720,000.00","923,118,640.00"
"DIALOG FINANCE PLC","CALF.N0000","0.00","50.00","31.10","36.50","5,344.00","24,793,000.00","904,135,090.00"
"TEEJAY LANKA PLC","TJL.N0000","0.00","15.70","9.70","10.20","13,733.00","63,758,400.00","889,023,330.00"
"SERENDIB HOTELS PLC","SHOT.N0000","45.00","185.00","21.10","28.80","8,771.00","22,188,000.00","829,920,290.00"
"BALANGODA  PLANTATIONS  PLC","BALA.N0000","12.00","77.50","24.60","28.80","9,365.00","12,629,300.00","794,945,000.00"
"LEE HEDGES PLC","SHAW.N0000","185.00","410.00","205.00","314.90","4,615.00","2,593,600.00","783,435,100.00"
"DIPPED PRODUCTS PLC","DIPD.N0000","76.00","127.00","91.00","106.50","2,321.00","6,632,700.00","777,266,100.00"
"SINGER INDUSTRIES (CEYLON) PLC","SINI.N0000","60.00","455.00","135.00","254.00","8,757.00","2,970,200.00","771,156,290.00"
"SOFTLOGIC FINANCE PLC","CRL.N0000","0.00","79.00","32.20","44.90","8,831.00","12,173,400.00","760,409,070.00"
"LANKA ALUMINIUM INDUSTRIES PLC","LALU.N0000","12.00","104.00","34.00","44.00","16,017.00","10,950,800.00","738,901,630.00"
"CEYLON & FOREIGN TRADES PLC","CFT.N0000","60.00","13.60","7.50","9.40","21,971.00","70,329,200.00","730,307,200.00"
"JOHN KEELLS HOTELS PLC","KHL.N0000","85.00","20.50","12.30","13.50","11,544.00","40,803,700.00","724,378,480.00"
"NAMUNUKULA PLANTATIONS PLC","NAMU.N0000","8.50","159.90","60.00","65.00","4,050.00","5,653,200.00","691,543,470.00"
"SHALIMAR (MALAY) PLC.","SHAL.N0000","850.00","1,230.00","660.20","890.00","1,153.00","767,640.00","679,437,560.00"
"ELPITIYA PLANTATIONS PLC","ELPL.N0000","20.00","48.00","17.00","24.00","12,385.00","18,600,200.00","673,662,240.00"
"LANKA ASHOK LEYLAND PLC","ASHO.N0000","303.00","7,490.00","1,000.00","2,925.00","423.00","506,700.00","664,087,080.00"
"SMB FINANCE PLC","SEMB.W0016","0.00","0.90","0.10","0.10","27,747.00","1,233,997,400.00","659,481,420.00"
"LOTUS HYDRO POWER PLC","HPFL.N0000","0.00","21.80","9.70","11.40","14,609.00","39,307,600.00","625,076,810.00"
"NESTLE LANKA PLC","NEST.N0000","113.00","1,000.00","631.00","877.00","1,385.00","775,200.00","616,969,320.00"
"CEYLINCO INSURANCE PLC","CINS.X0000","0.00","369.90","257.20","343.00","1,774.00","1,930,100.00","614,952,600.00"
"ENTRUST SECURITIES PLC","ESL.N0000","0.00","81.00","39.90","45.50","4,765.00","10,543,700.00","611,416,500.00"
"KOTMALE HOLDINGS PLC","LAMB.N0000","10.25","80.00","42.00","45.70","8,926.00","9,986,700.00","602,813,960.00"
"SRI LANKA TELECOM PLC","SLTL.N0000","16.75","64.50","44.00","48.00","6,798.00","10,731,300.00","587,769,460.00"
"CHILAW FINANCE PLC","CFL.N0000","0.00","60.00","19.20","22.40","11,690.00","22,122,300.00","578,028,340.00"
"RAIGAM WAYAMBA SALTERNS PLC","RWSL.N0000","0.00","5.40","3.70","4.30","15,469.00","124,296,100.00","573,034,300.00"
"ACL CABLES PLC","ACL.N0000","96.75","103.00","68.00","74.00","4,044.00","6,104,800.00","552,664,830.00"
"STANDARD CAPITAL PLC","SING.N0000","3.30","4,090.00","119.00","134.20","4,632.00","596,200.00","540,589,220.00"
"KAHAWATTE  PLANTATIONS  PLC","KAHA.N0000","5.00","43.10","23.50","29.50","6,122.00","14,081,100.00","528,798,370.00"
"CENTRAL INVESTMENTS & FINANCE PLC","CIFL.N0000","0.00","13.60","8.00","8.70","15,183.00","47,446,000.00","525,318,850.00"
"CEYLON TEA BROKERS PLC","CTBL.N0000","0.00","9.70","4.00","7.70","15,388.00","72,498,800.00","519,206,250.00"
"THE KINGSBURY PLC","SERV.N0000","160.00","29.50","17.50","20.30","6,205.00","20,986,200.00","504,352,810.00"
"DOLPHIN HOTELS PLC","STAF.N0000","8.75","70.00","35.00","43.00","6,332.00","8,647,800.00","497,320,340.00"
"TAL LANKA HOTELS PLC","TAJ.N0000","11.75","84.20","34.00","39.00","12,007.00","8,236,700.00","490,377,450.00"
"RICHARD PIERIS EXPORTS PLC","REXP.N0000","27.50","57.80","24.10","27.50","9,252.00","12,019,400.00","489,655,850.00"
"ABANS ELECTRICALS PLC","ABAN.N0000","112.00","385.00","172.10","190.10","3,638.00","1,610,300.00","469,677,470.00"
"WATAWALA  PLANTATIONS  PLC","WATA.N0000","22.75","34.70","12.00","14.20","13,182.00","16,728,300.00","466,251,950.00"
"THE FINANCE COMPANY PLC","TFC.X0000","0.00","20.00","10.00","12.40","10,980.00","31,742,000.00","464,501,010.00"
"LANKA VENTURES PLC","LVEN.N0000","12.25","60.00","30.30","38.20","7,176.00","10,716,500.00","462,804,610.00"
"BOGAWANTALAWA TEA ESTATES PLC","BOPL.N0000","15.00","25.90","12.30","14.20","8,296.00","22,150,200.00","462,704,790.00"
"UNISYST ENGINEERING PLC","ALUF.N0000","16.75","192.60","32.10","38.00","11,810.00","4,673,400.00","438,461,940.00"
"TRANS ASIA HOTELS PLC","TRAN.N0000","100.00","225.00","65.10","79.50","1,282.00","4,845,300.00","430,610,390.00"
"LANKA CERAMIC PLC","CERA.N0000","30.00","165.00","80.10","85.00","1,909.00","3,188,000.00","430,467,650.00"
"SWISSTEK (CEYLON) PLC","PARQ.N0000","18.50","31.50","18.00","19.00","7,218.00","16,597,000.00","423,050,820.00"
"KELSEY DEVELOPMENTS PLC","KDL.N0000","32.25","34.50","14.40","23.20","9,645.00","17,478,900.00","420,799,240.00"
"LANKA CEMENT PLC","LCEM.N0000","6.25","33.50","16.50","19.80","8,090.00","15,354,900.00","399,189,140.00"
"SUNSHINE HOLDINGS PLC","SUN.N0000","140.00","57.00","27.00","29.00","5,078.00","8,175,800.00","393,699,780.00"
"VIDULLANKA PLC","VLL.N0000","21.00","11.00","6.10","8.20","9,666.00","51,865,500.00","393,523,740.00"
"SINHAPUTHRA FINANCE PLC","SFL.N0000","0.00","154.00","74.00","102.00","4,374.00","3,360,300.00","380,093,400.00"
"LANKA IOC PLC","LIOC.N0000","33.00","21.50","15.90","18.50","6,864.00","19,889,700.00","371,267,370.00"
"RENUKA HOLDINGS PLC","RHL.X0000","0.00","60.60","30.00","33.00","4,830.00","7,548,900.00","368,641,990.00"
"HOTEL SIGIRIYA PLC","HSIG.N0000","25.50","95.00","60.00","74.00","5,182.00","4,671,300.00","366,107,310.00"
"EDEN HOTEL LANKA PLC","EDEN.N0000","11.75","68.90","32.50","38.00","7,510.00","7,230,900.00","363,543,280.00"
"C T LAND DEVELOPMENT PLC","CTLD.N0000","13.00","40.00","25.00","28.90","7,238.00","11,075,300.00","362,164,710.00"
"CHEMANEX PLC","CHMX.N0000","78.75","174.70","104.00","120.00","1,910.00","2,398,200.00","359,845,750.00"
"BOGALA GRAPHITE LANKA PLC","BOGA.N0000","30.50","94.00","32.00","39.00","9,369.00","5,113,700.00","344,393,580.00"
"MADULSIMA  PLANTATIONS  PLC","MADU.N0000","6.75","37.00","14.80","16.60","11,056.00","12,626,300.00","343,991,680.00"
"CITY HOUSING & REAL ESTATE CO. PLC","CHOU.N0000","32.00","32.00","12.80","18.60","7,911.00","14,422,400.00","336,450,970.00"
"THE NUWARA ELIYA HOTELS COMPANY PLC","NEH.N0000","650.00","2,039.90","850.00","1,500.00","1,432.00","239,600.00","333,840,280.00"
"MAHAWELI REACH HOTELS PLC","MRH.N0000","21.00","44.60","21.00","28.00","6,926.00","8,356,800.00","305,459,830.00"
"CEYLON LEATHER PRODUCTS PLC","CLPL.W0014","0.00","26.10","9.00","17.80","8,407.00","18,621,900.00","300,477,910.00"
"HAYCARB PLC","HAYC.N0000","35.00","191.00","135.00","155.00","1,857.00","1,929,100.00","299,304,160.00"
"ON'ALLY HOLDINGS PLC","ONAL.N0000","25.50","156.60","58.50","72.70","6,012.00","2,801,800.00","289,593,310.00"
"CEYLON COLD STORES PLC","CCS.N0000","122.25","980.00","85.50","100.10","2,649.00","1,050,000.00","287,299,370.00"
