"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"PEGASUS HOTELS OF CEYLON PLC","PEG.N0000","16.75","59.90","29.00","40.00","2,204.00","1,519,584.00","64,107,926.50"
"HAYLEYS LEISURE PLC","CONN.N0000","37.50","98.90","56.00","84.00","905.00","850,198.00","63,702,873.90"
"HAYLEYS FABRIC PLC","MGT.N0000","45.00","27.20","7.10","11.60","3,099.00","4,988,458.00","63,427,288.90"
"CEYLON HOTELS CORPORATION PLC","CHOT.N0000","300.00","29.00","16.00","22.80","3,181.00","2,788,862.00","62,450,918.20"
"HNB ASSURANCE PLC","HASU.N0000","13.00","56.90","36.30","49.00","1,465.00","1,347,828.00","61,959,215.70"
"KEELLS FOOD PRODUCTS PLC","KFP.N0000","32.25","134.00","60.10","75.00","1,096.00","756,377.00","61,430,408.70"
"KELANI VALLEY PLANTATIONS PLC","KVAL.N0000","30.00","100.00","70.20","80.00","921.00","698,073.00","59,005,961.00"
"LANKA VENTURES PLC","LVEN.N0000","12.25","40.00","23.00","32.00","1,457.00","1,902,479.00","58,319,376.70"
"JOHN KEELLS PLC","JKL.N0000","91.00","76.00","52.50","64.50","1,498.00","883,668.00","58,064,908.70"
"TRANS ASIA HOTELS PLC","TRAN.N0000","100.00","99.80","50.00","74.00","1,840.00","838,554.00","57,910,602.70"
"KAHAWATTE  PLANTATIONS  PLC","KAHA.N0000","5.00","38.90","20.10","33.10","1,875.00","1,796,086.00","56,789,714.60"
"SOFTLOGIC CAPITAL PLC","SCAP.N0000","0.00","37.00","4.60","7.10","4,419.00","5,583,352.00","55,100,079.90"
"NDB CAPITAL HOLDINGS PLC","CDIC.N0000","55.00","510.00","175.00","436.20","1,613.00","148,227.00","54,640,817.90"
"EASTERN MERCHANTS PLC","EMER.N0000","80.00","19.00","7.00","11.00","3,504.00","4,406,409.00","52,847,910.10"
"AGSTAR PLC","AGST.N0000","0.00","21.80","5.50","6.20","2,393.00","5,608,538.00","52,059,444.00"
"CEYLINCO INSURANCE PLC","CINS.X0000","0.00","350.00","200.20","330.50","699.00","165,000.00","50,896,910.50"
"THE  LIGHTHOUSE  HOTEL  PLC","LHL.N0000","64.00","55.00","40.00","53.10","772.00","1,050,654.00","50,620,927.30"
"UNION ASSURANCE PLC","UAL.N0000","99.00","120.00","76.00","83.00","906.00","488,464.00","49,249,236.70"
"MAHAWELI REACH HOTELS PLC","MRH.N0000","21.00","29.00","16.40","21.00","3,387.00","2,033,990.00","47,174,791.60"
"ABANS ELECTRICALS PLC","ABAN.N0000","112.00","190.00","84.20","97.10","1,838.00","413,520.00","45,058,185.40"
"SERENDIB HOTELS PLC","SHOT.X0000","18.50","21.90","11.80","17.80","1,528.00","2,555,577.00","44,587,650.30"
"LANKA CEMENT PLC","LCEM.N0000","6.25","19.90","6.30","9.50","2,846.00","3,698,580.00","43,444,245.20"
"COLOMBO INVESTMENT TRUST PLC","CIT.N0000","14.50","250.00","85.00","119.00","709.00","387,121.00","41,791,962.80"
"COLOMBO FORT INVESTMENTS PLC","CFI.N0000","13.50","250.00","82.00","115.90","867.00","409,759.00","41,518,511.80"
"INDUSTRIAL ASPHALTS (CEYLON) PLC","ASPH.N0000","150.00","558.00","200.00","239.90","2,189.00","131,045.00","40,828,773.10"
"RENUKA FOODS PLC","COCO.X0000","0.00","49.80","25.20","29.50","1,636.00","1,062,853.00","40,283,365.80"
"KOTMALE HOLDINGS PLC","LAMB.N0000","10.25","49.00","20.00","38.00","1,229.00","1,017,104.00","40,197,460.60"
"SELINSING PLC","SELI.N0000","185.00","1,840.00","850.00","1,125.00","327.00","35,933.00","39,608,882.40"
"MORISON PLC","MORI.N0000","515.00","350.00","150.00","180.10","905.00","182,413.00","39,377,996.30"
"STANDARD CAPITAL PLC","SING.N0000","3.30","169.90","30.20","97.00","2,714.00","401,359.00","38,800,883.40"
"CENTRAL INDUSTRIES PLC","CIND.N0000","80.00","86.00","57.20","69.00","1,147.00","539,653.00","38,542,164.90"
"KELANI CABLES PLC","KCAB.N0000","68.00","92.00","58.00","70.10","851.00","493,758.00","37,958,031.30"
"CITRUS LEISURE  PLC","REEF.W19","0.00","6.80","3.50","4.30","3,099.00","7,904,046.00","37,127,303.90"
"THE NUWARA ELIYA HOTELS COMPANY PLC","NEH.N0000","650.00","1,550.00","945.00","1,488.80","597.00","28,673.00","35,705,521.90"
"MORISON PLC","MORI.X0000","350.00","160.30","90.00","112.40","828.00","255,807.00","35,065,247.00"
"KURUWITA TEXTILE MILLS PLC","KURU.N0000","39.75","32.50","19.00","20.60","1,078.00","1,420,679.00","34,555,759.70"
"SOFTLOGIC FINANCE PLC","CRL.N0000","0.00","44.20","23.80","24.90","1,245.00","1,072,808.00","34,365,667.50"
"ELPITIYA PLANTATIONS PLC","ELPL.N0000","20.00","25.30","9.00","18.50","2,781.00","2,036,880.00","33,932,835.90"
"LANKA CERAMIC PLC","CERA.N0000","30.00","94.00","50.00","62.00","696.00","475,390.00","33,388,622.60"
"ALLIANCE FINANCE COMPANY PLC","ALLI.N0000","110.00","824.90","500.00","725.80","939.00","47,194.00","32,391,901.10"
"CONVENIENCE FOODS LANKA PLC","SOY.N0000","63.00","280.00","125.00","135.00","1,228.00","162,330.00","30,855,209.80"
"MASKELIYA PLANTATIONS PLC","MASK.N0000","19.75","21.30","10.00","12.70","2,195.00","1,939,819.00","30,215,696.60"
"PROPERTY DEVELOPMENT PLC","PDL.N0000","31.75","65.00","25.10","47.20","954.00","562,049.00","28,478,725.80"
"BOGALA GRAPHITE LANKA PLC","BOGA.N0000","30.50","45.00","15.00","23.70","2,386.00","978,206.00","26,608,969.70"
"ON'ALLY HOLDINGS PLC","ONAL.N0000","25.50","79.90","41.60","54.40","868.00","433,217.00","25,952,517.80"
"RICHARD PIERIS EXPORTS PLC","REXP.N0000","27.50","36.90","12.50","33.50","1,483.00","1,009,219.00","25,777,670.50"
"ROYAL PALMS BEACH HOTELS PLC","RPBH.N0000","25.00","73.00","39.00","44.50","828.00","445,849.00","25,468,420.20"
"MACKWOODS ENERGY PLC","MEL.N0000","0.00","16.30","8.60","13.20","1,239.00","1,855,308.00","25,183,092.50"
"THE AUTODROME PLC","AUTO.N0000","0.00","980.00","406.00","810.00","472.00","30,738.00","24,718,808.00"
"NATION LANKA FINANCE PLC","CSF.W21","0.00","3.30","1.80","2.10","1,674.00","10,042,381.00","23,924,256.50"
"METROPOLITAN RESOURCE HOLDINGS PLC","MPRH.N0000","0.00","25.40","13.00","20.00","1,098.00","1,152,774.00","23,610,856.00"
"ORIENT FINANCE PLC REMOVED","ORIN.N0000","0.00","30.00","15.00","17.00","882.00","1,305,843.00","22,906,134.70"
"CHEMANEX PLC","CHMX.N0000","78.75","125.10","60.10","75.00","873.00","238,418.00","22,233,010.70"
"NAMAL ACUITY VALUE FUND","NAVF.U0000","0.00","75.00","50.20","66.00","765.00","339,170.00","21,862,712.80"
"TALAWAKELLE TEA ESTATES PLC","TPL.N0000","17.25","35.00","12.70","24.00","1,601.00","803,296.00","21,151,033.90"
"BOGAWANTALAWA TEA ESTATES PLC","BOPL.N0000","15.00","19.00","7.00","12.10","2,453.00","1,771,982.00","20,344,826.50"
"CEYLON HOSPITALS PLC","CHL.X0000","19.50","78.00","50.10","67.00","328.00","299,342.00","20,258,227.70"
"ASIA SIYAKA COMMODITIES LIMITED","ASIY.N0000","0.00","22.00","4.80","5.00","1,385.00","2,810,613.00","20,210,910.90"
"LAKE HOUSE PRINTERS & PUBLISHERS PLC","LPRT.N0000","31.50","159.00","74.00","105.00","646.00","190,878.00","20,195,862.70"
"E B CREASY & COMPANY PLC","EBCR.N0000","205.00","1,700.00","750.00","1,100.00","450.00","17,444.00","19,845,017.20"
"HARISCHANDRA MILLS PLC","HARI.N0000","400.00","3,200.00","1,402.00","2,599.50","258.00","7,514.00","19,769,902.50"
"SINHAPUTHRA FINANCE PLC","SFL.N0000","0.00","110.00","67.60","85.00","462.00","196,194.00","18,878,348.50"
"GESTETNER OF CEYLON PLC","GEST.N0000","24.00","348.50","140.00","200.10","607.00","68,746.00","17,779,996.70"
"COMMERCIAL DEVELOPMENT COMPANY PLC","COMD.N0000","50.00","133.80","52.70","61.00","976.00","214,709.00","16,864,613.30"
"AGALAWATTE  PLANTATIONS  PLC","AGAL.N0000","10.50","50.00","28.00","32.70","1,372.00","468,945.00","16,774,795.20"
"ABANS FINANCE PLC","AFSL.N0000","0.00","73.90","26.00","38.00","1,112.00","341,619.00","15,875,697.70"
"HAYLEYS FIBRE PLC","HEXP.N0000","40.00","37.50","18.60","28.00","837.00","507,970.00","14,449,825.50"
"ACL PLASTICS PLC","APLA.N0000","44.00","128.00","74.20","99.90","582.00","154,539.00","14,446,385.10"
"HUEJAY INTERNATIONAL INVESTMENTS PLC","HUEJ.N0000","49.00","184.90","43.00","79.80","939.00","133,702.00","14,402,824.90"
"AMBEON CAPITAL PLC","TAP.N0000","0.00","10.00","3.60","4.80","1,685.00","2,379,343.00","13,938,448.10"
"LANKA ASHOK LEYLAND PLC","ASHO.N0000","303.00","3,000.00","1,600.00","1,750.00","619.00","6,524.00","13,304,928.60"
"UNION CHEMICALS LANKA PLC","UCAR.N0000","100.00","835.00","445.00","445.00","364.00","20,949.00","12,928,956.10"
"GOOD HOPE PLC","GOOD.N0000","180.00","1,650.00","951.00","1,299.00","215.00","10,235.00","12,809,656.40"
"CARGO BOAT DEVELOPMENT COMPANY PLC","CABO.N0000","22.00","113.90","58.00","78.20","733.00","141,816.00","12,499,076.00"
"SHALIMAR (MALAY) PLC.","SHAL.N0000","850.00","1,300.00","751.00","900.00","301.00","13,604.00","12,315,588.60"
"MALWATTE VALLEY PLANTATION PLC","MAL.X0000","0.00","5.90","2.70","4.40","1,459.00","2,764,719.00","12,225,715.40"
"PARAGON CEYLON PLC","PARA.N0000","100.00","2,000.00","800.00","1,199.90","284.00","8,007.00","11,421,716.00"
"ARPICO FINANCE COMPANY PLC","ARPI.N0000","65.00","134.90","64.00","69.50","544.00","129,570.00","11,274,000.50"
"SHAW WALLACE INVESTMENTS PLC","KZOO.N0000","0.00","3,499.00","920.00","2,204.50","670.00","5,332.00","10,679,315.30"
"EQUITY ONE PLC","EQIT.N0000","21.00","50.00","22.00","33.40","691.00","242,898.00","8,480,856.10"
"PRINTCARE PLC","CARE.N0000","53.50","36.80","21.00","29.20","608.00","269,135.00","8,451,917.10"
"TEA SMALLHOLDER FACTORIES PLC","TSML.N0000","50.00","70.00","32.10","48.00","548.00","162,441.00","8,143,722.60"
"TANGERINE BEACH HOTELS PLC","TANG.N0000","36.00","98.50","57.00","80.40","443.00","92,027.00","7,184,389.90"
"EQUITY TWO PLC","ETWO.N0000","10.25","29.90","14.00","26.50","543.00","287,718.00","7,128,718.40"
"BERUWELA WALK INN PLC","BINN.N0000","52.00","169.00","41.40","78.40","928.00","76,702.00","6,746,803.10"
"UDAPUSSELLAWA  PLANTATIONS PLC","UDPL.N0000","10.75","33.90","15.00","29.10","871.00","208,661.00","5,655,578.00"
"CEYLON LEATHER PRODUCTS PLC","CLPL.W14","0.00","11.10","5.00","7.00","514.00","747,797.00","5,379,467.50"
"SAMSON INTERNATIONAL PLC","SIL.N0000","36.00","141.00","62.00","90.00","468.00","51,465.00","5,096,000.80"
"CEYLON LEATHER PRODUCTS PLC","CLPL.W13","0.00","11.00","4.50","6.90","522.00","679,979.00","5,076,540.60"
"SENKADAGALA FINANCE COMPANY PLC","SFCL.N0000","0.00","50.00","50.00","50.00","1.00","100,000.00","5,000,000.00"
"SERENDIB LAND PLC","SLND.N0000","325.00","3,000.00","1,175.00","1,799.00","272.00","2,482.00","4,847,160.80"
"HAPUGASTENNE PLANTATIONS PLC","HAPU.N0000","13.00","49.50","28.50","38.80","1,116.00","104,904.00","4,179,656.60"
"MERCANTILE SHIPPING COMPANY PLC","MSL.N0000","105.00","300.00","120.00","169.80","502.00","19,995.00","3,720,156.20"
"FINLAYS COLOMBO PLC","JFIN.N0000","162.00","340.00","205.70","233.80","179.00","10,371.00","2,889,406.80"
"MIRAMAR BEACH HOTEL PLC","MIRA.N0000","44.00","205.00","61.10","91.20","342.00","23,757.00","2,552,123.10"
"CEYLON PRINTERS PLC","CPRT.N0000","0.00","3,270.00","150.00","1,820.20","368.00","1,292.00","1,593,202.80"
"ASSOCIATED MOTOR FINANCE COMPANY PLC","AMF.N0000","0.00","490.00","300.00","336.00","154.00","4,179.00","1,571,756.80"
"PRIME FINANCE PLC","GSF.N0000","0.00","1,500.00","200.00","552.50","391.00","1,813.00","1,372,206.40"
"OFFICE EQUIPMENT PLC","OFEQ.N0000","60.00","4,627.20","180.60","3,000.00","73.00","284.00","830,555.70"
"HIKKADUWA BEACH RESORT PLC","CITH.N0000","0.00","29.80","20.00","23.80","156.00","29,297.00","675,966.40"
"SWADESHI INDUSTRIAL WORKS  PLC","SWAD.N0000","0.00","15,000.00","5,700.00","8,200.00","14.00","14.00","148,475.00"
"MERCANTILE INVESTMENTS AND FINANCE PLC","MERC.N0000","0.00","2,200.00","2,200.00","2,200.00","1.00","10.00","22,000.00"
"AGSTAR PLC","AGST.X0000","0.00","15.00","15.00","15.00","1.00","1,000.00","15,000.00"
