"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"HOTEL SIGIRIYA PLC","HSIG.N0000","84.50","87.00","70.00","76.00","545.00","560,080.00","45,802,966.70"
"NAMAL ACUITY VALUE FUND","NAVF.U0000","66.00","78.50","60.70","66.50","883.00","639,542.00","44,160,023.40"
"CONVENIENCE FOODS LANKA PLC","SOY.N0000","135.00","250.00","120.00","220.20","1,334.00","226,477.00","43,541,982.60"
"MASKELIYA PLANTATIONS PLC","MASK.N0000","12.70","16.20","9.40","10.50","2,863.00","3,177,189.00","41,818,481.00"
"ELPITIYA PLANTATIONS PLC","ELPL.N0000","18.50","20.80","13.50","16.60","2,652.00","2,332,369.00","41,673,713.40"
"BERUWALA RESORTS PLC","BERU.N0000","2.70","2.80","1.30","1.80","4,282.00","19,116,140.00","40,050,731.30"
"CENTRAL INDUSTRIES PLC","CIND.N0000","69.00","75.00","54.10","55.50","1,310.00","614,432.00","39,907,319.20"
"LOTUS HYDRO POWER PLC","HPFL.N0000","6.70","8.00","4.50","5.00","2,853.00","6,482,379.00","38,555,609.70"
"C. W. MACKIE PLC","CWM.N0000","77.80","79.00","51.10","60.80","1,249.00","555,690.00","38,510,487.10"
"KELANI CABLES PLC","KCAB.N0000","70.10","90.00","62.00","74.00","807.00","490,904.00","36,919,980.70"
"LANKA CEMENT PLC","LCEM.N0000","9.50","10.90","6.30","6.60","2,695.00","4,163,561.00","36,888,136.00"
"AMBEON CAPITAL PLC","TAP.N0000","4.80","5.40","2.70","2.80","1,505.00","8,001,583.00","36,193,575.50"
"TALAWAKELLE TEA ESTATES PLC","TPL.N0000","24.00","29.00","16.30","24.00","2,253.00","1,416,648.00","34,557,181.20"
"RENUKA HOLDINGS PLC","RHL.X0000","24.50","30.00","20.00","20.70","1,286.00","1,459,274.00","34,117,105.10"
"ANILANA HOTELS AND PROPERTIES PLC","ALHP.N0000","0.00","13.50","6.70","7.70","1,518.00","3,788,214.00","34,114,300.50"
"CEYLON HOTELS CORPORATION PLC","CHOT.N0000","22.80","23.50","14.00","15.30","2,587.00","1,813,538.00","32,848,093.80"
"CHEMANEX PLC","CHMX.N0000","75.00","92.70","66.90","85.00","827.00","383,236.00","30,642,102.80"
"MADULSIMA  PLANTATIONS  PLC","MADU.N0000","15.60","16.80","9.30","10.90","3,985.00","2,135,891.00","29,575,265.30"
"TANGERINE BEACH HOTELS PLC","TANG.N0000","80.40","84.00","50.20","68.00","843.00","454,867.00","28,251,151.10"
"CEYLON HOSPITALS PLC","CHL.X0000","67.00","88.90","57.20","75.00","319.00","367,956.00","27,049,857.40"
"SIGIRIYA VILLAGE HOTELS PLC","SIGV.N0000","64.00","84.90","50.00","59.60","682.00","411,222.00","26,613,811.60"
"LANKA ALUMINIUM INDUSTRIES PLC","LALU.N0000","34.80","38.00","24.10","29.60","1,678.00","848,320.00","26,103,882.20"
"PEGASUS HOTELS OF CEYLON PLC","PEG.N0000","40.00","44.90","33.00","35.10","1,487.00","664,746.00","25,875,619.40"
"HAYLEYS FIBRE PLC","HEXP.N0000","28.00","35.00","23.50","25.00","1,180.00","817,662.00","24,458,409.60"
"BOGALA GRAPHITE LANKA PLC","BOGA.N0000","23.70","27.80","18.00","18.40","2,293.00","1,009,067.00","24,305,837.90"
"HAYLEYS LEISURE PLC","CONN.N0000","84.00","88.00","66.00","74.00","764.00","316,351.00","24,277,944.10"
"RENUKA FOODS PLC","COCO.X0000","29.50","31.00","13.00","13.10","870.00","1,412,276.00","24,034,868.30"
"EASTERN MERCHANTS PLC","EMER.N0000","11.00","11.80","5.80","7.00","1,901.00","2,592,300.00","23,843,874.70"
"KELANI VALLEY PLANTATIONS PLC","KVAL.N0000","80.00","90.00","70.00","78.30","991.00","276,046.00","22,924,405.60"
"HUNTER & COMPANY PLC","HUNT.N0000","339.90","450.00","250.00","271.50","1,011.00","66,793.00","22,398,328.90"
"RADIANT GEMS INTERNATIONAL PLC","RGEM.N0000","57.00","65.00","35.50","48.00","1,523.00","462,556.00","22,040,035.10"
"SERENDIB HOTELS PLC","SHOT.X0000","17.80","20.00","13.50","15.60","1,136.00","1,313,048.00","21,747,911.00"
"PALM GARDEN HOTELS PLC","PALM.N0000","140.00","158.60","62.50","62.60","1,129.00","247,745.00","21,387,515.90"
"E B CREASY & COMPANY PLC","EBCR.N0000","1,100.00","1,400.00","875.00","945.00","763.00","18,419.00","21,201,766.80"
"ARPICO FINANCE COMPANY PLC","ARPI.N0000","69.50","112.00","70.20","96.00","497.00","210,744.00","21,165,841.50"
"AGALAWATTE  PLANTATIONS  PLC","AGAL.N0000","32.70","35.60","21.00","23.90","1,677.00","774,328.00","21,024,649.00"
"NDB CAPITAL HOLDINGS PLC","CDIC.N0000","436.20","550.00","400.00","490.00","795.00","41,393.00","20,173,948.70"
"INDUSTRIAL ASPHALTS (CEYLON) PLC","ASPH.N0000","239.90","298.00","180.00","213.90","2,899.00","86,558.00","19,704,781.60"
"CEYLON LEATHER PRODUCTS PLC","CLPL.W0013","6.90","9.80","0.90","1.30","3,372.00","6,608,309.00","19,239,368.20"
"SERENDIB ENGINEERING GROUP PLC","IDL.N0000","175.70","210.00","91.00","168.70","649.00","134,633.00","18,550,948.80"
"SINGER INDUSTRIES (CEYLON) PLC","SINI.N0000","145.00","159.90","100.10","117.50","1,165.00","140,093.00","18,027,287.20"
"ACL PLASTICS PLC","APLA.N0000","99.90","112.80","75.20","84.30","543.00","194,683.00","17,719,629.50"
"COLOMBO FORT INVESTMENTS PLC","CFI.N0000","115.90","128.90","82.00","86.70","630.00","169,078.00","17,507,808.40"
"GOOD HOPE PLC","GOOD.N0000","1,299.00","1,498.00","1,030.00","1,051.20","108.00","16,127.00","17,239,436.20"
"UDAPUSSELLAWA  PLANTATIONS PLC","UDPL.N0000","29.10","32.50","21.10","25.70","1,141.00","589,669.00","16,919,541.80"
"BOGAWANTALAWA TEA ESTATES PLC","BOPL.N0000","12.10","13.80","8.50","9.20","1,950.00","1,447,306.00","16,280,461.10"
"CEYLON LEATHER PRODUCTS PLC","CLPL.W0014","7.00","7.60","1.00","1.50","2,961.00","5,187,295.00","15,956,999.50"
"TRANS ASIA HOTELS PLC","TRAN.N0000","74.00","94.90","67.20","79.90","937.00","189,143.00","15,118,738.90"
"SOFTLOGIC CAPITAL PLC","SCAP.N0000","7.10","7.50","3.10","4.00","1,196.00","2,764,919.00","14,982,979.90"
"METROPOLITAN RESOURCE HOLDINGS PLC","MPRH.N0000","20.00","34.00","17.70","21.00","1,516.00","619,057.00","14,782,834.90"
"MACKWOODS ENERGY PLC","MEL.N0000","13.20","13.30","6.00","7.10","1,037.00","1,605,897.00","14,627,837.20"
"HIKKADUWA BEACH RESORT PLC","CITH.N0000","23.80","29.80","15.00","22.00","966.00","623,481.00","13,959,490.90"
"BIMPUTH FINANCE PLC","BLI.N0000","18.30","28.00","13.20","17.90","1,696.00","697,308.00","13,701,127.60"
"ROYAL PALMS BEACH HOTELS PLC","RPBH.N0000","44.50","49.50","25.00","26.40","1,074.00","369,606.00","13,172,138.00"
"MALWATTE VALLEY PLANTATION PLC","MAL.X0000","4.40","5.30","3.10","3.90","3,358.00","3,022,605.00","13,025,113.40"
"EQUITY ONE PLC","EQIT.N0000","33.40","37.40","24.50","26.20","813.00","414,033.00","12,722,269.60"
"THE AUTODROME PLC","AUTO.N0000","810.00","1,050.00","600.30","995.00","604.00","14,018.00","12,315,679.40"
"KURUWITA TEXTILE MILLS PLC","KURU.N0000","20.60","25.90","17.10","17.70","1,995.00","574,053.00","12,221,697.50"
"AMBEON CAPITAL PLC","TAP.R0000","0.00","0.20","0.10","0.10","148.00","116,884,245.00","11,688,468.80"
"THE NUWARA ELIYA HOTELS COMPANY PLC","NEH.N0000","1,488.80","1,500.00","1,098.00","1,300.00","318.00","8,616.00","11,428,531.40"
"EQUITY TWO PLC","ETWO.N0000","26.50","31.70","20.60","28.50","753.00","406,954.00","11,103,458.90"
"SATHOSA MOTORS PLC","SMOT.N0000","222.30","279.40","200.00","259.10","543.00","45,942.00","10,918,722.90"
"MIRAMAR BEACH HOTEL PLC","MIRA.N0000","91.20","95.00","38.00","45.00","546.00","149,041.00","10,452,657.60"
"COMMERCIAL DEVELOPMENT COMPANY PLC","COMD.N0000","61.00","89.90","52.70","66.30","934.00","152,532.00","10,085,682.20"
"HARISCHANDRA MILLS PLC","HARI.N0000","2,599.50","2,695.00","1,925.20","2,118.30","404.00","4,599.00","9,840,811.90"
"GESTETNER OF CEYLON PLC","GEST.N0000","200.10","245.00","125.20","128.00","613.00","52,171.00","9,321,434.20"
"SHAW WALLACE INVESTMENTS PLC","KZOO.N0000","2,204.50","2,700.00","880.50","1,033.30","1,188.00","5,856.00","9,024,994.50"
"ORIENT FINANCE PLC REMOVED","ORIN.N0000","17.00","17.50","13.00","13.90","564.00","577,110.00","8,492,949.20"
"LANKA ASHOK LEYLAND PLC","ASHO.N0000","1,750.00","2,025.00","1,301.00","1,487.70","541.00","4,839.00","8,229,588.90"
"COLOMBO INVESTMENT TRUST PLC","CIT.N0000","119.00","164.20","93.60","100.00","439.00","69,324.00","7,902,432.50"
"TESS AGRO PLC","TESS.X0000","1.30","0.90","1.00","1.00","482.00","15,586,072.00","7,237,120.20"
"PRINTCARE PLC","CARE.N0000","29.20","33.80","22.90","27.00","470.00","230,487.00","6,669,539.60"
"HUNAS HOLDINGS PLC","HUNA.N0000","62.60","70.00","44.10","46.80","549.00","120,008.00","6,493,797.40"
"UNION CHEMICALS LANKA PLC","UCAR.N0000","445.00","587.00","300.10","446.00","277.00","14,346.00","6,436,819.80"
"HAPUGASTENNE PLANTATIONS PLC","HAPU.N0000","38.80","41.50","26.30","29.30","756.00","190,439.00","6,087,556.70"
"RAMBODA FALLS PLC","RFL.N0000","15.50","23.00","11.50","14.20","909.00","398,471.00","5,696,904.40"
"ON'ALLY HOLDINGS PLC","ONAL.N0000","54.40","59.70","36.20","47.50","482.00","107,783.00","5,536,406.70"
"TEA SMALLHOLDER FACTORIES PLC","TSML.N0000","48.00","54.40","30.10","34.10","409.00","118,720.00","5,284,277.90"
"SAMSON INTERNATIONAL PLC","SIL.N0000","90.00","104.90","70.50","94.50","665.00","55,930.00","5,113,536.50"
"LAKE HOUSE PRINTERS & PUBLISHERS PLC","LPRT.N0000","105.00","119.90","86.50","103.40","568.00","47,905.00","4,915,651.90"
"SELINSING PLC","SELI.N0000","1,125.00","1,400.00","950.00","1,032.00","121.00","3,348.00","3,554,791.30"
"BERUWELA WALK INN PLC","BINN.N0000","78.40","109.80","50.00","90.00","605.00","41,126.00","3,366,966.20"
"INDO-MALAY PLC","INDO.N0000","1,550.00","1,540.00","1,250.00","1,300.00","76.00","2,068.00","2,944,110.00"
"FINLAYS COLOMBO PLC","JFIN.N0000","233.80","320.00","210.10","300.00","345.00","10,185.00","2,920,355.90"
"TESS AGRO PLC","TESS.R0001","0.00","0.40","0.10","0.20","522.00","14,916,383.00","2,790,842.80"
"SHALIMAR (MALAY) PLC.","SHAL.N0000","900.00","1,050.00","750.00","881.00","160.00","2,628.00","2,434,924.50"
"MERCANTILE SHIPPING COMPANY PLC","MSL.N0000","169.80","198.00","115.00","124.10","533.00","14,663.00","2,239,483.80"
"CHILAW FINANCE PLC","CFL.R0000","0.00","4.00","1.50","1.80","222.00","819,294.00","2,057,100.70"
"HUEJAY INTERNATIONAL INVESTMENTS PLC","HUEJ.N0000","79.80","99.80","45.20","56.60","477.00","28,269.00","2,008,263.40"
"PARAGON CEYLON PLC","PARA.N0000","1,199.90","1,300.00","650.00","850.00","216.00","1,955.00","1,928,117.30"
"OFFICE EQUIPMENT PLC","OFEQ.N0000","3,000.00","3,200.00","2,000.00","2,100.00","162.00","704.00","1,691,971.30"
"TESS AGRO PLC","TESS.R0000","0.10","0.20","0.10","0.10","532.00","14,557,687.00","1,483,607.00"
"KOTAGALA PLANTATIONS PLC","KOTA.R0000","0.00","8.00","3.50","8.00","173.00","197,922.00","1,253,670.60"
"ASSOCIATED MOTOR FINANCE COMPANY PLC","AMF.N0000","336.00","424.00","300.00","334.00","322.00","3,840.00","1,219,942.10"
"CEYLON PRINTERS PLC","CPRT.N0000","1,820.20","2,000.00","811.00","1,675.00","189.00","775.00","1,072,321.40"
"SERENDIB LAND PLC","SLND.N0000","1,799.00","1,848.90","1,100.00","1,100.00","153.00","667.00","1,010,040.30"
"PC HOUSE PLC","PCH.R0000","0.00","0.40","0.10","0.10","489.00","6,541,027.00","939,431.10"
"PRIME FINANCE PLC","GSF.N0000","552.50","824.00","380.00","494.90","166.00","981.00","570,628.40"
"SWADESHI INDUSTRIAL WORKS  PLC","SWAD.N0000","8,200.00","19,000.00","5,000.30","19,000.00","21.00","21.00","229,265.90"
"C M HOLDINGS PLC","COLO.R0000","40.00","15.00","2.30","8.10","67.00","11,937.00","102,928.80"
"BIMPUTH FINANCE PLC","BLI.R0000","0.00","15.90","4.00","4.50","76.00","10,684.00","65,875.30"
"THE KINGSBURY PLC","SERV.R0000","0.00","0.20","0.10","0.10","73.00","236,488.00","24,452.10"
"LOLC DEVELOPMENT FINANCE PLC","NIFL.R0000","0.00","0.30","0.10","0.10","20.00","10,513.00","1,207.60"
