"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"GALLE FACE CAPITAL PARTNERS PLC","WAPO.N0000","35.00","43.40","26.00","30.10","1,974.00","712,757.00","26,792,941.30"
"KEELLS FOOD PRODUCTS PLC","KFP.N0000","165.00","165.00","125.20","140.00","774.00","182,603.00","26,751,077.00"
"C. W. MACKIE PLC","CWM.N0000","50.30","58.70","42.30","46.00","1,038.00","498,726.00","26,598,601.00"
"KAHAWATTE  PLANTATIONS  PLC","KAHA.N0000","37.50","43.90","30.10","38.90","1,176.00","636,472.00","25,278,448.30"
"DILMAH CEYLON TEA COMPANY PLC","CTEA.N0000","640.00","700.00","520.00","550.00","747.00","41,873.00","24,151,558.20"
"CEYLON HOTELS CORPORATION PLC","CHOT.N0000","19.80","22.50","14.50","15.50","1,007.00","1,221,034.00","23,765,403.20"
"HOTEL SIGIRIYA PLC","HSIG.N0000","101.00","103.90","61.60","62.00","1,062.00","263,421.00","23,466,223.30"
"ASIA CAPITAL PLC","ACAP.N0000","7.80","9.90","5.20","7.40","2,774.00","2,829,173.00","22,476,986.10"
"C T LAND DEVELOPMENT PLC","CTLD.N0000","50.20","53.10","42.00","45.50","761.00","482,811.00","22,469,461.00"
"PRINTCARE PLC","CARE.N0000","38.00","38.00","27.00","34.30","454.00","686,038.00","22,280,899.40"
"MULLER & PHIPPS (CEYLON) PLC","MULL.N0000","1.20","1.40","0.90","1.10","1,865.00","19,431,102.00","22,169,626.20"
"SINHAPUTHRA FINANCE PLC","SFL.P0000","9.00","10.00","6.20","7.20","1,627.00","2,674,555.00","22,165,746.10"
"LANKEM DEVELOPMENTS PLC","LDEV.R0000","4.50","4.50","2.50","3.50","832.00","6,689,235.00","21,954,401.80"
"AGSTAR PLC","AGST.N0000","4.80","5.90","4.20","5.00","1,410.00","4,215,682.00","21,473,611.20"
"ABANS ELECTRICALS PLC","ABAN.N0000","100.10","111.90","84.30","84.50","954.00","224,200.00","21,372,626.40"
"CEYLON HOSPITALS PLC","CHL.X0000","70.10","85.00","65.30","65.30","312.00","289,328.00","20,529,034.00"
"PALM GARDEN HOTELS PLC","PALM.N0000","28.40","40.00","23.50","26.10","1,350.00","647,173.00","20,464,208.50"
"THE NUWARA ELIYA HOTELS COMPANY PLC","NEH.N0000","1,539.90","1,700.00","1,050.00","1,080.60","625.00","14,564.00","20,316,796.10"
"THE FORTRESS RESORTS PLC","RHTL.N0000","13.70","14.80","9.00","9.30","1,232.00","1,793,318.00","20,163,858.40"
"CEYLON LEATHER PRODUCTS PLC","CLPL.N0000","60.00","75.00","53.00","60.40","685.00","301,169.00","19,919,341.20"
"RENUKA HOLDINGS PLC","RHL.X0000","18.00","20.00","13.30","17.00","680.00","1,113,388.00","19,254,574.30"
"SWARNAMAHAL FINANCIAL SERVICES PLC","SFS.N0000","1.40","1.50","0.60","0.90","2,540.00","17,285,800.00","19,207,874.80"
"KOTMALE HOLDINGS PLC","LAMB.N0000","65.00","310.00","65.00","190.40","2,455.00","92,466.00","19,175,581.00"
"PMF FINANCE PLC","PMB.N0000","19.60","21.00","9.40","12.10","1,406.00","1,182,801.00","19,057,685.40"
"MAHAWELI REACH HOTELS PLC","MRH.N0000","20.00","22.00","16.80","16.80","716.00","939,562.00","18,637,523.50"
"LUCKY LANKA MILK PROCESSING COMPANY PLC","LLMP.X0000","1.40","1.90","1.00","1.20","1,951.00","13,428,233.00","18,439,304.10"
"MULTI FINANCE  PLC","MFL.N0000","13.50","17.20","11.00","14.50","1,265.00","1,219,478.00","17,282,199.80"
"TESS AGRO PLC","TESS.X0000","1.20","1.50","0.80","1.00","1,373.00","13,956,371.00","17,092,239.70"
"HUNAS HOLDINGS PLC","HUNA.N0000","48.60","64.00","40.00","52.00","746.00","322,999.00","16,963,685.70"
"RENUKA FOODS PLC","COCO.X0000","20.80","20.80","13.50","13.80","1,159.00","996,895.00","16,613,132.90"
"KELSEY DEVELOPMENTS PLC","KDL.N0000","54.80","60.00","36.00","40.00","594.00","289,084.00","16,378,256.40"
"CANDOR OPPORTUNITIES FUND","COF.U0000","8.90","9.20","7.00","7.80","313.00","2,011,335.00","16,069,995.80"
"AIA INSURANCE LANKA PLC","CTCE.N0000","271.10","358.00","270.00","327.50","831.00","49,358.00","15,984,998.90"
"SIGIRIYA VILLAGE HOTELS PLC","SIGV.N0000","60.00","63.50","42.50","44.00","573.00","288,724.00","14,837,137.00"
"COMMERCIAL DEVELOPMENT COMPANY PLC","COMD.N0000","76.00","84.00","63.10","70.00","696.00","193,469.00","14,243,086.70"
"BROWNS BEACH HOTELS PLC","BBH.N0000","21.00","22.50","15.00","16.90","1,226.00","692,660.00","13,620,102.10"
"KELANI VALLEY PLANTATIONS PLC","KVAL.N0000","58.00","99.00","54.00","90.40","700.00","158,378.00","13,466,596.80"
"HARISCHANDRA MILLS PLC","HARI.N0000","2,700.00","3,000.00","1,151.20","1,350.00","723.00","7,240.00","13,355,062.90"
"INDO-MALAY PLC","INDO.N0000","1,300.00","1,650.00","1,075.10","1,300.00","112.00","10,244.00","13,337,784.30"
"TEA SMALLHOLDER FACTORIES PLC","TSML.N0000","23.30","46.00","20.00","40.00","835.00","361,914.00","13,122,295.30"
"HUNTER & COMPANY PLC","HUNT.N0000","410.00","450.00","315.00","444.80","264.00","30,547.00","12,515,123.50"
"ABANS FINANCE PLC","AFSL.R0000","1.50","5.00","1.50","3.00","116.00","8,002,604.00","12,074,902.00"
"TAL LANKA HOTELS PLC","TAJ.N0000","25.20","27.00","15.90","15.90","1,791.00","555,711.00","12,056,661.40"
"SERENDIB ENGINEERING GROUP PLC","IDL.N0000","6.30","11.80","5.00","6.30","1,510.00","1,350,630.00","11,538,236.90"
"LUCKY LANKA MILK PROCESSING COMPANY PLC","LLMP.N0000","3.10","3.10","1.70","1.90","1,523.00","5,164,307.00","11,284,836.80"
"YORK ARCADE HOLDINGS PLC","YORK.N0000","14.20","16.50","12.30","14.00","1,116.00","742,216.00","11,063,956.90"
"HAYLEYS LEISURE PLC","CONN.N0000","67.50","69.90","48.00","51.30","594.00","179,821.00","10,932,807.10"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.X0000","0.50","0.60","0.30","0.40","1,811.00","25,780,030.00","10,929,618.50"
"NAMAL ACUITY VALUE FUND","NAVF.U0000","89.90","118.80","81.50","107.00","211.00","109,718.00","10,832,467.90"
"PEGASUS HOTELS OF CEYLON PLC","PEG.N0000","33.00","35.00","26.20","28.00","1,040.00","359,518.00","10,741,068.60"
"LANKEM CEYLON PLC","LCEY.N0000","59.20","65.00","38.00","40.00","845.00","213,524.00","10,714,386.70"
"MACKWOODS ENERGY PLC","MEL.N0000","2.90","3.20","2.20","2.20","1,173.00","3,861,134.00","10,629,810.40"
"COLOMBO FORT INVESTMENTS PLC","CFI.N0000","70.00","90.00","60.50","65.00","464.00","153,541.00","10,599,295.90"
"ABANS FINANCE PLC","AFSL.N0000","30.30","37.50","22.10","23.10","1,586.00","377,451.00","10,461,275.90"
"TRANS ASIA HOTELS PLC","TRAN.N0000","94.00","94.00","70.00","89.00","517.00","131,143.00","10,317,226.80"
"SINGER INDUSTRIES (CEYLON) PLC","SINI.N0000","155.10","175.00","120.00","144.00","405.00","68,083.00","10,190,013.60"
"EQUITY TWO PLC","ETWO.N0000","54.30","65.00","38.00","50.00","218.00","180,416.00","9,577,067.10"
"OFFICE EQUIPMENT PLC","OFEQ.N0000","70.10","74.90","46.20","53.10","1,189.00","147,670.00","9,101,033.20"
"ARPICO FINANCE COMPANY PLC","ARPI.N0000","179.80","205.00","143.00","150.00","287.00","55,222.00","9,011,372.80"
"LOTUS HYDRO POWER PLC","HPFL.N0000","6.60","6.80","4.80","5.80","1,229.00","1,457,704.00","8,660,517.10"
"THE AUTODROME PLC","AUTO.N0000","75.00","82.00","60.00","80.30","538.00","121,100.00","8,615,044.80"
"CONVENIENCE FOODS LANKA PLC","SOY.N0000","310.00","400.00","276.50","325.00","503.00","22,042.00","7,801,475.10"
"RADIANT GEMS INTERNATIONAL PLC","RGEM.N0000","27.50","31.90","20.00","25.00","792.00","290,401.00","7,664,107.40"
"COMMERCIAL LEASING & FINANCE PLC","CLC.N0000","3.30","3.40","2.40","2.70","1,165.00","2,436,289.00","7,186,358.00"
"HIKKADUWA BEACH RESORT PLC","CITH.N0000","11.10","19.30","10.00","11.10","1,137.00","477,854.00","6,979,893.20"
"COMMERCIAL BANK OF CEYLON PLC","COMB.R0001","17.60","25.00","14.50","15.50","342.00","422,412.00","6,448,005.60"
"PAN ASIA BANKING CORPORATION PLC","PABC.R0000","1.00","1.60","0.40","1.00","789.00","10,352,491.00","6,355,840.50"
"TRADE FINANCE & INVESTMENTS PLC","TFIL.N0000","28.00","57.40","28.00","44.00","592.00","140,455.00","6,168,680.30"
"BANSEI ROYAL RESORTS HIKKADUWA PLC","BRR.N0000","8.50","10.00","6.00","6.70","805.00","735,917.00","5,989,962.70"
"AMANA TAKAFUL LIFE PLC","ATLL.N0000","1.30","1.70","1.00","1.10","938.00","4,434,718.00","5,723,712.60"
"PC PHARMA PLC","PCP.N0000","0.20","0.40","0.10","0.20","1,382.00","30,601,343.00","5,680,868.00"
"COLOMBO INVESTMENT TRUST PLC","CIT.N0000","84.00","105.00","72.00","75.10","432.00","68,708.00","5,523,505.60"
"LAKE HOUSE PRINTERS & PUBLISHERS PLC","LPRT.N0000","130.00","155.00","110.00","130.00","196.00","39,115.00","5,208,581.70"
"THE  LIGHTHOUSE  HOTEL  PLC","LHL.N0000","52.00","59.80","37.50","40.70","443.00","111,913.00","5,159,390.50"
"RAMBODA FALLS PLC","RFL.N0000","24.00","24.00","16.30","19.20","554.00","249,940.00","4,989,195.10"
"TANGERINE BEACH HOTELS PLC","TANG.N0000","59.90","65.50","48.00","52.00","514.00","86,781.00","4,883,519.10"
"E B CREASY & COMPANY PLC","EBCR.N0000","1,200.00","1,499.00","950.10","1,200.50","228.00","3,730.00","4,720,281.90"
"ROYAL PALMS BEACH HOTELS PLC","RPBH.N0000","23.50","28.00","16.20","17.70","600.00","207,665.00","4,585,988.50"
"L O L C DEVELOPMENT FINANCE PLC","NIFL.N0000","9.10","103.90","9.10","24.20","1,184.00","94,854.00","4,534,909.30"
"PC HOUSE PLC","PCH.N0000","0.20","0.20","0.10","0.10","1,330.00","41,020,870.00","4,253,015.30"
"GESTETNER OF CEYLON PLC","GEST.N0000","115.00","124.90","96.00","110.10","370.00","35,615.00","4,042,153.00"
"SATHOSA MOTORS PLC","SMOT.N0000","299.00","355.90","250.10","335.10","299.00","12,163.00","3,790,423.10"
"UNION CHEMICALS LANKA PLC","UCAR.N0000","550.00","650.00","389.90","400.10","164.00","7,387.00","3,771,764.60"
"MORISON PLC","MORI.X0000","295.10","500.00","280.00","420.00","113.00","9,095.00","3,360,057.30"
"LANKA ASHOK LEYLAND PLC","ASHO.N0000","1,150.00","1,350.00","1,000.00","1,110.90","274.00","2,852.00","3,185,788.00"
"STANDARD CAPITAL PLC","SING.N0000","74.00","79.90","50.20","55.00","272.00","51,388.00","3,140,135.10"
"SWADESHI INDUSTRIAL WORKS  PLC","SWAD.N0000","14,449.80","15,000.00","7,500.00","12,812.50","168.00","305.00","3,132,527.70"
"SELINSING PLC","SELI.N0000","1,350.00","1,600.00","611.00","700.20","323.00","3,305.00","3,056,202.00"
"INDUSTRIAL ASPHALTS (CEYLON) PLC","ASPH.N0000","337.90","398.00","248.00","394.60","186.00","9,009.00","2,782,248.80"
"CEYLON PRINTERS PLC","CPRT.N0000","64.20","108.00","49.00","80.00","534.00","32,065.00","2,425,956.90"
"CHILAW FINANCE PLC","CFL.N0000","22.00","22.00","18.10","21.20","55.00","103,878.00","2,106,562.50"
"SINGHE HOSPITALS PLC","SINH.N0000","1.90","2.20","1.40","1.70","746.00","1,122,497.00","2,027,763.30"
"SAMSON INTERNATIONAL PLC","SIL.N0000","92.00","117.60","75.70","92.60","141.00","20,405.00","1,794,894.60"
"HATTON NATIONAL BANK PLC","HNB.R0001","2.00","6.00","0.10","0.10","758.00","2,272,845.00","1,588,866.60"
"GOOD HOPE PLC","GOOD.N0000","1,550.00","1,800.00","1,101.00","1,172.00","192.00","1,042.00","1,460,885.90"
"SERENDIB LAND PLC","SLND.N0000","1,246.00","1,849.00","1,112.00","1,481.70","218.00","1,036.00","1,403,635.60"
"PARAGON CEYLON PLC","PARA.N0000","61.00","93.00","50.00","62.00","249.00","19,546.00","1,332,440.80"
"AMANA BANK PLC","ABL.R0000","0.10","0.20","0.10","0.10","148.00","8,795,430.00","879,694.00"
"SHALIMAR (MALAY) PLC.","SHAL.N0000","1,730.10","2,290.00","1,360.60","1,726.60","154.00","497.00","877,803.10"
"HUEJAY INTERNATIONAL INVESTMENTS PLC","HUEJ.N0000","33.50","55.30","27.00","38.00","340.00","19,212.00","791,778.40"
"KOTAGALA PLANTATIONS PLC","KOTA.R0000","2.00","2.00","0.10","0.10","139.00","1,694,652.00","244,597.70"
"SINGER FINANCE (LANKA) PLC","SFIN.R0000","0.20","0.40","0.10","0.10","338.00","1,801,266.00","229,377.00"
"MERCANTILE SHIPPING COMPANY PLC","MSL.N0000","66.10","84.10","50.20","52.00","142.00","3,436.00","210,798.00"
"ASSOCIATED MOTOR FINANCE COMPANY PLC","AMF.N0000","400.10","480.00","390.10","459.90","72.00","314.00","135,619.50"
"PRIME FINANCE PLC","GSF.R0000","1.90","3.90","0.20","0.50","125.00","126,617.00","73,331.70"
"LANKEM CEYLON PLC","LCEY.R0000","0.10","0.60","0.10","0.30","107.00","232,899.00","70,763.20"
"SWADESHI INDUSTRIAL WORKS PLC","SWAD.R0000","105.00","106.00","105.00","4,812.50","3.00","8.00","841.00"
"LOLC DEVELOPMENT FINANCE PLC","NIFL.R0000","0.10","0.20","0.10","0.10","3.00","490.00","73.00"
