"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"LION BREWERY (CEYLON) PLC","LION.N0000","585.00","650.00","0.00","602.00","678.00","1,629,470.00","925,380,803.20"
"EAST WEST PROPERTIES PLC","EAST.N0000","13.30","20.60","5.90","8.40","28,034.00","72,244,214.00","920,517,278.30"
"NATIONS TRUST BANK PLC","NTB.N0000","90.00","94.80","76.00","80.00","2,139.00","10,474,580.00","900,672,054.10"
"HUNAS HOLDINGS PLC","HUNA.N0000","81.80","225.00","81.80","161.10","2,041.00","4,853,845.00","897,387,756.00"
"ACL CABLES PLC","ACL.N0000","36.90","60.00","26.50","57.50","9,594.00","17,262,477.00","796,509,478.30"
"LANKA TILES PLC","TILE.N0000","75.00","93.90","60.10","76.70","4,041.00","10,251,962.00","784,172,844.20"
"VALLIBEL POWER ERATHNA PLC","VPEL.N0000","6.60","6.80","5.70","6.30","5,551.00","129,632,235.00","768,173,012.60"
"HARISCHANDRA MILLS PLC","HARI.N0000","1,450.00","1,800.00","0.00","1,528.00","374.00","487,663.00","765,136,120.20"
"FIRST CAPITAL HOLDINGS PLC","CFVF.N0000","29.80","56.70","20.00","40.40","16,419.00","17,369,976.00","764,117,656.90"
"HATTON NATIONAL BANK PLC","HNB.X0000","168.50","168.50","118.30","135.50","4,927.00","4,983,836.00","688,518,646.10"
"PANASIAN POWER PLC","PAP.N0000","3.00","3.90","2.80","3.20","7,968.00","213,003,067.00","679,300,855.00"
"DISTILLERIES COMPANY OF SRI LANKA PLC","DIST.N0000","16.20","20.50","13.50","18.50","5,372.00","42,957,014.00","675,978,915.40"
"CARGILLS (CEYLON) PLC","CARG.N0000","200.00","209.00","180.00","193.00","1,509.00","3,402,015.00","659,916,075.20"
"PRINTCARE PLC","CARE.N0000","27.30","37.90","23.70","30.00","278.00","20,294,716.00","629,036,636.90"
"SANASA DEVELOPMENT BANK PLC","SDB.N0000","73.00","75.00","58.00","63.90","3,065.00","9,548,518.00","579,513,972.80"
"SOFTLOGIC HOLDINGS PLC","SHL.N0000","21.30","21.30","14.20","15.90","7,577.00","36,148,105.00","576,028,565.90"
"E B CREASY & COMPANY PLC","EBCR.N0000","1,163.00","1,500.00","1,000.00","1,202.00","171.00","427,498.00","559,860,611.30"
"PEOPLE'S LEASING & FINANCE PLC","PLC.N0000","16.00","18.20","12.90","17.90","7,322.00","35,449,875.00","559,593,090.10"
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","CDB.N0000","82.40","101.10","0.00","83.90","1,450.00","6,087,016.00","538,838,286.50"
"JOHN KEELLS HOTELS PLC","KHL.N0000","7.70","12.90","6.60","11.60","5,177.00","63,752,041.00","536,852,356.60"
"SWADESHI INDUSTRIAL WORKS  PLC","SWAD.N0000","12,000.00","15,000.00","0.00","14,900.00","19.00","37,412.00","529,484,815.00"
"THE KINGSBURY PLC","SERV.N0000","14.10","17.00","9.20","13.10","2,114.00","27,163,815.00","527,924,397.50"
"COMMERCIAL BANK OF CEYLON PLC","COMB.X0000","95.10","99.40","74.00","83.00","5,445.00","5,887,898.00","515,829,019.20"
"EXPOLANKA HOLDINGS PLC","EXPO.N0000","4.10","6.30","3.80","5.10","8,493.00","101,521,050.00","507,652,276.60"
"SIERRA CABLES PLC","SIRA.N0000","2.00","3.70","1.30","3.30","12,521.00","173,953,526.00","480,898,649.90"
"NESTLE LANKA PLC","NEST.N0000","1,749.10","1,750.00","0.00","1,299.80","1,765.00","329,906.00","452,750,468.10"
"CEYLINCO INSURANCE PLC","CINS.X0000","950.00","1,029.90","600.00","840.00","1,330.00","635,718.00","441,973,045.90"
"LB FINANCE PLC","LFIN.N0000","123.00","159.80","0.00","153.30","2,624.00","3,239,324.00","437,364,829.50"
"DFCC BANK PLC","DFCC.N0000","93.50","101.00","67.00","91.90","7,675.00","4,994,675.00","428,861,500.80"
"CEYLON GRAIN ELEVATORS PLC","GRAN.N0000","58.70","74.90","42.50","68.50","7,558.00","6,885,334.00","424,845,639.60"
"THE LANKA HOSPITALS CORPORATION PLC","LHCL.N0000","40.00","53.90","39.10","40.70","2,113.00","9,994,309.00","419,584,848.70"
"ASIAN HOTELS AND PROPERTIES PLC","AHPL.N0000","43.50","46.00","29.00","40.50","3,554.00","10,209,262.00","413,650,946.80"
"PGP GLASS CEYLON PLC","GLAS.N0000","3.80","4.80","3.10","4.50","8,086.00","105,973,812.00","407,833,092.70"
"RICHARD PIERIS AND COMPANY PLC","RICH.N0000","10.50","12.50","8.80","11.80","5,708.00","37,376,593.00","406,345,690.10"
"SINHAPUTHRA FINANCE PLC","SFL.N0000","8.20","11.30","7.30","9.10","5,504.00","42,900,031.00","405,427,268.80"
"HNB ASSURANCE PLC","HASU.N0000","132.00","143.90","98.60","138.00","3,535.00","3,100,694.00","401,941,060.80"
"HAYLEYS PLC","HAYL.N0000","187.00","209.90","144.10","174.90","4,062.00","2,371,939.00","399,948,963.70"
"PAN ASIA BANKING CORPORATION PLC","PABC.N0000","14.40","15.00","11.70","12.80","4,065.00","29,862,287.00","379,369,500.20"
"C. W. MACKIE PLC","CWM.N0000","44.00","49.00","36.00","45.00","899.00","9,382,425.00","376,988,678.10"
"THREE ACRE FARMS PLC","TAFL.N0000","104.50","122.40","79.00","116.60","4,065.00","3,114,236.00","319,756,169.60"
"SWISSTEK (CEYLON) PLC","PARQ.N0000","40.10","55.50","25.00","51.70","5,381.00","7,214,294.00","317,222,722.80"
"VIDULLANKA PLC","VLL.N0000","4.70","5.10","4.20","4.90","1,114.00","68,987,448.00","314,015,855.30"
"RICHARD PIERIS EXPORTS PLC","REXP.N0000","214.00","295.00","190.00","259.10","5,782.00","1,333,828.00","312,088,770.20"
"AMBEON HOLDINGS PLC","GREG.N0000","10.80","14.00","7.90","12.90","6,506.00","24,614,150.00","299,867,388.90"
"VALLIBEL ONE PLC","VONE.N0000","17.00","19.90","13.30","17.50","8,248.00","17,098,601.00","289,083,207.30"
"SOFTLOGIC LIFE INSURANCE PLC","AAIC.N0000","45.00","50.40","30.00","37.50","8,056.00","6,656,721.00","265,989,517.00"
"DANKOTUWA PORCELAIN PLC","DPL.N0000","6.30","8.70","4.70","8.00","11,873.00","39,038,719.00","263,821,133.00"
"SHAW WALLACE INVESTMENTS PLC","KZOO.N0000","3.90","4.40","2.40","3.70","8,040.00","78,792,234.00","263,058,037.40"
"B P P L HOLDINGS PLC","BPPL.N0000","11.60","13.70","8.10","12.20","5,748.00","22,241,577.00","262,854,105.90"
"SUNSHINE HOLDINGS PLC","SUN.N0000","50.00","52.90","38.00","47.00","1,253.00","5,849,189.00","261,393,943.90"
"BAIRAHA FARMS PLC","BFL.N0000","127.00","135.00","93.00","112.00","4,296.00","2,363,864.00","257,185,392.90"
"WATAWALA  PLANTATIONS  PLC","WATA.N0000","19.30","28.00","17.40","26.00","2,183.00","13,139,992.00","250,825,924.10"
"CENTRAL INDUSTRIES PLC","CIND.N0000","28.80","59.00","25.60","54.00","5,550.00","5,950,918.00","248,168,952.10"
"UNION ASSURANCE PLC","UAL.N0000","345.00","375.00","260.00","330.00","2,010.00","739,865.00","246,192,317.40"
"LANKA WALLTILE PLC","LWL.N0000","71.10","81.50","52.00","72.50","4,605.00","3,376,702.00","229,787,074.20"
"ALUMEX PLC","ALUM.N0000","13.50","15.80","8.50","14.80","7,006.00","17,632,347.00","225,667,952.50"
"CITRUS LEISURE PLC","REEF.N0000","4.90","15.40","3.80","12.10","10,782.00","21,330,061.00","224,366,539.10"
"RENUKA AGRI FOODS PLC","RAL.N0000","2.10","3.50","1.80","3.00","8,240.00","78,148,554.00","224,033,020.10"
"C I C HOLDINGS PLC","CIC.X0000","30.00","50.90","24.00","47.60","2,987.00","5,638,114.00","223,040,372.30"
"COLOMBO LAND AND DEVELOPMENT COMPANY PLC","CLND.N0000","15.00","29.90","10.10","26.00","5,266.00","9,032,960.00","220,368,027.30"
"HIKKADUWA BEACH RESORT PLC","CITH.N0000","3.90","8.70","2.60","6.60","8,943.00","35,007,528.00","220,168,055.30"
"CEYLON INVESTMENT PLC","CINV.N0000","37.00","57.80","33.00","51.50","3,677.00","4,502,955.00","203,246,814.50"
"ORIENT FINANCE PLC","BFN.N0000","15.60","17.40","10.20","11.90","11,661.00","14,182,022.00","202,622,334.90"
"PEOPLE'S INSURANCE PLC","PINS.N0000","19.50","23.00","17.20","21.70","3,002.00","9,717,698.00","198,287,712.20"
"AITKEN SPENCE HOTEL HOLDINGS PLC","AHUN.N0000","26.90","31.80","19.00","27.10","4,020.00","8,174,871.00","197,989,069.30"
"LANKEM DEVELOPMENTS PLC","LDEV.N0000","4.10","4.70","2.80","3.50","12,224.00","53,256,995.00","193,496,214.70"
"C I C HOLDINGS PLC","CIC.N0000","39.60","64.40","33.80","60.00","2,217.00","3,368,401.00","187,873,771.80"
"MTD WALKERS PLC","KAPI.N0000","11.20","19.70","10.00","14.80","8,301.00","11,291,649.00","185,016,862.20"
"LAUGFS GAS PLC","LGL.N0000","17.90","19.20","15.00","17.50","4,814.00","9,863,585.00","170,520,521.00"
"KELANI TYRES PLC","TYRE.N0000","36.70","51.00","29.00","49.60","2,994.00","4,199,395.00","160,568,977.10"
"NATIONS TRUST BANK PLC","NTB.X0000","80.00","95.00","0.00","80.00","47.00","1,919,186.00","159,281,868.40"
"COLOMBO CITY HOLDINGS PLC","PHAR.N0000","701.00","1,050.00","582.00","850.00","687.00","152,486.00","157,416,046.00"
"VALLIBEL FINANCE PLC","VFIN.N0000","68.80","79.00","64.00","72.50","2,160.00","2,239,395.00","156,852,913.20"
"C T LAND DEVELOPMENT PLC","CTLD.N0000","28.10","35.20","26.10","30.00","1,050.00","5,568,193.00","153,958,947.70"
"ASIA SIYAKA COMMODITIES LIMITED","ASIY.N0000","2.10","3.00","1.60","2.50","4,957.00","62,788,744.00","146,092,801.70"
"MERCHANT BANK OF SRI LANKA & FINANCE PLC","MBSL.N0000","9.70","10.90","8.30","9.60","7,149.00","14,347,715.00","138,619,367.30"
"THE COLOMBO FORT LAND AND BUILDING PLC","CFLB.N0000","15.70","18.90","11.20","13.40","2,210.00","10,250,176.00","136,761,420.50"
"COLOMBO DOCKYARD PLC","DOCK.N0000","57.00","68.00","47.90","62.00","3,425.00","2,448,521.00","136,633,505.70"
"HAYCARB PLC","HAYC.N0000","130.00","198.90","120.00","190.00","1,246.00","874,173.00","130,346,913.20"
"AMANA BANK PLC","ABL.N0000","3.00","3.10","2.00","2.30","2,685.00","51,096,950.00","128,847,092.60"
"HAYLEYS FIBRE PLC","HEXP.N0000","74.40","110.00","73.50","92.00","5,064.00","1,369,494.00","125,295,252.50"
"COMMERCIAL CREDIT AND FINANCE PLC","COCR.N0000","28.50","33.80","21.70","29.50","2,311.00","4,465,816.00","122,251,912.40"
"LAUGFS GAS PLC","LGL.X0000","15.00","15.40","11.50","13.20","4,722.00","8,624,918.00","121,562,976.10"
"SINGER FINANCE LANKA PLC","SFIN.N0000","13.80","14.70","11.90","13.00","4,787.00","9,145,455.00","120,798,179.20"
"HVA FOODS PLC","HVA.N0000","4.20","5.00","1.80","3.90","9,744.00","30,285,298.00","115,790,726.00"
"CARGO BOAT DEVELOPMENT COMPANY PLC","CABO.N0000","76.00","78.00","43.40","53.50","1,612.00","2,029,820.00","115,157,639.20"
"SMB FINANCE PLC","SEMB.N0000","0.50","0.70","0.30","0.50","3,458.00","231,819,609.00","111,277,329.10"
"UNITED MOTORS LANKA PLC","UML.N0000","75.20","80.00","60.00","63.00","1,429.00","1,641,461.00","109,149,587.60"
"BROWN & COMPANY PLC","BRWN.N0000","59.00","78.00","36.90","72.90","2,834.00","1,563,190.00","106,134,460.20"
"NATION LANKA FINANCE PLC","CSF.N0000","0.70","1.40","0.40","1.10","5,467.00","100,605,602.00","104,221,103.60"
"AMANA TAKAFUL PLC","ATL.N0000","6.20","6.80","4.40","5.30","1,667.00","19,248,326.00","103,142,337.60"
"RENUKA FOODS PLC","COCO.N0000","14.00","21.00","12.50","18.80","3,199.00","5,889,338.00","102,780,957.40"
"RENUKA HOLDINGS PLC","RHL.N0000","16.90","20.50","12.50","19.30","2,764.00","6,040,476.00","102,244,044.60"
"REGNIS (LANKA) PLC","REG.N0000","73.80","98.00","54.00","88.50","2,721.00","1,252,876.00","92,499,643.80"
"DIESEL & MOTOR ENGINEERING PLC","DIMO.N0000","350.00","354.00","265.00","320.00","1,276.00","297,586.00","91,383,366.80"
"CEYLON GUARDIAN INVESTMENT TRUST PLC","GUAR.N0000","66.50","95.90","60.00","91.30","1,251.00","1,183,991.00","89,987,877.00"
"L V L ENERGY FUND PLC","LVEF.N0000","8.40","9.70","6.90","7.50","2,146.00","11,281,858.00","85,910,357.60"
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","CDB.X0000","72.70","78.90","57.10","67.50","1,240.00","1,285,300.00","84,434,719.80"
"R I L PROPERTY PLC","RIL.N0000","6.90","7.40","5.50","5.90","1,962.00","13,382,243.00","83,746,736.60"
"C M HOLDINGS PLC","COLO.N0000","49.60","90.00","25.00","79.00","4,471.00","1,396,261.00","83,592,211.50"
"ASIA ASSET FINANCE PLC","AAF.N0000","0.90","9.50","0.80","8.80","2,290.00","12,669,407.00","82,893,263.50"
"SAMSON INTERNATIONAL PLC","SIL.N0000","94.40","100.00","0.00","81.30","266.00","1,023,836.00","78,017,749.80"
"SINGER (SRI LANKA) PLC","SINS.N0000","29.00","39.50","21.70","35.10","2,948.00","2,475,795.00","76,166,649.00"
"ALLIANCE FINANCE COMPANY PLC","ALLI.N0000","57.80","60.00","40.00","51.40","2,563.00","1,533,473.00","75,216,548.50"
"SRI LANKA TELECOM PLC","SLTL.N0000","23.50","34.50","19.60","31.90","5,537.00","2,688,937.00","75,153,311.90"
"RENUKA HOTELS PLC","RCH.N0000","52.00","63.50","34.00","45.00","626.00","1,860,928.00","74,387,167.30"
"WASKADUWA BEACH RESORT PLC","CITW.N0000","2.60","7.70","1.60","5.60","5,696.00","14,657,669.00","74,333,529.60"
"MASKELIYA PLANTATIONS PLC","MASK.N0000","10.00","13.70","7.50","10.00","5,627.00","6,251,884.00","71,038,885.00"
"UNISYST ENGINEERING PLC","ALUF.N0000","17.30","18.00","12.00","13.80","4,878.00","5,204,259.00","70,468,831.40"
"DIPPED PRODUCTS PLC","DIPD.N0000","85.00","99.00","75.00","84.00","1,485.00","826,966.00","69,496,449.80"
"CEYLON TEA BROKERS PLC","CTBL.N0000","2.90","3.80","2.40","3.40","4,963.00","22,038,476.00","69,032,664.70"
"KELANI CABLES PLC","KCAB.N0000","71.00","95.00","65.20","85.00","1,802.00","827,113.00","68,828,732.80"
"GALADARI HOTELS (LANKA) PLC","GHLL.N0000","6.90","10.40","5.40","9.10","5,467.00","7,377,921.00","65,148,075.00"
"SEYLAN DEVELOPMENTS PLC","CSD.N0000","10.40","12.40","9.00","11.50","3,804.00","5,909,601.00","65,076,428.60"
"MARAWILA  RESORTS  PLC","MARA.N0000","1.80","2.20","1.20","2.00","4,345.00","35,054,644.00","64,082,406.80"
"SINHAPUTHRA FINANCE PLC","SFL.P0000","5.80","8.20","4.70","6.70","4,064.00","9,246,497.00","63,095,371.00"
"CHEMANEX PLC","CHMX.N0000","49.50","66.00","40.90","58.50","605.00","1,050,767.00","62,374,956.50"
"SERENDIB ENGINEERING GROUP PLC","IDL.N0000","6.50","10.10","5.30","6.40","5,723.00","8,201,739.00","61,880,497.90"
"TESS AGRO PLC","TESS.N0000","0.50","0.80","0.30","0.50","5,035.00","107,702,866.00","59,787,028.30"
"JANASHAKTHI PLC","CSEC","39.70","56.50","19.20","46.60","3,873.00","1,297,202.00","56,669,832.30"
"BALANGODA  PLANTATIONS  PLC","BALA.N0000","12.80","17.70","9.20","12.00","5,005.00","4,262,899.00","56,388,642.40"
"LANKA REALTY INVESTMENTS PLC","ASCO.N0000","21.60","49.00","18.00","36.30","4,993.00","1,654,670.00","55,618,874.40"
"ANILANA HOTELS AND PROPERTIES PLC","ALHP.N0000","1.30","1.50","0.70","1.10","4,569.00","52,177,178.00","54,050,531.90"
"BUKIT DARAH PLC","BUKI.N0000","208.20","250.00","180.00","230.10","532.00","254,167.00","53,462,749.50"
"RESUS ENERGY PLC","HPWR.N0000","24.00","33.00","17.80","25.00","2,781.00","2,087,014.00","51,227,428.50"
"LAXAPANA BATTERIES PLC","LITE.N0000","11.00","12.90","0.00","10.30","877.00","4,930,912.00","50,130,267.40"
"ELPITIYA PLANTATIONS PLC","ELPL.N0000","19.60","22.90","16.00","18.90","2,292.00","2,498,375.00","48,609,365.00"
"MILLENNIUM HOUSING DEVELOPERS PLC","MHDL.N0000","8.80","9.10","5.90","8.30","2,749.00","6,054,091.00","48,534,026.80"
"ACL PLASTICS PLC","APLA.N0000","79.90","173.80","70.00","160.00","1,743.00","407,557.00","48,233,056.80"
"BIMPUTH FINANCE PLC","BLI.N0000","30.70","33.00","16.00","25.60","2,899.00","1,578,050.00","47,297,987.10"
"MACKWOODS ENERGY PLC","MEL.N0000","1.60","3.00","1.30","2.00","3,337.00","20,180,776.00","47,225,192.60"
"ABANS ELECTRICALS PLC","ABAN.N0000","58.10","105.00","45.00","95.70","2,349.00","558,745.00","46,692,759.90"
"AMBEON CAPITAL PLC","TAP.N0000","4.30","5.50","3.00","5.00","2,827.00","9,549,689.00","44,608,613.00"
"CARSON CUMBERBATCH PLC","CARS.N0000","172.00","224.00","137.20","190.00","605.00","262,763.00","43,890,169.50"
"THE FORTRESS RESORTS PLC","RHTL.N0000","9.00","13.20","8.50","11.80","2,345.00","4,089,115.00","43,496,521.40"
"CEYLON HOSPITALS PLC","CHL.N0000","71.90","84.70","69.20","78.00","349.00","568,462.00","43,007,116.90"
"CEYLON HOSPITALS PLC","CHL.X0000","70.00","77.00","62.10","67.40","338.00","626,198.00","42,943,260.00"
"LAUGFS POWER PLC","LPL.N0000","8.80","8.80","5.00","5.00","3,039.00","6,986,431.00","39,878,755.90"
"LANKA MILK FOODS (CWE) PLC","LMF.N0000","140.00","140.00","81.20","100.10","467.00","360,162.00","39,401,961.50"
"SOFTLOGIC CAPITAL PLC","SCAP.N0000","6.40","6.50","4.70","5.50","1,862.00","6,909,603.00","39,102,943.90"
"ACME PRINTING & PACKAGING PLC","ACME.N0000","4.40","5.70","3.00","4.90","3,929.00","8,329,276.00","38,490,024.60"
"HAYLEYS LEISURE PLC","CONN.N0000","40.00","60.00","28.00","36.70","2,335.00","907,619.00","37,965,273.00"
"HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL","HDFC.N0000","26.00","35.00","20.00","32.00","2,061.00","1,294,680.00","37,696,607.20"
"RENUKA FOODS PLC","COCO.X0000","10.40","13.90","8.00","12.30","3,473.00","3,302,631.00","36,672,388.20"
"SERENDIB HOTELS PLC","SHOT.X0000","16.20","18.00","10.00","12.10","844.00","2,929,400.00","36,592,705.20"
"KOTAGALA PLANTATIONS PLC","KOTA.N0000","6.70","8.20","5.60","7.20","3,107.00","5,164,518.00","36,159,452.90"
"AIA INSURANCE LANKA PLC","CTCE.N0000","1,750.00","1,889.90","1,349.80","1,555.00","898.00","20,888.00","35,854,841.10"
"ON'ALLY HOLDINGS PLC","ONAL.N0000","100.00","119.60","19.00","34.00","1,245.00","1,390,101.00","34,505,040.90"
"MULTI FINANCE  PLC","MFL.N0000","11.30","21.00","11.30","13.00","2,395.00","1,958,593.00","34,131,436.00"
"TALAWAKELLE TEA ESTATES PLC","TPL.N0000","51.30","58.00","42.20","47.40","1,597.00","680,711.00","33,081,478.10"
"SOFTLOGIC FINANCE PLC","CRL.N0000","26.60","27.00","15.10","16.70","1,999.00","1,617,239.00","32,866,110.40"
"SEYLAN BANK PLC","SEYB.R0000","5.00","10.00","2.00","4.40","1,086.00","11,725,755.00","32,262,735.20"
"E - CHANNELLING PLC","ECL.N0000","4.40","6.30","2.70","5.50","3,080.00","6,490,000.00","32,207,710.40"
"KEELLS FOOD PRODUCTS PLC","KFP.N0000","140.00","149.90","112.10","122.50","568.00","254,584.00","31,674,736.50"
"PRIME FINANCE PLC","GSF.N0000","18.50","22.00","14.20","16.90","1,029.00","1,873,530.00","30,935,688.10"
"EASTERN MERCHANTS PLC","EMER.N0000","4.40","7.00","3.10","5.90","2,885.00","5,770,796.00","30,790,589.00"
"RAIGAM WAYAMBA SALTERNS PLC","RWSL.N0000","2.00","3.00","1.80","2.70","2,273.00","12,697,103.00","29,898,900.20"
"MALWATTE VALLEY PLANTATION PLC","MAL.X0000","4.10","5.60","3.60","4.00","3,078.00","6,359,526.00","29,034,224.20"
"SMB FINANCE PLC","SEMB.X0000","0.20","0.40","0.10","0.30","2,090.00","106,734,557.00","28,953,433.00"
"COMMERCIAL DEVELOPMENT COMPANY PLC","COMD.N0000","70.00","84.90","70.00","79.10","693.00","382,525.00","28,821,712.00"
"BERUWALA RESORTS PLC","BERU.N0000","0.70","1.30","0.50","1.00","3,031.00","31,548,121.00","28,739,299.50"
"DOLPHIN HOTELS PLC","STAF.N0000","26.00","29.00","20.00","24.50","782.00","1,138,035.00","28,350,457.10"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.N0000","0.60","1.00","0.30","0.70","4,278.00","37,852,431.00","28,339,790.00"
"AITKEN SPENCE PLANTATION MANAGEMENTS PLC","ASPM.N0000","0.00","0.00","45.50","1.00","625,000.00","28,125,000.00",""
"ASIRI SURGICAL HOSPITAL PLC","AMSL.N0000","9.80","11.00","8.50","10.10","1,749.00","2,852,962.00","27,512,446.70"
"MADULSIMA  PLANTATIONS  PLC","MADU.N0000","6.30","8.20","4.90","6.80","3,699.00","4,028,482.00","27,471,862.40"
"CONVENIENCE FOODS LANKA PLC","SOY.N0000","469.00","474.00","275.00","400.00","506.00","72,886.00","27,247,434.70"
"MALWATTE VALLEY PLANTATION PLC","MAL.N0000","7.30","9.60","5.30","6.20","2,498.00","3,867,716.00","26,925,224.70"
"HORANA PLANTATIONS PLC","HOPL.N0000","15.00","23.50","13.60","21.90","885.00","1,383,511.00","25,018,076.40"
"KEGALLE  PLANTATIONS  PLC","KGAL.N0000","55.00","65.00","54.00","59.50","1,338.00","412,500.00","24,560,153.60"
"LEE HEDGES PLC","SHAW.N0000","67.90","85.00","54.30","80.00","281.00","347,876.00","24,320,021.00"
"LOTUS HYDRO POWER PLC","HPFL.N0000","4.70","7.00","4.40","6.00","2,346.00","4,213,315.00","23,588,006.90"
"ASIA CAPITAL PLC","ACAP.N0000","6.30","8.80","4.80","7.60","2,878.00","3,143,967.00","23,558,932.90"
"COMMERCIAL LEASING & FINANCE PLC","CLC.N0000","2.60","4.00","2.00","3.40","2,240.00","6,633,158.00","22,622,740.20"
"AMANA TAKAFUL LIFE PLC","ATLL.N0000","10.70","12.90","6.10","7.00","562.00","3,035,895.00","22,269,012.40"
"LAUGFS POWER PLC","LPL.X0000","8.00","8.00","3.90","4.00","1,982.00","4,654,061.00","21,585,905.20"
"MULLER & PHIPPS (CEYLON) PLC","MULL.N0000","0.70","1.20","0.50","0.90","2,444.00","25,078,112.00","21,063,596.20"
"LANKEM CEYLON PLC","LCEY.N0000","30.10","35.00","17.10","25.50","1,033.00","874,642.00","20,741,051.60"
