"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"THE FINANCE COMPANY PLC","TFC.N0000","36.00","69.75","33.25","60.50","6,639.00","7,188,200.00","411,391,950.00"
"C. W. MACKIE PLC","CWM.N0000","11.50","45.00","19.50","28.50","9,493.00","12,721,000.00","410,851,225.00"
"MALWATTE VALLEY PLANTATION PLC","MAL.N0000","8.50","63.00","11.00","58.75","9,072.00","15,905,100.00","404,326,400.00"
"AITKEN SPENCE PLC","SPEN.N0000","315.00","400.00","256.00","400.00","803.00","1,090,700.00","397,929,075.00"
"CHEVRON LUBRICANTS  LANKA  PLC","LLUB.N0000","58.75","97.50","76.00","85.25","4,053.00","4,599,800.00","394,494,125.00"
"NAWALOKA HOSPITALS PLC","NHL.N0000","2.75","3.30","2.10","2.30","8,728.00","134,670,200.00","373,161,360.00"
"SEYLAN BANK PLC","SEYB.X0000","16.00","10.50","7.75","8.00","5,983.00","39,256,300.00","358,042,000.00"
"CEYLON INVESTMENT PLC","CINV.N0000","71.50","124.50","68.00","84.50","8,167.00","3,463,200.00","347,939,375.00"
"KELANI TYRES PLC","TYRE.N0000","9.50","31.75","16.00","20.00","7,097.00","13,621,800.00","340,911,725.00"
"PELWATTE SUGAR INDUSTRIES PLC","SUGA.N0000","14.75","50.00","25.00","26.25","8,331.00","9,234,100.00","336,295,575.00"
"SEYLAN DEVELOPMENTS PLC","CSD.N0000","8.50","12.00","5.25","9.00","9,730.00","37,058,700.00","324,644,050.00"
"ASIRI SURGICAL HOSPITAL PLC","AMSL.N0000","2.75","14.25","6.50","10.25","10,222.00","28,821,900.00","319,320,675.00"
"KOTAGALA PLANTATIONS PLC","KOTA.N0000","12.00","50.00","22.50","46.75","4,944.00","8,821,000.00","297,583,225.00"
"E - CHANNELLING PLC","ECL.N0000","10.50","36.50","12.00","16.00","8,147.00","12,539,000.00","294,967,650.00"
"KELSEY DEVELOPMENTS PLC","KDL.N0000","32.25","38.00","0.00","18.00","8,550.00","13,979,003.00","294,776,588.00"
"PGP GLASS CEYLON PLC","GLAS.N0000","2.25","3.00","1.90","2.00","8,980.00","115,408,400.00","288,725,150.00"
"JANASHAKTHI PLC","CSEC","17.50","98.00","10.25","10.25","11,742.00","15,058,800.00","283,977,425.00"
"SINGER (SRI LANKA) PLC","SINS.N0000","66.75","83.00","55.00","68.00","1,650.00","4,149,400.00","281,304,075.00"
"BALANGODA  PLANTATIONS  PLC","BALA.N0000","12.00","28.75","11.00","27.00","6,355.00","13,475,800.00","275,303,050.00"
"CENTRAL FINANCE COMPANY PLC","CFIN.N0000","154.25","268.25","190.00","199.00","1,389.00","1,144,500.00","266,176,475.00"
"KELANI CABLES PLC","KCAB.N0000","68.00","199.00","98.00","98.50","2,588.00","1,485,300.00","252,372,850.00"
"LANKA REALTY INVESTMENTS PLC","ASCO.N0000","36.00","80.00","37.50","44.25","5,111.00","4,331,700.00","248,659,450.00"
"HEMAS HOLDINGS PLC","HHL.N0000","100.25","127.50","95.00","95.00","1,268.00","2,228,300.00","243,480,600.00"
"ROYAL CERAMICS LANKA PLC","RCL.N0000","3.00","47.00","3.40","32.00","5,622.00","30,136,300.00","229,550,065.00"
"NESTLE LANKA PLC","NEST.N0000","113.00","310.00","240.00","262.75","693.00","861,735.00","229,543,775.00"
"CARSON CUMBERBATCH PLC","CARS.N0000","2,200.00","5,000.00","1,830.00","3,200.00","492.00","70,500.00","225,564,300.00"
"FIRST CAPITAL HOLDINGS PLC","CFVF.N0000","4.50","24.00","11.00","11.25","7,439.00","13,161,501.00","220,733,544.00"
"DIPPED PRODUCTS PLC","DIPD.N0000","76.00","129.50","0.00","81.25","1,182.00","2,069,600.00","219,491,325.00"
"PEGASUS HOTELS OF CEYLON PLC","PEG.N0000","16.75","35.50","10.25","27.00","7,987.00","7,813,000.00","216,216,975.00"
"SOFTLOGIC LIFE INSURANCE PLC","AAIC.N0000","8.75","50.00","13.50","39.75","3,218.00","8,652,500.00","208,399,050.00"
"BROWN & COMPANY PLC","BRWN.N0000","498.75","1,300.00","0.00","900.00","419.00","271,700.00","203,818,850.00"
"LANKA CEMENT PLC","LCEM.N0000","6.25","11.00","5.00","7.25","6,585.00","24,563,300.00","203,502,500.00"
"CEYLON GRAIN ELEVATORS PLC","GRAN.N0000","13.00","16.75","12.50","13.00","5,952.00","13,435,100.00","199,667,500.00"
"HNB ASSURANCE PLC","HASU.N0000","13.00","37.00","18.00","24.50","6,141.00","7,343,100.00","195,286,050.00"
"AGALAWATTE  PLANTATIONS  PLC","AGAL.N0000","10.50","39.75","15.25","35.25","3,110.00","6,740,400.00","185,695,200.00"
"CEYLON TOBACCO COMPANY PLC","CTC.N0000","58.00","70.00","52.00","53.25","1,831.00","3,047,400.00","185,448,000.00"
"C T HOLDINGS PLC","CTHR.N0000","3,800.00","3,400.00","811.00","3,200.00","53.00","120,700.00","182,740,075.00"
"ASIAN HOTELS AND PROPERTIES PLC","AHPL.N0000","42.75","51.50","36.00","40.00","1,722.00","4,082,900.00","176,620,600.00"
"UNITED MOTORS LANKA PLC","UML.N0000","53.00","91.00","53.75","54.25","1,441.00","2,556,100.00","176,120,950.00"
"KOTMALE HOLDINGS PLC","LAMB.N0000","10.25","14.50","9.75","11.00","3,333.00","15,362,238.00","171,676,874.00"
"ASIRI HOSPITAL HOLDINGS PLC","ASIR.N0000","50.00","98.75","49.75","80.75","2,444.00","2,050,400.00","162,321,825.00"
"JOHN KEELLS HOTELS PLC","KHL.N0000","85.00","10.25","5.25","7.00","6,158.00","19,484,300.00","160,364,475.00"
"MTD WALKERS PLC","KAPI.N0000","5.75","94.00","7.75","70.00","2,301.00","5,859,600.00","159,212,125.00"
"THE COLOMBO FORT LAND AND BUILDING PLC","CFLB.N0000","13.00","21.25","13.50","15.50","5,604.00","9,305,200.00","157,604,000.00"
"CHEMANEX PLC","CHMX.N0000","78.75","208.00","130.00","150.00","1,665.00","871,000.00","156,837,725.00"
"CARGILLS (CEYLON) PLC","CARG.N0000","500.00","925.00","450.00","889.00","76.00","334,100.00","152,259,300.00"
"BAIRAHA FARMS PLC","BFL.N0000","16.50","16.50","7.75","14.25","5,071.00","11,743,700.00","151,583,650.00"
"C T LAND DEVELOPMENT PLC","CTLD.N0000","13.00","19.75","11.75","15.25","3,285.00","9,033,100.00","149,657,950.00"
"CARGO BOAT DEVELOPMENT COMPANY PLC","CABO.N0000","22.00","30.00","18.25","24.75","3,880.00","5,783,500.00","148,648,450.00"
"NAMUNUKULA PLANTATIONS PLC","NAMU.N0000","8.50","37.00","12.00","33.75","3,928.00","5,538,600.00","140,361,325.00"
"DANKOTUWA PORCELAIN PLC","DPL.N0000","14.75","23.00","6.00","15.00","3,651.00","12,513,400.00","135,259,150.00"
"KURUWITA TEXTILE MILLS PLC","KURU.N0000","39.75","67.00","42.00","43.00","1,720.00","2,505,700.00","133,463,125.00"
"COLOMBO LAND AND DEVELOPMENT COMPANY PLC","CLND.N0000","3.25","5.75","3.70","3.90","4,130.00","27,739,500.00","132,597,550.00"
"SIERRA CABLES PLC","SIRA.N0000","2.75","2.30","1.50","1.70","6,703.00","65,882,300.00","129,451,960.00"
"UNION ASSURANCE PLC","UAL.N0000","99.00","106.00","39.50","46.25","2,531.00","1,640,600.00","128,367,700.00"
"AMANA TAKAFUL PLC","ATL.N0000","28.00","48.50","12.50","14.50","4,031.00","7,205,000.00","126,301,175.00"
"MERCHANT BANK OF SRI LANKA & FINANCE PLC","MBSL.N0000","14.25","19.50","12.00","14.00","4,983.00","8,085,200.00","124,837,525.00"
"OVERSEAS REALTY (CEYLON) PLC","OSEA.N0000","12.50","15.50","9.00","10.75","4,851.00","9,193,200.00","118,836,300.00"
"TESS AGRO PLC","TESS.N0000","1.00","1.50","1.00","1.10","4,342.00","96,811,600.00","116,911,260.00"
"HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL","HDFC.N0000","191.50","192.00","125.75","128.00","1,913.00","715,900.00","115,632,950.00"
"VALLIBEL POWER ERATHNA PLC","VPEL.N0000","8.25","2.10","1.60","2.00","4,593.00","59,717,000.00","110,895,730.00"
"TALAWAKELLE TEA ESTATES PLC","TPL.N0000","17.25","38.00","16.00","35.75","2,909.00","3,365,400.00","107,750,175.00"
"PAN ASIA BANKING CORPORATION PLC","PABC.N0000","16.25","11.50","9.25","10.25","2,777.00","10,493,500.00","103,566,075.00"
"MASKELIYA PLANTATIONS PLC","MASK.N0000","19.75","29.00","18.50","22.75","2,325.00","4,332,400.00","101,072,875.00"
"KEGALLE  PLANTATIONS  PLC","KGAL.N0000","21.25","54.50","36.00","54.00","1,584.00","2,232,700.00","100,777,050.00"
"CITY HOUSING & REAL ESTATE CO. PLC","CHOU.N0000","32.00","43.25","21.50","32.00","3,742.00","2,895,200.00","100,717,175.00"
"MADULSIMA  PLANTATIONS  PLC","MADU.N0000","6.75","11.75","5.00","11.25","5,375.00","10,270,000.00","96,481,550.00"
"VIDULLANKA PLC","VLL.N0000","21.00","25.00","15.50","20.00","1,235.00","4,507,300.00","96,213,350.00"
"LANKEM DEVELOPMENTS PLC","LDEV.N0000","12.00","20.75","10.75","15.00","5,329.00","5,730,500.00","94,133,950.00"
"HAYLEYS LEISURE PLC","CONN.N0000","37.50","37.50","21.50","24.00","1,072.00","3,103,800.00","91,962,925.00"
"TAL LANKA HOTELS PLC","TAJ.N0000","11.75","14.25","7.00","8.00","4,753.00","9,460,500.00","91,008,325.00"
"GALADARI HOTELS (LANKA) PLC","GHLL.N0000","11.50","15.50","7.75","9.50","5,901.00","7,042,900.00","88,967,175.00"
"THREE ACRE FARMS PLC","TAFL.N0000","10.50","13.50","6.50","10.00","3,412.00","7,322,500.00","82,802,950.00"
"THE FORTRESS RESORTS PLC","RHTL.N0000","12.50","11.75","6.00","6.75","2,761.00","8,624,300.00","80,817,975.00"
"SEYLAN BANK PLC","SEYB.N0000","38.00","42.00","25.00","32.00","1,401.00","2,292,100.00","78,808,525.00"
"LANKA ASHOK LEYLAND PLC","ASHO.N0000","303.00","525.00","165.00","210.00","258.00","371,325.00","76,008,100.00"
"NATION LANKA FINANCE PLC","CSF.N0000","17.00","23.25","12.00","16.50","3,682.00","4,103,200.00","75,526,150.00"
"EDEN HOTEL LANKA PLC","EDEN.N0000","11.75","16.50","9.00","16.25","4,326.00","5,407,800.00","75,019,550.00"
"VANIK INCORPORATION PLC","VANI.N0000","1.50","2.80","1.10","1.80","3,969.00","40,286,000.00","75,008,030.00"
"PALM GARDEN HOTELS PLC","PALM.N0000","46.00","124.75","51.25","117.00","1,151.00","750,800.00","73,860,275.00"
"RENUKA FOODS PLC","COCO.N0000","20.75","25.75","16.00","17.50","3,943.00","3,405,900.00","71,964,625.00"
"EAST WEST PROPERTIES PLC","EAST.N0000","11.25","15.00","7.50","10.50","5,070.00","6,016,800.00","71,341,475.00"
"CEYLON HOSPITALS PLC","CHL.X0000","19.50","44.75","32.00","38.25","1,703.00","1,818,900.00","70,325,375.00"
"HAYCARB PLC","HAYC.N0000","35.00","47.00","30.25","42.00","1,231.00","1,748,300.00","69,338,275.00"
"HAYLEYS FABRIC PLC","MGT.N0000","45.00","59.75","37.50","57.00","1,394.00","1,410,600.00","68,953,075.00"
"DOLPHIN HOTELS PLC","STAF.N0000","8.75","15.00","8.00","11.50","3,837.00","5,718,000.00","68,908,875.00"
"CEYLON HOSPITALS PLC","CHL.N0000","33.50","68.00","45.00","53.75","1,461.00","1,189,400.00","68,515,550.00"
"COLOMBO INVESTMENT TRUST PLC","CIT.N0000","14.50","21.50","13.50","17.00","2,764.00","3,655,100.00","68,059,075.00"
"ACME PRINTING & PACKAGING PLC","ACME.N0000","16.00","26.75","11.50","22.00","3,737.00","2,941,500.00","62,619,925.00"
"KELANI VALLEY PLANTATIONS PLC","KVAL.N0000","30.00","63.00","45.50","56.25","847.00","1,142,700.00","62,544,675.00"
"HORANA PLANTATIONS PLC","HOPL.N0000","14.50","32.00","13.00","28.00","2,162.00","2,743,600.00","62,517,500.00"
"LANKA WALLTILE PLC","LWL.N0000","35.00","70.00","46.00","59.75","1,118.00","1,030,000.00","61,936,925.00"
"RENUKA CITY HOTELS PLC.","RENU.N0000","91.50","115.00","54.50","98.00","866.00","615,700.00","61,141,900.00"
"THE NUWARA ELIYA HOTELS COMPANY PLC","NEH.N0000","650.00","651.00","375.00","477.75","44.00","118,800.00","59,422,400.00"
"RADIANT GEMS INTERNATIONAL PLC","RGEM.N0000","10.50","58.00","11.25","35.00","3,570.00","1,915,200.00","58,166,075.00"
"THE LANKA HOSPITALS CORPORATION PLC","LHCL.N0000","18.75","31.75","17.00","17.00","2,407.00","2,303,000.00","58,120,775.00"
"LANKA VENTURES PLC","LVEN.N0000","12.25","14.50","0.00","11.00","1,629.00","4,326,500.00","56,209,225.00"
"DIESEL & MOTOR ENGINEERING PLC","DIMO.N0000","110.00","136.00","78.00","78.00","866.00","493,100.00","55,507,875.00"
"YORK ARCADE HOLDINGS PLC","YORK.N0000","9.00","13.25","6.75","10.50","4,025.00","5,104,700.00","54,851,550.00"
"COLOMBO FORT INVESTMENTS PLC","CFI.N0000","13.50","27.00","10.00","18.50","2,520.00","2,639,300.00","54,748,125.00"
"KAHAWATTE  PLANTATIONS  PLC","KAHA.N0000","5.00","25.25","6.75","24.25","3,335.00","3,440,200.00","54,282,975.00"
"EQUITY TWO PLC","ETWO.N0000","10.25","16.25","8.50","11.50","3,384.00","3,935,800.00","53,741,775.00"
"ACL PLASTICS PLC","APLA.N0000","44.00","53.00","21.00","33.50","1,944.00","1,212,500.00","53,540,075.00"
"LAXAPANA BATTERIES PLC","LITE.N0000","5.00","8.50","5.00","7.00","3,706.00","7,447,300.00","52,488,125.00"
"KEELLS FOOD PRODUCTS PLC","KFP.N0000","32.25","72.00","33.25","49.75","1,612.00","931,400.00","49,818,225.00"
"UNISYST ENGINEERING PLC","ALUF.N0000","16.75","54.75","17.00","41.00","2,776.00","1,320,000.00","47,723,275.00"
"AITKEN SPENCE HOTEL HOLDINGS PLC","AHUN.N0000","65.00","82.00","55.00","67.75","755.00","696,000.00","47,647,475.00"
"JOHN KEELLS PLC","JKL.N0000","91.00","113.50","70.00","96.00","1,367.00","499,700.00","47,469,425.00"
"SMB FINANCE PLC","SEMB.N0000","7.00","8.50","5.50","7.00","3,477.00","6,780,800.00","46,988,925.00"
"MARAWILA  RESORTS  PLC","MARA.N0000","6.50","7.00","4.20","4.50","2,184.00","7,615,200.00","46,133,965.00"
"ROYAL PALMS BEACH HOTELS PLC","RPBH.N0000","25.00","42.00","0.00","38.25","227.00","1,314,600.00","45,354,000.00"
"CEYLON COLD STORES PLC","CCS.N0000","122.25","170.00","0.00","145.00","251.00","309,400.00","44,219,600.00"
"AIA INSURANCE LANKA PLC","CTCE.N0000","83.00","161.00","130.00","150.75","472.00","295,100.00","42,706,150.00"
"SAMSON INTERNATIONAL PLC","SIL.N0000","36.00","58.00","37.00","53.75","1,278.00","839,000.00","42,554,750.00"
"LB FINANCE PLC","LFIN.N0000","60.00","48.00","19.00","20.75","2,023.00","1,129,500.00","41,602,000.00"
"LANKA ALUMINIUM INDUSTRIES PLC","LALU.N0000","12.00","39.00","25.50","30.75","1,168.00","1,198,000.00","37,732,025.00"
"LANKA TILES PLC","TILE.N0000","60.00","81.50","43.25","55.75","671.00","585,500.00","36,600,525.00"
"HOTEL DEVELOPERS (LANKA) PLC","HDEV.N0000","99.75","74.75","40.00","48.25","1,540.00","655,400.00","36,454,875.00"
"LANKA CERAMIC PLC","CERA.N0000","30.00","40.00","30.25","34.50","372.00","1,059,000.00","36,254,875.00"
"CEYLON HOTELS CORPORATION PLC","CHOT.N0000","300.00","1,150.00","165.00","972.75","357.00","54,100.00","34,251,475.00"
"BOGALA GRAPHITE LANKA PLC","BOGA.N0000","30.50","24.75","14.00","20.50","2,382.00","1,680,900.00","33,939,750.00"
"SWISSTEK (CEYLON) PLC","PARQ.N0000","18.50","22.00","11.00","11.00","2,058.00","2,066,200.00","29,054,450.00"
"CITRUS LEISURE PLC","REEF.N0000","1.00","1.30","0.90","0.90","1,818.00","27,533,600.00","28,956,850.00"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.X0000","1.50","1.30","0.70","0.80","2,372.00","28,409,300.00","27,850,960.00"
"BROWNS BEACH HOTELS PLC","BBH.N0000","23.00","35.75","15.25","31.75","1,258.00","958,400.00","27,753,750.00"
"THE KANDY HOTELS COMPANY (1938) PLC","KHC.N0000","75.00","100.00","45.00","85.00","550.00","353,000.00","27,567,000.00"
"LANKEM CEYLON PLC","LCEY.N0000","38.50","42.00","28.00","34.50","901.00","797,900.00","27,016,500.00"
"MAHAWELI REACH HOTELS PLC","MRH.N0000","21.00","23.00","12.50","15.50","1,503.00","1,388,300.00","26,642,875.00"
"LEE HEDGES PLC","SHAW.N0000","185.00","210.00","154.00","176.00","242.00","144,500.00","25,886,025.00"
"ON'ALLY HOLDINGS PLC","ONAL.N0000","25.50","42.75","29.00","31.00","898.00","771,100.00","25,804,375.00"
"HAPUGASTENNE PLANTATIONS PLC","HAPU.N0000","13.00","46.00","14.00","40.00","1,024.00","995,500.00","25,738,100.00"
"RICHARD PIERIS EXPORTS PLC","REXP.N0000","27.50","24.00","12.50","14.00","1,730.00","1,614,700.00","24,752,100.00"
"TANGERINE BEACH HOTELS PLC","TANG.N0000","36.00","75.00","21.75","29.50","890.00","515,900.00","23,509,525.00"
"EQUITY ONE PLC","EQIT.N0000","21.00","27.75","17.00","21.00","1,179.00","1,041,300.00","23,295,800.00"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.N0000","4.00","4.00","1.90","2.80","1,879.00","7,825,400.00","23,146,970.00"
"SMB FINANCE PLC","SEMB.X0000","1.10","0.90","0.50","0.70","1,801.00","31,607,000.00","21,851,130.00"
"BOGAWANTALAWA TEA ESTATES PLC","BOPL.N0000","15.00","24.50","11.25","23.00","1,465.00","1,027,600.00","21,180,950.00"
"UDAPUSSELLAWA  PLANTATIONS PLC","UDPL.N0000","10.75","35.00","13.25","30.75","1,344.00","769,600.00","17,870,825.00"
"C M HOLDINGS PLC","COLO.N0000","29.00","43.00","29.25","29.25","858.00","517,100.00","17,792,200.00"
"ARPICO FINANCE COMPANY PLC","ARPI.N0000","65.00","106.00","60.25","79.50","265.00","182,900.00","15,884,675.00"
"WATAWALA  PLANTATIONS  PLC","WATA.N0000","22.75","85.00","45.00","83.50","764.00","262,700.00","15,759,925.00"
"SIGIRIYA VILLAGE HOTELS PLC","SIGV.N0000","41.00","43.00","24.25","36.00","196.00","510,700.00","15,738,525.00"
"LAKE HOUSE PRINTERS & PUBLISHERS PLC","LPRT.N0000","31.50","95.00","26.00","89.75","441.00","471,800.00","15,354,550.00"
"MULLER & PHIPPS (CEYLON) PLC","MULL.N0000","1.25","1.40","0.80","0.80","1,638.00","14,700,100.00","15,087,200.00"
"VANIK INCORPORATION PLC","VANI.X0000","1.00","2.50","1.10","1.50","1,341.00","9,267,200.00","15,006,080.00"
"SATHOSA MOTORS PLC","SMOT.N0000","57.00","159.75","106.00","110.00","428.00","110,100.00","14,783,725.00"
"SERENDIB LAND PLC","SLND.N0000","325.00","500.00","200.00","500.00","17.00","29,800.00","13,678,800.00"
"PROPERTY DEVELOPMENT PLC","PDL.N0000","31.75","39.00","23.50","33.75","632.00","425,700.00","13,627,325.00"
"TRANS ASIA HOTELS PLC","TRAN.N0000","100.00","109.50","60.00","76.75","357.00","163,900.00","12,998,600.00"
"GOOD HOPE PLC","GOOD.N0000","180.00","190.00","140.00","180.00","91.00","69,800.00","12,543,625.00"
"MERCANTILE SHIPPING COMPANY PLC","MSL.N0000","105.00","150.00","68.00","90.00","291.00","114,500.00","12,257,425.00"
"TEA SMALLHOLDER FACTORIES PLC","TSML.N0000","50.00","77.00","49.75","77.00","207.00","188,700.00","12,100,400.00"
"REGNIS (LANKA) PLC","REG.N0000","58.00","53.00","30.00","41.00","375.00","287,300.00","11,787,225.00"
"HAYLEYS FIBRE PLC","HEXP.N0000","40.00","43.00","26.50","29.00","547.00","340,200.00","11,289,075.00"
"NDB CAPITAL HOLDINGS PLC","CDIC.N0000","55.00","171.75","105.00","128.00","159.00","76,900.00","11,049,225.00"
"ELPITIYA PLANTATIONS PLC","ELPL.N0000","20.00","140.00","20.50","88.50","851.00","132,300.00","9,735,925.00"
"COMMERCIAL DEVELOPMENT COMPANY PLC","COMD.N0000","50.00","73.00","36.25","55.00","722.00","162,600.00","9,206,625.00"
"HUNAS HOLDINGS PLC","HUNA.N0000","23.00","35.50","21.00","31.00","346.00","281,700.00","8,563,000.00"
"CEYLON BEVERAGE HOLDINGS PLC","BREW.N0000","75.25","85.00","60.00","60.50","159.00","117,200.00","8,540,675.00"
"LION BREWERY (CEYLON) PLC","LION.N0000","60.00","73.00","40.00","47.25","465.00","159,400.00","8,540,300.00"
"CEYLON & FOREIGN TRADES PLC","CFT.N0000","60.00","340.00","90.00","160.50","286.00","42,700.00","7,587,375.00"
"SELINSING PLC","SELI.N0000","185.00","200.00","140.00","170.00","122.00","40,800.00","7,286,000.00"
"CONVENIENCE FOODS LANKA PLC","SOY.N0000","63.00","95.00","56.00","80.00","284.00","87,500.00","6,504,000.00"
"ALLIANCE FINANCE COMPANY PLC","ALLI.N0000","110.00","230.00","168.00","215.00","104.00","29,700.00","5,896,450.00"
"ABANS ELECTRICALS PLC","ABAN.N0000","112.00","108.00","66.50","93.50","373.00","66,600.00","5,711,600.00"
"SERENDIB HOTELS PLC","SHOT.N0000","45.00","41.00","21.25","27.00","293.00","199,200.00","5,534,525.00"
"THE AUTODROME PLC","AUTO.N0000","0.00","2,400.00","252.00","252.00","67.00","10,900.00","5,387,925.00"
"MORISON PLC","MORI.N0000","515.00","455.00","305.25","398.00","68.00","13,700.00","5,363,225.00"
"THE KINGSBURY PLC","SERV.N0000","160.00","190.00","100.25","174.75","120.00","37,500.00","5,356,025.00"
"SERENDIB HOTELS PLC","SHOT.X0000","18.50","32.00","18.00","22.50","322.00","198,800.00","4,687,300.00"
"THE  LIGHTHOUSE  HOTEL  PLC","LHL.N0000","64.00","54.75","33.00","48.00","170.00","96,300.00","4,323,075.00"
"GESTETNER OF CEYLON PLC","GEST.N0000","24.00","63.00","36.00","49.50","325.00","76,200.00","4,153,050.00"
"INDO-MALAY PLC","INDO.N0000","170.00","345.00","148.25","220.00","108.00","16,600.00","3,859,775.00"
"MORISON PLC","MORI.X0000","350.00","290.00","162.00","219.25","87.00","15,500.00","3,280,500.00"
"STANDARD CAPITAL PLC","SING.N0000","3.30","69.50","17.00","55.00","303.00","76,900.00","3,199,925.00"
"PRINTCARE PLC","CARE.N0000","53.50","69.00","50.00","50.00","117.00","47,600.00","2,685,675.00"
"MIRAMAR BEACH HOTEL PLC","MIRA.N0000","44.00","75.00","35.50","72.75","180.00","39,400.00","2,471,600.00"
