"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"NATION LANKA FINANCE PLC","CSF.N0000","17.00","30.25","7.50","14.50","11,576.00","20,401,100.00","413,084,300.00"
"COLOMBO LAND AND DEVELOPMENT COMPANY PLC","CLND.N0000","3.25","8.00","3.50","6.50","10,223.00","67,388,300.00","409,768,420.00"
"LANKA IOC PLC","LIOC.N0000","33.00","21.75","15.00","17.25","10,821.00","23,306,700.00","407,847,725.00"
"CENTRAL FINANCE COMPANY PLC","CFIN.N0000","154.25","335.00","148.00","317.50","1,602.00","1,530,000.00","395,476,075.00"
"NESTLE LANKA PLC","NEST.N0000","113.00","440.00","251.00","415.00","547.00","1,115,400.00","392,206,075.00"
"HNB ASSURANCE PLC","HASU.N0000","13.00","57.00","17.25","49.50","7,084.00","10,535,000.00","391,270,975.00"
"DOLPHIN HOTELS PLC","STAF.N0000","8.75","30.75","9.25","27.50","8,325.00","15,724,800.00","374,378,850.00"
"PELWATTE SUGAR INDUSTRIES PLC","SUGA.N0000","14.75","35.00","11.50","30.00","11,533.00","14,921,900.00","367,102,675.00"
"PGP GLASS CEYLON PLC","GLAS.N0000","2.25","2.30","1.20","2.20","8,558.00","186,802,000.00","362,234,650.00"
"PALM GARDEN HOTELS PLC","PALM.N0000","46.00","155.00","0.00","155.00","1,316.00","2,676,800.00","322,543,625.00"
"THE  LIGHTHOUSE  HOTEL  PLC","LHL.N0000","64.00","76.50","39.00","70.00","320.00","5,592,000.00","318,860,550.00"
"ASIRI HOSPITAL HOLDINGS PLC","ASIR.N0000","50.00","106.75","10.25","10.25","4,454.00","8,527,600.00","307,734,675.00"
"KELANI TYRES PLC","TYRE.N0000","9.50","67.75","22.00","67.25","8,782.00","6,909,000.00","302,455,600.00"
"EQUITY ONE PLC","EQIT.N0000","21.00","26.75","14.00","25.50","3,464.00","13,443,707.00","300,585,857.50"
"BUKIT DARAH PLC","BUKI.N0000","968.00","3,100.00","675.00","3,025.50","1,205.00","203,600.00","300,023,425.00"
"LANKA TILES PLC","TILE.N0000","60.00","72.00","28.00","66.50","2,082.00","6,255,400.00","295,412,250.00"
"SMB FINANCE PLC","SEMB.N0000","7.00","7.00","2.50","4.80","10,036.00","60,191,800.00","294,567,380.00"
"RIVERINA HOTELS PLC","BHR.N0000","22.50","71.00","25.25","68.00","4,853.00","5,589,300.00","292,034,275.00"
"SIERRA CABLES PLC","SIRA.N0000","2.75","2.50","1.10","2.10","10,174.00","150,964,500.00","284,351,100.00"
"CEYLON GUARDIAN INVESTMENT TRUST PLC","GUAR.N0000","110.25","450.00","82.00","450.00","1,763.00","1,120,000.00","278,771,000.00"
"C T LAND DEVELOPMENT PLC","CTLD.N0000","13.00","24.75","11.00","21.75","4,871.00","12,834,000.00","275,611,725.00"
"NATIONS TRUST BANK PLC","NTB.W0010","0.00","10.50","2.70","8.25","8,320.00","41,059,100.00","274,615,855.00"
"BALANGODA  PLANTATIONS  PLC","BALA.N0000","12.00","24.75","11.50","24.00","9,088.00","12,826,000.00","269,173,050.00"
"HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL","HDFC.N0000","191.50","191.75","49.50","147.75","4,810.00","2,067,100.00","259,566,225.00"
"L O L C HOLDINGS PLC","LOLC.N0000","100.00","145.00","61.50","137.00","2,326.00","2,154,200.00","257,412,175.00"
"MASKELIYA PLANTATIONS PLC","MASK.N0000","19.75","22.75","13.00","18.50","10,438.00","13,610,600.00","251,577,950.00"
"TAL LANKA HOTELS PLC","TAJ.N0000","11.75","24.75","7.25","23.25","9,230.00","13,472,500.00","249,897,075.00"
"MARAWILA  RESORTS  PLC","MARA.N0000","6.50","9.75","2.90","5.75","10,345.00","35,616,300.00","247,707,415.00"
"LANKA MILK FOODS (CWE) PLC","LMF.N0000","21.50","73.00","32.00","64.75","3,822.00","4,443,800.00","246,679,725.00"
"CEYLON HOTELS CORPORATION PLC","CHOT.N0000","300.00","28.00","10.50","23.75","8,413.00","11,736,300.00","244,418,875.00"
"MALWATTE VALLEY PLANTATION PLC","MAL.N0000","8.50","34.00","18.00","33.00","5,942.00","8,630,200.00","237,534,000.00"
"THE FORTRESS RESORTS PLC","RHTL.N0000","12.50","14.50","4.40","12.25","8,366.00","20,874,100.00","235,978,880.00"
"LANKA VENTURES PLC","LVEN.N0000","12.25","18.00","5.50","17.25","6,996.00","17,367,700.00","227,439,200.00"
"RENUKA HOLDINGS PLC","RHL.N0000","0.00","144.00","40.00","135.75","3,037.00","2,138,400.00","224,913,250.00"
"DIESEL & MOTOR ENGINEERING PLC","DIMO.N0000","110.00","183.75","57.50","180.00","2,294.00","1,811,800.00","224,374,175.00"
"TESS AGRO PLC","TESS.N0000","1.00","1.90","0.50","1.50","7,200.00","153,181,900.00","219,176,090.00"
"LANKEM CEYLON PLC","LCEY.N0000","38.50","45.50","25.00","45.00","4,525.00","5,515,000.00","217,717,075.00"
"ASIA CAPITAL PLC","ACAP.N0000","15.00","11.75","5.00","10.25","2,431.00","34,627,600.00","214,987,700.00"
"VIDULLANKA PLC","VLL.N0000","21.00","39.75","19.00","34.50","1,414.00","7,242,500.00","206,343,525.00"
"PEGASUS HOTELS OF CEYLON PLC","PEG.N0000","16.75","38.75","11.75","34.00","8,264.00","7,378,700.00","204,513,550.00"
"FIRST CAPITAL HOLDINGS PLC","CFVF.N0000","4.50","30.00","4.90","27.00","5,974.00","12,039,300.00","203,218,600.00"
"LB FINANCE PLC","LFIN.N0000","60.00","53.50","16.25","46.50","5,796.00","5,595,000.00","201,690,100.00"
"THE COLOMBO FORT LAND AND BUILDING PLC","CFLB.N0000","13.00","31.75","0.00","31.25","4,747.00","7,779,100.00","197,996,650.00"
"CARGO BOAT DEVELOPMENT COMPANY PLC","CABO.N0000","22.00","69.00","21.00","67.75","3,078.00","4,322,200.00","192,634,375.00"
"JOHN KEELLS PLC","JKL.N0000","91.00","166.75","58.00","153.00","1,603.00","2,480,500.00","188,825,225.00"
"GALADARI HOTELS (LANKA) PLC","GHLL.N0000","11.50","17.25","6.25","15.00","10,728.00","14,221,100.00","186,520,400.00"
"KOTAGALA PLANTATIONS PLC","KOTA.N0000","12.00","34.50","15.50","30.00","5,604.00","6,643,900.00","180,365,050.00"
"HAYLEYS LEISURE PLC","CONN.N0000","37.50","60.00","16.75","59.25","3,143.00","4,529,200.00","168,145,625.00"
"PMF FINANCE PLC","PMB.N0000","29.00","49.75","25.00","35.00","2,711.00","4,163,600.00","166,405,950.00"
"CITRUS LEISURE PLC","REEF.N0000","1.00","2.50","0.80","2.10","6,866.00","97,742,700.00","163,679,060.00"
"JANASHAKTHI PLC","CSEC","17.50","7.75","3.10","6.75","6,238.00","24,800,600.00","159,301,290.00"
"ACL PLASTICS PLC","APLA.N0000","44.00","77.50","25.00","74.00","3,341.00","3,094,500.00","158,049,325.00"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.N0000","4.00","4.40","1.30","2.00","5,804.00","53,434,200.00","154,439,780.00"
"LAXAPANA BATTERIES PLC","LITE.N0000","5.00","6.75","3.90","4.80","7,526.00","27,949,500.00","149,518,470.00"
"ASIRI SURGICAL HOSPITAL PLC","AMSL.N0000","2.75","12.00","5.75","11.00","4,862.00","15,852,300.00","146,938,225.00"
"CEYLON GRAIN ELEVATORS PLC","GRAN.N0000","13.00","16.00","6.75","14.25","5,136.00","11,519,900.00","146,829,650.00"
"SOFTLOGIC LIFE INSURANCE PLC","AAIC.N0000","8.75","59.75","25.50","56.00","630.00","2,957,300.00","146,769,875.00"
"KEGALLE  PLANTATIONS  PLC","KGAL.N0000","21.25","38.00","19.00","33.50","2,843.00","4,750,800.00","146,716,050.00"
"DIPPED PRODUCTS PLC","DIPD.N0000","76.00","96.00","48.25","86.00","1,192.00","1,772,800.00","144,241,775.00"
"SIGIRIYA VILLAGE HOTELS PLC","SIGV.N0000","41.00","48.25","16.75","39.00","5,124.00","3,595,600.00","138,605,625.00"
"COLOMBO LAND & DEVELOPMENT COMPANY PLC","CLND.W0005","1.25","4.70","0.90","3.90","4,701.00","41,947,500.00","138,293,990.00"
"MADULSIMA  PLANTATIONS  PLC","MADU.N0000","6.75","16.75","6.50","14.00","7,972.00","10,577,900.00","133,562,375.00"
"BAIRAHA FARMS PLC","BFL.N0000","16.50","25.00","7.50","24.50","4,749.00","7,892,800.00","130,370,950.00"
"AMANA TAKAFUL PLC","ATL.N0000","28.00","16.25","6.50","12.50","3,033.00","10,649,700.00","128,471,000.00"
"RICHARD PIERIS EXPORTS PLC","REXP.N0000","27.50","29.00","6.25","27.75","3,479.00","6,227,300.00","116,631,100.00"
"KELANI VALLEY PLANTATIONS PLC","KVAL.N0000","30.00","62.00","44.00","53.00","924.00","2,230,500.00","113,748,325.00"
"EAST WEST PROPERTIES PLC","EAST.N0000","11.25","9.25","3.30","8.25","7,311.00","15,928,200.00","110,769,325.00"
"TRANS ASIA HOTELS PLC","TRAN.N0000","100.00","175.00","80.00","174.25","768.00","843,300.00","110,758,400.00"
"AGALAWATTE  PLANTATIONS  PLC","AGAL.N0000","10.50","28.00","11.00","21.75","5,314.00","5,349,500.00","107,198,900.00"
"RENUKA CITY HOTELS PLC.","RENU.N0000","91.50","200.00","60.00","200.00","651.00","688,400.00","106,893,250.00"
"SMB FINANCE PLC","SEMB.X0000","1.10","1.00","0.20","0.70","5,575.00","154,990,300.00","104,733,540.00"
"CEYLON HOSPITALS PLC","CHL.N0000","33.50","99.00","0.00","80.25","680.00","1,580,400.00","103,894,925.00"
"NAMUNUKULA PLANTATIONS PLC","NAMU.N0000","8.50","29.25","13.50","28.75","3,909.00","4,383,300.00","102,918,350.00"
"SOFTLOGIC FINANCE PLC","CRL.N0000","0.00","36.00","8.00","13.75","3,430.00","8,147,000.00","102,381,100.00"
"CEYLON HOSPITALS PLC","CHL.X0000","19.50","52.75","0.00","50.00","1,123.00","2,558,000.00","101,605,225.00"
"NATIONS TRUST BANK PLC","NTB.W0011","0.00","10.25","3.50","8.25","3,014.00","13,608,000.00","99,266,635.00"
"CEYLON BEVERAGE HOLDINGS PLC","BREW.N0000","75.25","119.00","42.50","112.00","269.00","1,197,800.00","97,234,450.00"
"E - CHANNELLING PLC","ECL.N0000","10.50","12.75","6.75","9.75","4,646.00","8,957,900.00","96,937,600.00"
"YORK ARCADE HOLDINGS PLC","YORK.N0000","9.00","14.50","7.75","11.75","4,329.00","7,428,000.00","88,720,600.00"
"KELANI CABLES PLC","KCAB.N0000","68.00","180.00","49.25","179.00","972.00","730,300.00","87,518,050.00"
"BOGAWANTALAWA TEA ESTATES PLC","BOPL.N0000","15.00","54.75","11.00","37.50","3,359.00","2,733,000.00","83,905,600.00"
"MULLER & PHIPPS (CEYLON) PLC","MULL.N0000","1.25","1.30","0.40","1.00","2,959.00","84,730,300.00","82,382,760.00"
"CEYLINCO INSURANCE PLC","CINS.X0000","0.00","140.00","65.00","134.25","761.00","722,800.00","82,101,550.00"
"DANKOTUWA PORCELAIN PLC","DPL.N0000","14.75","12.25","4.50","11.25","4,745.00","8,576,800.00","79,319,245.00"
"SERENDIB HOTELS PLC","SHOT.X0000","18.50","43.00","13.50","39.25","2,116.00","2,090,500.00","76,037,350.00"
"LANKA REALTY INVESTMENTS PLC","ASCO.N0000","36.00","49.00","16.00","40.50","2,559.00","2,144,800.00","75,503,925.00"
"SINGER (SRI LANKA) PLC","SINS.N0000","66.75","80.75","31.75","76.50","1,721.00","1,281,300.00","74,481,500.00"
"UNITED MOTORS LANKA PLC","UML.N0000","53.00","69.50","0.00","64.25","2,564.00","1,297,100.00","74,459,400.00"
"LANKA CERAMIC PLC","CERA.N0000","30.00","59.00","0.00","49.00","1,589.00","1,706,200.00","73,732,550.00"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.X0000","1.50","1.30","0.30","0.80","3,713.00","76,828,700.00","71,329,180.00"
"THE LANKA HOSPITALS CORPORATION PLC","LHCL.N0000","18.75","22.75","11.75","19.00","3,062.00","3,624,500.00","70,034,625.00"
"MTD WALKERS PLC","KAPI.N0000","5.75","140.00","50.00","138.00","1,247.00","740,300.00","68,245,750.00"
"MAHAWELI REACH HOTELS PLC","MRH.N0000","21.00","21.25","9.00","18.50","2,697.00","3,411,200.00","65,146,300.00"
"THREE ACRE FARMS PLC","TAFL.N0000","10.50","10.25","5.25","9.25","3,275.00","7,441,400.00","64,521,100.00"
"SERENDIB HOTELS PLC","SHOT.N0000","45.00","75.00","0.00","66.25","1,536.00","1,231,300.00","64,140,200.00"
"ROYAL PALMS BEACH HOTELS PLC","RPBH.N0000","25.00","80.00","20.25","57.25","1,218.00","1,372,900.00","63,347,450.00"
"HUNAS HOLDINGS PLC","HUNA.N0000","23.00","59.75","0.00","48.50","1,578.00","1,301,400.00","63,129,600.00"
"TALAWAKELLE TEA ESTATES PLC","TPL.N0000","17.25","29.25","13.50","25.25","3,019.00","2,901,800.00","62,660,600.00"
"TANGERINE BEACH HOTELS PLC","TANG.N0000","36.00","80.00","24.50","65.25","1,995.00","1,156,200.00","60,992,750.00"
"BROWNS BEACH HOTELS PLC","BBH.N0000","23.00","77.00","20.75","66.00","1,623.00","1,159,000.00","58,118,025.00"
"EQUITY TWO PLC","ETWO.N0000","10.25","17.00","7.00","16.75","3,458.00","4,764,600.00","56,333,850.00"
"HORANA PLANTATIONS PLC","HOPL.N0000","14.50","24.25","10.00","20.00","3,307.00","2,841,900.00","54,639,400.00"
"HOTEL SIGIRIYA PLC","HSIG.N0000","25.50","73.00","21.00","53.75","1,561.00","1,035,300.00","53,762,725.00"
"THE NUWARA ELIYA HOTELS COMPANY PLC","NEH.N0000","650.00","497.50","260.00","399.00","291.00","163,000.00","52,699,650.00"
"ELPITIYA PLANTATIONS PLC","ELPL.N0000","20.00","70.00","25.50","49.50","4,012.00","987,900.00","52,657,150.00"
"BOGALA GRAPHITE LANKA PLC","BOGA.N0000","30.50","23.00","10.00","18.00","3,389.00","2,747,600.00","51,283,975.00"
"SWISSTEK (CEYLON) PLC","PARQ.N0000","18.50","17.25","10.25","12.50","2,600.00","3,791,400.00","51,033,075.00"
"HAYLEYS FIBRE PLC","HEXP.N0000","40.00","36.25","13.00","35.25","2,759.00","2,150,100.00","50,514,175.00"
"PROPERTY DEVELOPMENT PLC","PDL.N0000","31.75","35.00","20.25","28.75","1,522.00","1,774,700.00","49,646,250.00"
"KELSEY DEVELOPMENTS PLC","KDL.N0000","32.25","13.25","5.50","11.00","4,481.00","4,723,500.00","48,857,175.00"
"KURUWITA TEXTILE MILLS PLC","KURU.N0000","39.75","45.00","0.00","35.50","1,336.00","1,678,800.00","48,559,800.00"
"SHALIMAR (MALAY) PLC.","SHAL.N0000","850.00","825.00","430.00","645.00","28.00","100,700.00","44,524,800.00"
"LANKEM DEVELOPMENTS PLC","LDEV.N0000","12.00","16.00","6.50","11.50","3,324.00","3,491,800.00","42,917,600.00"
"THE KANDY HOTELS COMPANY (1938) PLC","KHC.N0000","75.00","125.00","32.00","113.25","1,122.00","434,500.00","42,106,525.00"
"MIRAMAR BEACH HOTEL PLC","MIRA.N0000","44.00","68.00","30.00","58.00","492.00","822,500.00","41,828,500.00"
"KAHAWATTE  PLANTATIONS  PLC","KAHA.N0000","5.00","38.00","19.25","31.00","1,863.00","1,367,400.00","41,424,775.00"
"SAMSON INTERNATIONAL PLC","SIL.N0000","36.00","83.00","43.00","81.00","1,052.00","603,400.00","37,201,450.00"
"ACME PRINTING & PACKAGING PLC","ACME.N0000","16.00","19.50","14.00","16.00","1,841.00","1,964,400.00","34,888,900.00"
"CEYLON & FOREIGN TRADES PLC","CFT.N0000","60.00","31.25","15.25","30.25","2,396.00","1,393,600.00","34,808,825.00"
"TEA SMALLHOLDER FACTORIES PLC","TSML.N0000","50.00","138.00","65.00","121.75","386.00","334,800.00","34,144,850.00"
"COLOMBO FORT INVESTMENTS PLC","CFI.N0000","13.50","38.00","11.00","35.25","1,304.00","1,402,400.00","33,588,325.00"
"SATHOSA MOTORS PLC","SMOT.N0000","57.00","145.00","62.50","137.50","493.00","272,900.00","32,204,400.00"
"ARPICO FINANCE COMPANY PLC","ARPI.N0000","65.00","50.50","30.25","45.00","694.00","782,600.00","30,359,200.00"
"AIA INSURANCE LANKA PLC","CTCE.N0000","83.00","187.50","100.25","178.00","370.00","193,200.00","29,489,400.00"
"RADIANT GEMS INTERNATIONAL PLC","RGEM.N0000","10.50","30.00","13.50","27.00","2,361.00","1,236,700.00","29,489,100.00"
"RENUKA HOLDINGS PLC","RHL.X0000","0.00","118.00","50.00","114.75","916.00","307,700.00","28,015,050.00"
"HAPUGASTENNE PLANTATIONS PLC","HAPU.N0000","13.00","40.00","18.25","35.00","1,161.00","880,500.00","26,594,625.00"
"C M HOLDINGS PLC","COLO.N0000","29.00","49.75","26.00","44.00","945.00","670,200.00","26,032,750.00"
"KEELLS FOOD PRODUCTS PLC","KFP.N0000","32.25","79.00","46.00","75.00","571.00","387,400.00","25,494,300.00"
"LEE HEDGES PLC","SHAW.N0000","185.00","150.00","75.00","136.50","440.00","194,100.00","24,407,725.00"
"DILMAH CEYLON TEA COMPANY PLC","CTEA.N0000","435.00","400.00","260.00","400.00","180.00","76,700.00","24,268,050.00"
"UDAPUSSELLAWA  PLANTATIONS PLC","UDPL.N0000","10.75","37.75","12.50","30.50","1,408.00","865,100.00","23,911,275.00"
"MORISON PLC","MORI.N0000","515.00","825.00","300.00","800.00","219.00","42,500.00","23,013,325.00"
"STANDARD CAPITAL PLC","SING.N0000","3.30","75.50","60.00","75.00","24.00","239,000.00","17,900,750.00"
"LANKA ALUMINIUM INDUSTRIES PLC","LALU.N0000","12.00","34.75","19.00","28.00","721.00","594,300.00","17,044,950.00"
"UNISYST ENGINEERING PLC","ALUF.N0000","16.75","45.00","22.50","36.75","753.00","462,500.00","16,569,750.00"
"CONVENIENCE FOODS LANKA PLC","SOY.N0000","63.00","120.00","70.00","120.00","216.00","174,300.00","16,340,625.00"
"COMMERCIAL DEVELOPMENT COMPANY PLC","COMD.N0000","50.00","56.50","32.00","52.00","664.00","374,300.00","16,016,350.00"
"WATAWALA  PLANTATIONS  PLC","WATA.N0000","22.75","90.00","42.50","90.00","664.00","215,500.00","15,597,400.00"
"ABANS ELECTRICALS PLC","ABAN.N0000","112.00","103.00","50.00","100.00","358.00","194,700.00","15,385,200.00"
"NDB CAPITAL HOLDINGS PLC","CDIC.N0000","55.00","160.00","75.00","148.00","164.00","104,400.00","13,832,425.00"
