"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"MACKWOODS ENERGY PLC","MEL.N0000","6.70","7.80","4.70","5.00","2,490.00","6,506,892.00","42,281,682.90"
"KALPITIYA BEACH RESORT PLC","CITK.N0000","5.00","5.20","2.60","2.70","4,572.00","11,810,826.00","42,109,856.00"
"UNION ASSURANCE PLC","UAL.N0000","160.40","200.00","150.00","165.00","936.00","248,509.00","41,637,617.20"
"SWARNAMAHAL FINANCIAL SERVICES PLC","SFS.N0000","2.10","2.50","1.50","1.70","3,422.00","19,328,903.00","38,385,689.30"
"MULLER & PHIPPS (CEYLON) PLC","MULL.N0000","1.50","1.70","1.20","1.40","2,540.00","25,948,507.00","38,271,630.60"
"GESTETNER OF CEYLON PLC","GEST.N0000","150.00","197.10","125.20","138.00","2,094.00","256,647.00","38,194,190.90"
"SIGIRIYA VILLAGE HOTELS PLC","SIGV.N0000","65.00","79.50","55.50","69.00","396.00","572,678.00","37,694,991.30"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.X0000","0.80","0.90","0.40","0.50","3,545.00","57,047,392.00","36,735,835.70"
"COLOMBO INVESTMENT TRUST PLC","CIT.N0000","153.30","165.00","110.00","110.00","309.00","309,032.00","36,366,549.90"
"CARGO BOAT DEVELOPMENT COMPANY PLC","CABO.N0000","137.80","144.00","113.00","124.90","824.00","275,861.00","35,439,634.00"
"ORIENT GARMENTS PLC","OGL.N0000","15.40","18.30","7.10","7.30","3,146.00","2,366,086.00","34,025,500.50"
"SERENDIB HOTELS PLC","SHOT.N0000","33.90","41.50","27.00","33.10","913.00","928,437.00","33,113,916.00"
"RAIGAM WAYAMBA SALTERNS PLC","RWSL.N0000","2.90","3.40","2.50","2.70","1,987.00","10,981,797.00","31,395,386.90"
"PALM GARDEN HOTELS PLC","PALM.N0000","81.00","81.00","38.00","38.10","1,690.00","617,207.00","30,471,811.10"
"CITRUS LEISURE  PLC","REEF.W0019","1.40","1.60","0.10","0.10","4,485.00","59,210,726.00","29,980,144.80"
"CEYLON LEATHER PRODUCTS PLC","CLPL.W0014","2.60","3.40","0.10","0.10","3,925.00","16,378,455.00","29,891,414.30"
"EDEN HOTEL LANKA PLC","EDEN.N0000","25.80","29.40","17.00","17.50","1,631.00","1,300,192.00","29,390,743.30"
"THE KANDY HOTELS COMPANY (1938) PLC","KHC.N0000","9.00","9.50","7.40","7.70","1,841.00","3,443,401.00","29,281,100.60"
"GALADARI HOTELS (LANKA) PLC","GHLL.N0000","14.80","16.00","10.20","10.50","2,804.00","2,203,436.00","29,146,029.80"
"HUNTER & COMPANY PLC","HUNT.N0000","413.00","499.90","360.00","420.00","943.00","65,942.00","27,655,472.60"
"MADULSIMA  PLANTATIONS  PLC","MADU.N0000","14.20","16.70","7.70","8.00","2,255.00","2,394,530.00","26,324,242.50"
"BERUWALA RESORTS PLC","BERU.N0000","1.90","2.10","1.50","1.60","2,380.00","14,378,856.00","26,190,437.80"
"RAMBODA FALLS PLC","RFL.N0000","26.30","37.30","24.20","26.30","1,251.00","834,478.00","25,996,381.10"
"ALLIANCE FINANCE COMPANY PLC","ALLI.N0000","850.00","1,000.00","752.00","843.50","675.00","30,052.00","25,904,252.20"
"LUCKY LANKA MILK PROCESSING COMPANY PLC","LLMP.X0000","2.90","3.10","1.60","1.60","2,270.00","11,663,975.00","25,895,194.90"
"BALANGODA  PLANTATIONS  PLC","BALA.N0000","26.90","29.00","16.90","17.60","2,129.00","1,198,377.00","25,302,766.80"
"HORANA PLANTATIONS PLC","HOPL.N0000","24.20","26.10","20.00","21.40","796.00","1,076,388.00","24,959,679.90"
"THE AUTODROME PLC","AUTO.N0000","920.00","1,500.00","750.00","1,111.90","1,261.00","22,246.00","24,664,393.40"
"DIALOG FINANCE PLC","CALF.N0000","15.90","17.50","13.00","14.40","2,229.00","1,612,574.00","24,584,131.90"
"CEYLON HOSPITALS PLC","CHL.X0000","82.00","87.50","70.20","75.00","422.00","301,879.00","24,432,299.80"
"SATHOSA MOTORS PLC","SMOT.N0000","242.00","345.00","240.00","312.00","702.00","85,662.00","24,285,386.80"
"MAHAWELI REACH HOTELS PLC","MRH.N0000","23.10","26.30","20.00","23.00","748.00","1,024,848.00","23,500,236.00"
"SMB FINANCE PLC","SEMB.X0000","0.50","0.60","0.30","0.40","1,880.00","55,760,780.00","22,311,438.20"
"SAMSON INTERNATIONAL PLC","SIL.N0000","103.80","121.00","85.00","109.00","508.00","199,059.00","22,119,685.90"
"ARPICO FINANCE COMPANY PLC","ARPI.N0000","159.50","274.00","142.00","231.00","773.00","110,705.00","21,940,325.40"
"HAPUGASTENNE PLANTATIONS PLC","HAPU.N0000","37.50","37.90","20.70","22.70","432.00","869,083.00","21,852,605.30"
"HAYLEYS LEISURE PLC","CONN.N0000","84.00","87.90","66.50","66.70","614.00","283,506.00","21,753,986.40"
"CEYLON HOSPITALS PLC","CHL.N0000","119.00","124.90","85.00","101.20","322.00","194,333.00","21,457,269.80"
"SINGHE HOSPITALS PLC","SINH.N0000","2.70","2.80","2.00","2.10","1,468.00","8,203,661.00","20,762,993.70"
"LANKEM DEVELOPMENTS PLC","LDEV.N0000","7.30","8.00","5.30","5.40","1,751.00","3,015,438.00","19,515,707.00"
"EQUITY ONE PLC","EQIT.N0000","47.80","52.90","38.50","48.70","623.00","421,685.00","19,313,218.60"
"KOTAGALA PLANTATIONS PLC","KOTA.N0000","31.50","35.00","16.10","17.80","1,313.00","710,741.00","18,302,274.40"
"RENUKA FOODS PLC","COCO.X0000","23.90","27.00","20.50","23.90","883.00","755,578.00","18,034,867.80"
"PRINTCARE PLC","CARE.N0000","40.00","43.90","35.00","40.10","300.00","452,236.00","17,919,736.20"
"YORK ARCADE HOLDINGS PLC","YORK.N0000","16.40","18.00","12.80","14.60","1,760.00","1,097,888.00","17,666,079.60"
"AIA INSURANCE LANKA PLC","CTCE.N0000","302.00","350.00","250.00","292.00","517.00","57,285.00","16,971,335.60"
"NAMUNUKULA PLANTATIONS PLC","NAMU.N0000","83.00","90.00","59.30","60.50","1,000.00","237,099.00","16,959,019.10"
"PROPERTY DEVELOPMENT PLC","PDL.N0000","98.00","105.00","80.00","91.00","452.00","178,346.00","16,931,887.70"
"MASKELIYA PLANTATIONS PLC","MASK.N0000","12.80","13.70","8.40","9.00","1,307.00","1,579,624.00","16,357,081.30"
"CEYLON PRINTERS PLC","CPRT.N0000","2,399.00","3,374.00","1,360.00","1,965.70","1,242.00","7,717.00","16,078,728.10"
"ASIA CAPITAL PLC","ACAP.N0000","11.50","12.50","7.20","7.80","2,035.00","1,670,139.00","15,961,831.90"
"PC HOUSE PLC","PCH.N0000","0.20","0.30","0.10","0.30","3,141.00","77,261,289.00","15,936,207.00"
"CEYLON TEA BROKERS PLC","CTBL.N0000","4.80","5.20","3.60","3.70","1,514.00","3,394,460.00","15,636,581.40"
"COMMERCIAL DEVELOPMENT COMPANY PLC","COMD.N0000","111.00","119.00","90.00","92.60","720.00","158,556.00","15,629,555.40"
"MTD WALKERS PLC","KAPI.R0000","22.00","23.80","10.00","10.10","624.00","1,214,542.00","15,308,885.40"
"LANKA ASHOK LEYLAND PLC","ASHO.N0000","1,516.00","1,649.00","1,300.00","1,525.00","344.00","10,074.00","15,087,738.80"
"UDAPUSSELLAWA  PLANTATIONS PLC","UDPL.N0000","39.90","43.50","23.30","27.90","790.00","401,229.00","14,474,122.90"
"E B CREASY & COMPANY PLC","EBCR.N0000","1,000.00","1,425.00","950.10","1,088.60","248.00","12,742.00","14,330,911.30"
"ORIENT FINANCE PLC REMOVED","ORIN.N0000","13.50","15.50","9.60","14.40","878.00","1,025,882.00","14,257,583.30"
"FINLAYS COLOMBO PLC","JFIN.N0000","286.00","350.00","229.10","260.00","231.00","48,020.00","14,181,763.20"
"LANKA REALTY INVESTMENTS PLC","ASCO.W0024","32.10","42.00","7.50","8.00","2,083.00","437,431.00","13,753,965.40"
"INDO-MALAY PLC","INDO.N0000","1,650.00","1,900.00","1,350.10","1,659.00","236.00","8,256.00","13,636,639.30"
"AGALAWATTE  PLANTATIONS  PLC","AGAL.N0000","27.10","28.60","19.00","20.50","600.00","553,466.00","13,500,792.50"
"INDUSTRIAL ASPHALTS (CEYLON) PLC","ASPH.N0000","303.00","510.00","275.00","330.90","856.00","39,504.00","12,928,221.60"
"ON'ALLY HOLDINGS PLC","ONAL.N0000","64.50","76.00","57.10","58.00","905.00","190,935.00","12,358,889.60"
"COMMERCIAL LEASING & FINANCE PLC","CLC.N0000","4.50","4.90","3.80","4.10","1,452.00","2,918,794.00","12,143,927.10"
"DILMAH CEYLON TEA COMPANY PLC","CTEA.N0000","720.00","800.00","550.10","640.20","387.00","16,853.00","11,278,657.10"
"LANKA CERAMIC PLC","CERA.N0000","124.90","148.00","100.10","120.00","294.00","77,145.00","9,720,119.20"
"MALWATTE VALLEY PLANTATION PLC","MAL.X0000","4.20","4.60","3.00","3.10","858.00","2,591,867.00","9,570,680.90"
"SOFTLOGIC FINANCE PLC","CRL.R0000","9.00","9.00","2.30","3.80","392.00","2,356,291.00","9,501,439.80"
"SELINSING PLC","SELI.N0000","1,550.00","2,000.00","1,190.20","1,349.80","258.00","6,146.00","9,283,500.10"
"PALM GARDEN HOTELS PLC","PALM.R0000","3.50","5.00","0.10","0.20","2,292.00","6,924,912.00","9,128,109.80"
"THE NUWARA ELIYA HOTELS COMPANY PLC","NEH.N0000","1,645.00","1,746.00","1,300.20","1,500.00","284.00","5,974.00","9,087,209.00"
"GOOD HOPE PLC","GOOD.N0000","1,601.00","2,350.00","1,310.00","1,440.70","364.00","5,628.00","8,981,622.30"
"DANKOTUWA PORCELAIN PLC","DPL.R0000","0.90","0.90","0.30","0.50","1,047.00","17,304,216.00","8,384,679.40"
"TRANS ASIA HOTELS PLC","TRAN.N0000","95.00","109.00","80.00","94.40","388.00","90,452.00","8,248,190.40"
"LUCKY LANKA MILK PROCESSING COMPANY PLC","LLMP.N0000","5.10","5.50","3.40","3.40","1,393.00","1,996,408.00","8,209,804.90"
"GESTETNER OF CEYLON PLC","GEST.R0000","11.00","34.20","10.00","11.40","1,642.00","376,598.00","8,160,658.70"
"OFFICE EQUIPMENT PLC","OFEQ.N0000","2,200.00","3,000.00","1,650.00","2,328.70","781.00","3,552.00","7,891,548.30"
"METROPOLITAN RESOURCE HOLDINGS PLC","MPRH.N0000","30.00","35.30","23.30","28.10","627.00","271,013.00","7,888,000.90"
"EQUITY TWO PLC","ETWO.N0000","55.50","84.00","50.20","60.00","403.00","111,006.00","7,490,311.40"
"KELANI VALLEY PLANTATIONS PLC","KVAL.N0000","73.00","74.80","56.40","70.00","401.00","111,833.00","7,378,448.30"
"HUNAS HOLDINGS PLC","HUNA.N0000","60.10","73.50","46.00","58.50","428.00","111,348.00","7,276,464.90"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.R0000","0.30","0.50","0.10","0.10","752.00","32,568,206.00","6,066,198.00"
"HARISCHANDRA MILLS PLC","HARI.N0000","2,225.00","2,500.00","2,000.00","2,348.90","170.00","2,616.00","5,837,664.40"
"TEA SMALLHOLDER FACTORIES PLC","TSML.N0000","45.50","46.80","29.00","30.50","539.00","149,720.00","5,502,986.20"
"STANDARD CAPITAL PLC","SING.N0000","82.60","98.00","65.00","77.70","635.00","67,151.00","5,380,763.30"
"JANASHAKTHI INSURANCE PLC","JINS.R0000","1.00","1.40","0.10","0.10","989.00","14,672,929.00","5,220,920.70"
"OVERSEAS REALTY (CEYLON) PLC","OSEA.R0000","3.00","9.70","1.60","1.90","944.00","1,841,408.00","4,988,769.70"
"LANKA REALTY INVESTMENTS PLC","ASCO.R0000","50.00","50.20","32.90","47.60","368.00","117,960.00","4,784,658.40"
"PARAGON CEYLON PLC","PARA.N0000","565.10","999.90","530.00","975.10","664.00","5,800.00","4,370,349.70"
"SERENDIB LAND PLC","SLND.N0000","1,000.00","2,300.00","1,000.00","2,118.80","218.00","2,352.00","4,332,062.40"
"ASSOCIATED MOTOR FINANCE COMPANY PLC","AMF.N0000","415.10","839.70","381.00","480.60","682.00","6,767.00","3,848,874.30"
"HIKKADUWA BEACH RESORT PLC","CITH.N0000","19.50","20.10","13.90","17.00","811.00","215,025.00","3,579,509.70"
"UNION CHEMICALS LANKA PLC","UCAR.N0000","500.00","740.00","450.00","600.00","191.00","6,454.00","3,456,738.40"
"LAKE HOUSE PRINTERS & PUBLISHERS PLC","LPRT.N0000","116.00","144.00","100.00","110.00","366.00","26,816.00","3,167,913.80"
"MADULSIMA PLANTATIONS PLC","MADU.R0000","0.50","1.00","0.10","0.10","657.00","8,661,703.00","3,143,240.40"
"CANDOR OPPORTUNITIES FUND","COF.U0000","10.80","10.80","9.50","9.50","148.00","267,996.00","2,596,374.30"
"TANGERINE BEACH HOTELS PLC","TANG.N0000","76.10","90.00","63.00","78.30","248.00","30,244.00","2,316,048.30"
"ROYAL PALMS BEACH HOTELS PLC","RPBH.N0000","41.00","44.50","30.00","34.30","270.00","57,451.00","2,110,514.40"
"MARAWILA RESORTS PLC","MARA.R0000","0.40","0.50","0.10","0.10","395.00","7,550,529.00","1,846,603.80"
"SHALIMAR (MALAY) PLC.","SHAL.N0000","1,780.00","2,400.00","1,650.00","2,275.00","180.00","846.00","1,821,185.10"
"HUEJAY INTERNATIONAL INVESTMENTS PLC","HUEJ.N0000","72.50","75.00","42.10","58.80","495.00","29,162.00","1,672,282.20"
"MERCANTILE SHIPPING COMPANY PLC","MSL.N0000","130.00","131.00","87.90","96.00","327.00","8,091.00","801,480.10"
"SWADESHI INDUSTRIAL WORKS  PLC","SWAD.N0000","14,250.00","15,000.00","11,600.00","13,500.00","27.00","60.00","739,666.90"
"KOTMALE HOLDINGS PLC","LAMB.N0000","62.00","64.90","59.50","60.10","33.00","7,952.00","481,556.80"
"WASKADUWA BEACH RESORT PLC","CITW.R0000","0.10","0.40","0.10","0.10","139.00","840,258.00","148,627.90"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.R0001","0.10","0.10","0.10","0.10","31.00","793,490.00","79,349.00"
"CEYLON PRINTERS PLC","CPRT.R0000","1,000.00","1,000.00","151.00","900.30","29.00","196.00","51,877.70"
"MIRAMAR BEACH HOTEL PLC","MIRA.N0000","64.80","74.00","47.30","61.90","29.00","699.00","39,487.30"
"AMBEON HOLDINGS PLC","GREG.W0006","0.10","0.10","0.10","0.10","38.00","379,899.00","37,989.90"
"DIALOG FINANCE PLC","CALF.R0000","0.30","1.00","0.30","0.30","45.00","28,407.00","16,117.10"
