Label,Year,Month,Close (Rs.),Loan Rate
CTCE.N0000,2006,4,126.5,10.25
DFCC.N0000,2006,4,220.5,10.25
DIAL.N0000,2006,4,20.625,10.25
DIPD.N0000,2006,4,81.75,10.25
DIST.N0000,2006,4,48.375,10.25
DPL.N0000,2006,4,13.375,10.25
EAST.N0000,2006,4,16.0,10.25
ELPL.N0000,2006,4,22.25,10.25
EQIT.N0000,2006,4,28.375,10.25
GHLL.N0000,2006,4,12.75,10.25
GLAS.N0000,2006,4,2.4,10.25
GOOD.N0000,2006,4,187.875,10.25
GRAN.N0000,2006,4,14.75,10.25
GREG.N0000,2006,4,9.25,10.25
HASU.N0000,2006,4,18.75,10.25
HAYC.N0000,2006,4,34.25,10.25
HAYL.N0000,2006,4,99.0,10.25
HDEV.N0000,2006,4,90.0,10.25
HHL.N0000,2006,4,109.0,10.25
HNB.N0000,2006,4,124.0,10.25
HNB.X0000,2006,4,54.375,10.25
JFIN.N0000,2006,4,229.5,10.25
JKH.N0000,2006,4,151.75,10.25
KAPI.N0000,2006,4,10.5,10.25
KGAL.N0000,2006,4,40.375,10.25
KOTA.N0000,2006,4,16.75,10.25
KURU.N0000,2006,4,48.0,10.25
LCEM.N0000,2006,4,7.375,10.25
LDEV.N0000,2006,4,19.875,10.25
LFIN.N0000,2006,4,75.875,10.25
LIOC.N0000,2006,4,28.5,10.25
LION.N0000,2006,4,75.0,10.25
LLUB.N0000,2006,4,68.0,10.25
LMF.N0000,2006,4,26.25,10.25
LOLC.N0000,2006,4,107.0,10.25
LWL.N0000,2006,4,42.125,10.25
MGT.N0000,2006,4,52.0,10.25
MORI.N0000,2006,4,525.0,10.25
MORI.X0000,2006,4,310.0,10.25
NDB.N0000,2006,4,165.625,10.25
NEST.N0000,2006,4,179.125,10.25
NHL.N0000,2006,4,2.5,10.25
NTB.N0000,2006,4,24.5,10.25
ONAL.N0000,2006,4,35.75,10.25
OSEA.N0000,2006,4,19.5,10.25
PALM.N0000,2006,4,64.0,10.25
PARQ.N0000,2006,4,23.0,10.25
PDL.N0000,2006,4,36.0,10.25
RCL.N0000,2006,4,3.3,10.25
RICH.N0000,2006,4,74.0,10.25
SAMP.N0000,2006,4,87.0,10.25
SELI.N0000,2006,4,207.125,10.25
SEMB.N0000,2006,4,8.5,10.25
SEYB.N0000,2006,4,36.25,10.25
SEYB.X0000,2006,4,13.375,10.25
SHAL.N0000,2006,4,824.75,10.25
SHOT.N0000,2006,4,49.75,10.25
SIRA.N0000,2006,4,2.4,10.25
SPEN.N0000,2006,4,340.0,10.25
SUGA.N0000,2006,4,32.125,10.25
TAFL.N0000,2006,4,12.75,10.25
TFC.N0000,2006,4,70.125,10.25
TILE.N0000,2006,4,67.875,10.25
TKYO.N0000,2006,4,192.75,10.25
TKYO.X0000,2006,4,14.25,10.25
TWOD.N0000,2006,4,63.0,10.25
TYRE.N0000,2006,4,13.5,10.25
UDPL.N0000,2006,4,13.5,10.25
VANI.N0000,2006,4,1.6,10.25
VANI.X0000,2006,4,1.1,10.25
VLL.N0000,2006,4,25.0,10.25
WATA.N0000,2006,4,40.5,10.25
AAIC.N0000,2006,5,12.75,10.25
ACL.N0000,2006,5,105.125,10.25
AMSL.N0000,2006,5,2.9,10.25
ARPI.N0000,2006,5,78.0,10.25
ASHA.N0000,2006,5,37.0,10.25
ASIR.N0000,2006,5,58.0,10.25
BFL.N0000,2006,5,14.0,10.25
BHR.N0000,2006,5,32.625,10.25
BOGA.N0000,2006,5,26.0,10.25
BRWN.N0000,2006,5,515.0,10.25
CARE.N0000,2006,5,56.25,10.25
CARG.N0000,2006,5,525.25,10.25
CCS.N0000,2006,5,152.5,10.25
CFIN.N0000,2006,5,180.0,10.25
CFLB.N0000,2006,5,17.0,10.25
CFT.N0000,2006,5,55.25,10.25
CFVF.N0000,2006,5,9.5,10.25
CHOU.N0000,2006,5,41.0,10.25
CIC.N0000,2006,5,180.75,10.25
CIC.X0000,2006,5,104.25,10.25
CIND.N0000,2006,5,100.0,10.25
CINV.N0000,2006,5,73.5,10.25
CLND.W0005,2006,5,1.35,10.25
CLPL.N0000,2006,5,18.75,10.25
COMB.N0000,2006,5,154.375,10.25
COMB.X0000,2006,5,68.0,10.25
CTC.N0000,2006,5,59.25,10.25
CTCE.N0000,2006,5,125.0,10.25
CTHR.N0000,2006,5,2852.5,10.25
DFCC.N0000,2006,5,270.5,10.25
DIAL.N0000,2006,5,21.5,10.25
DIPD.N0000,2006,5,78.75,10.25
DIST.N0000,2006,5,44.75,10.25
DPL.N0000,2006,5,10.75,10.25
DPL.R0000,2006,5,0.1,10.25
EAST.N0000,2006,5,14.25,10.25
ELPL.N0000,2006,5,25.25,10.25
EQIT.N0000,2006,5,27.75,10.25
GHLL.N0000,2006,5,10.875,10.25
GLAS.N0000,2006,5,2.0,10.25
GOOD.N0000,2006,5,193.75,10.25
GRAN.N0000,2006,5,13.375,10.25
GREG.N0000,2006,5,8.5,10.25
HASU.N0000,2006,5,18.5,10.25
HAYC.N0000,2006,5,32.0,10.25
HAYL.N0000,2006,5,94.0,10.25
HDEV.N0000,2006,5,75.25,10.25
HHL.N0000,2006,5,105.0,10.25
HNB.N0000,2006,5,115.0,10.25
HNB.X0000,2006,5,48.0,10.25
JFIN.N0000,2006,5,174.0,10.25
JKH.N0000,2006,5,147.625,10.25
KAPI.N0000,2006,5,13.75,10.25
KGAL.N0000,2006,5,44.0,10.25
KOTA.N0000,2006,5,18.125,10.25
KURU.N0000,2006,5,45.5,10.25
LCEM.N0000,2006,5,6.5,10.25
LDEV.N0000,2006,5,17.5,10.25
LFIN.N0000,2006,5,75.0,10.25
LIOC.N0000,2006,5,25.0,10.25
LION.N0000,2006,5,71.0,10.25
LLUB.N0000,2006,5,68.75,10.25
LMF.N0000,2006,5,24.0,10.25
LOLC.N0000,2006,5,96.0,10.25
LPRT.N0000,2006,5,30.0,10.25
LWL.N0000,2006,5,41.75,10.25
MGT.N0000,2006,5,54.0,10.25
MIRA.N0000,2006,5,25.0,10.25
MORI.N0000,2006,5,435.0,10.25
MORI.X0000,2006,5,275.75,10.25
NDB.N0000,2006,5,150.0,10.25
NEST.N0000,2006,5,181.0,10.25
NHL.N0000,2006,5,2.1,10.25
NTB.N0000,2006,5,21.875,10.25
ONAL.N0000,2006,5,35.0,10.25
OSEA.N0000,2006,5,17.375,10.25
PALM.N0000,2006,5,60.0,10.25
PARQ.N0000,2006,5,23.0,10.25
PDL.N0000,2006,5,33.25,10.25
RCL.N0000,2006,5,3.0,10.25
RICH.N0000,2006,5,67.0,10.25
SAMP.N0000,2006,5,83.0,10.25
SELI.N0000,2006,5,200.0,10.25
SEMB.N0000,2006,5,7.5,10.25
SEYB.N0000,2006,5,33.0,10.25
SEYB.R0001,2006,5,0.3,10.25
SEYB.X0000,2006,5,13.0,10.25
SHAL.N0000,2006,5,807.5,10.25
SHOT.N0000,2006,5,49.5,10.25
SIRA.N0000,2006,5,2.0,10.25
SPEN.N0000,2006,5,330.0,10.25
SUGA.N0000,2006,5,31.625,10.25
SUN.N0000,2006,5,123.25,10.25
TAFL.N0000,2006,5,12.25,10.25
TFC.N0000,2006,5,59.875,10.25
TILE.N0000,2006,5,65.0,10.25
TKYO.N0000,2006,5,177.125,10.25
TKYO.X0000,2006,5,12.25,10.25
TWOD.N0000,2006,5,60.5,10.25
TYRE.N0000,2006,5,11.75,10.25
UDPL.N0000,2006,5,15.25,10.25
VANI.N0000,2006,5,1.5,10.25
VANI.X0000,2006,5,1.1,10.25
VLL.N0000,2006,5,21.75,10.25
VPEL.N0000,2006,5,6.375,10.25
WATA.N0000,2006,5,41.5,10.25
AAIC.N0000,2006,6,12.0,10.5
ACL.N0000,2006,6,109.0,10.5
AMSL.N0000,2006,6,3.3,10.5
ARPI.N0000,2006,6,74.0,10.5
ASHA.N0000,2006,6,37.75,10.5
ASIR.N0000,2006,6,60.625,10.5
BFL.N0000,2006,6,12.0,10.5
BHR.N0000,2006,6,29.0,10.5
BINN.N0000,2006,6,25.0,10.5
BOGA.N0000,2006,6,23.0,10.5
BRWN.N0000,2006,6,531.5,10.5
CARE.N0000,2006,6,55.0,10.5
CARG.N0000,2006,6,525.0,10.5
CCS.N0000,2006,6,146.375,10.5
CFIN.N0000,2006,6,180.0,10.5
CFLB.N0000,2006,6,15.125,10.5
CFT.N0000,2006,6,55.5,10.5
CFVF.N0000,2006,6,9.0,10.5
CHOU.N0000,2006,6,39.75,10.5
CIC.N0000,2006,6,69.75,10.5
CIC.X0000,2006,6,39.0,10.5
CIND.N0000,2006,6,100.0,10.5
CINV.N0000,2006,6,66.125,10.5
CLND.W0005,2006,6,1.3,10.5
CLPL.N0000,2006,6,16.5,10.5
COMB.N0000,2006,6,150.0,10.5
COMB.X0000,2006,6,67.125,10.5
CTC.N0000,2006,6,58.5,10.5
CTCE.N0000,2006,6,124.0,10.5
DFCC.N0000,2006,6,263.375,10.5
DIAL.N0000,2006,6,19.75,10.5
DIPD.N0000,2006,6,78.5,10.5
DIST.N0000,2006,6,43.5,10.5
DPL.N0000,2006,6,9.25,10.5
EAST.N0000,2006,6,13.0,10.5
ELPL.N0000,2006,6,20.625,10.5
EQIT.N0000,2006,6,26.5,10.5
GHLL.N0000,2006,6,10.5,10.5
GLAS.N0000,2006,6,1.9,10.5
GOOD.N0000,2006,6,186.5,10.5
GRAN.N0000,2006,6,12.625,10.5
GREG.N0000,2006,6,7.25,10.5
HASU.N0000,2006,6,17.25,10.5
HAYC.N0000,2006,6,32.375,10.5
HAYL.N0000,2006,6,90.0,10.5
HDEV.N0000,2006,6,72.0,10.5
HHL.N0000,2006,6,104.5,10.5
HNB.N0000,2006,6,107.25,10.5
HNB.X0000,2006,6,45.0,10.5
JFIN.N0000,2006,6,174.0,10.5
JKH.N0000,2006,6,131.5,10.5
KAPI.N0000,2006,6,12.0,10.5
KGAL.N0000,2006,6,47.75,10.5
KOTA.N0000,2006,6,22.0,10.5
KURU.N0000,2006,6,42.0,10.5
LCEM.N0000,2006,6,6.0,10.5
LDEV.N0000,2006,6,16.0,10.5
LFIN.N0000,2006,6,80.0,10.5
LIOC.N0000,2006,6,27.5,10.5
LION.N0000,2006,6,64.75,10.5
LLUB.N0000,2006,6,69.0,10.5
LMF.N0000,2006,6,23.0,10.5
LOLC.N0000,2006,6,94.125,10.5
LPRT.N0000,2006,6,27.25,10.5
LWL.N0000,2006,6,40.0,10.5
MGT.N0000,2006,6,50.5,10.5
MORI.N0000,2006,6,426.625,10.5
MORI.X0000,2006,6,227.5,10.5
NDB.N0000,2006,6,150.125,10.5
NEST.N0000,2006,6,185.0,10.5
NHL.N0000,2006,6,2.1,10.5
NTB.N0000,2006,6,20.375,10.5
ONAL.N0000,2006,6,32.375,10.5
OSEA.N0000,2006,6,17.0,10.5
PALM.N0000,2006,6,60.0,10.5
PARQ.N0000,2006,6,19.25,10.5
PDL.N0000,2006,6,32.875,10.5
RCL.N0000,2006,6,2.8,10.5
RICH.N0000,2006,6,66.25,10.5
SAMP.N0000,2006,6,80.25,10.5
SELI.N0000,2006,6,200.0,10.5
SEMB.N0000,2006,6,7.25,10.5
SEYB.N0000,2006,6,33.875,10.5
SEYB.X0000,2006,6,12.5,10.5
SHAL.N0000,2006,6,815.125,10.5
SHOT.N0000,2006,6,40.375,10.5
SIRA.N0000,2006,6,1.8,10.5
SPEN.N0000,2006,6,310.0,10.5
SUGA.N0000,2006,6,30.0,10.5
SUN.N0000,2006,6,127.25,10.5
TAFL.N0000,2006,6,11.0,10.5
TFC.N0000,2006,6,54.5,10.5
TILE.N0000,2006,6,65.0,10.5
TKYO.N0000,2006,6,176.75,10.5
TKYO.X0000,2006,6,11.75,10.5
TWOD.N0000,2006,6,100.5,10.5
TYRE.N0000,2006,6,11.0,10.5
UDPL.N0000,2006,6,15.0,10.5
VANI.N0000,2006,6,2.25,10.5
VANI.X0000,2006,6,1.35,10.5
VLL.N0000,2006,6,20.0,10.5
VPEL.N0000,2006,6,5.75,10.5
WATA.N0000,2006,6,42.0,10.5
AAIC.N0000,2006,7,12.5,10.62
ACL.N0000,2006,7,107.0,10.62
AMSL.N0000,2006,7,5.25,10.62
ARPI.N0000,2006,7,75.0,10.62
ASHA.N0000,2006,7,38.125,10.62
ASIR.N0000,2006,7,64.5,10.62
BFL.N0000,2006,7,10.25,10.62
BHR.N0000,2006,7,28.0,10.62
BINN.N0000,2006,7,36.0,10.62
BOGA.N0000,2006,7,22.25,10.62
BRWN.N0000,2006,7,546.5,10.62
CARE.N0000,2006,7,55.75,10.62
CARG.N0000,2006,7,515.0,10.62
CCS.N0000,2006,7,150.0,10.62
CFIN.N0000,2006,7,180.0,10.62
CFLB.N0000,2006,7,14.75,10.62
CFT.N0000,2006,7,70.0,10.62
CFVF.N0000,2006,7,8.5,10.62
CHOU.N0000,2006,7,44.75,10.62
CIC.N0000,2006,7,64.875,10.62
CIC.X0000,2006,7,37.0,10.62
CIND.N0000,2006,7,100.0,10.62
CINV.N0000,2006,7,63.0,10.62
CLND.W0005,2006,7,1.6,10.62
CLPL.N0000,2006,7,16.0,10.62
COMB.N0000,2006,7,149.375,10.62
COMB.X0000,2006,7,68.375,10.62
CTC.N0000,2006,7,59.75,10.62
CTCE.N0000,2006,7,121.0,10.62
DFCC.N0000,2006,7,158.0,10.62
DIAL.N0000,2006,7,20.0,10.62
DIPD.N0000,2006,7,78.25,10.62
DIST.N0000,2006,7,45.0,10.62
DPL.N0000,2006,7,9.5,10.62
EAST.N0000,2006,7,12.5,10.62
ELPL.N0000,2006,7,24.75,10.62
EQIT.N0000,2006,7,25.75,10.62
GHLL.N0000,2006,7,10.75,10.62
GLAS.N0000,2006,7,2.1,10.62
GOOD.N0000,2006,7,175.0,10.62
GRAN.N0000,2006,7,12.25,10.62
GREG.N0000,2006,7,7.5,10.62
HASU.N0000,2006,7,17.5,10.62
HAYC.N0000,2006,7,33.0,10.62
HAYL.N0000,2006,7,89.5,10.62
HDEV.N0000,2006,7,67.5,10.62
HHL.N0000,2006,7,103.0,10.62
HNB.N0000,2006,7,102.75,10.62
HNB.X0000,2006,7,43.5,10.62
JFIN.N0000,2006,7,182.0,10.62
JKH.N0000,2006,7,130.125,10.62
KAPI.N0000,2006,7,11.25,10.62
KGAL.N0000,2006,7,50.125,10.62
KOTA.N0000,2006,7,25.25,10.62
KURU.N0000,2006,7,47.25,10.62
LCEM.N0000,2006,7,6.0,10.62
LDEV.N0000,2006,7,16.0,10.62
LFIN.N0000,2006,7,79.75,10.62
LIOC.N0000,2006,7,27.625,10.62
LION.N0000,2006,7,63.0,10.62
LLUB.N0000,2006,7,72.75,10.62
LMF.N0000,2006,7,23.75,10.62
LOLC.N0000,2006,7,94.25,10.62
LPRT.N0000,2006,7,27.5,10.62
LWL.N0000,2006,7,43.5,10.62
MGT.N0000,2006,7,50.0,10.62
MIRA.N0000,2006,7,26.0,10.62
MORI.N0000,2006,7,415.375,10.62
MORI.X0000,2006,7,210.25,10.62
NDB.N0000,2006,7,150.0,10.62
NEST.N0000,2006,7,190.375,10.62
NHL.N0000,2006,7,2.55,10.62
NTB.N0000,2006,7,20.75,10.62
ONAL.N0000,2006,7,32.125,10.62
OSEA.N0000,2006,7,17.25,10.62
PALM.N0000,2006,7,55.0,10.62
PARA.N0000,2006,7,100.0,10.62
PARQ.N0000,2006,7,18.5,10.62
PDL.N0000,2006,7,35.125,10.62
RCL.N0000,2006,7,3.1500000000000004,10.62
RICH.N0000,2006,7,63.25,10.62
SAMP.N0000,2006,7,81.0,10.62
SELI.N0000,2006,7,190.0,10.62
SEMB.N0000,2006,7,7.75,10.62
SEYB.N0000,2006,7,33.25,10.62
SEYB.X0000,2006,7,13.0,10.62
SHOT.N0000,2006,7,39.25,10.62
SIRA.N0000,2006,7,2.0,10.62
SPEN.N0000,2006,7,280.0,10.62
SUGA.N0000,2006,7,32.0,10.62
SUN.N0000,2006,7,136.125,10.62
TAFL.N0000,2006,7,11.0,10.62
TFC.N0000,2006,7,51.5,10.62
TILE.N0000,2006,7,54.5,10.62
TKYO.N0000,2006,7,177.75,10.62
TKYO.X0000,2006,7,11.5,10.62
TWOD.N0000,2006,7,93.875,10.62
TYRE.N0000,2006,7,11.25,10.62
UDPL.N0000,2006,7,15.75,10.62
VANI.N0000,2006,7,3.25,10.62
VANI.X0000,2006,7,2.05,10.62
VLL.N0000,2006,7,20.0,10.62
VPEL.N0000,2006,7,1.8,10.62
WATA.N0000,2006,7,42.75,10.62
AAIC.N0000,2006,8,12.25,10.62
ACL.N0000,2006,8,102.0,10.62
AMSL.N0000,2006,8,6.0,10.62
ASHA.N0000,2006,8,38.0,10.62
ASIR.N0000,2006,8,64.5,10.62
BFL.N0000,2006,8,10.0,10.62
BHR.N0000,2006,8,25.5,10.62
BINN.N0000,2006,8,37.5,10.62
BOGA.N0000,2006,8,21.0,10.62
BRWN.N0000,2006,8,537.625,10.62
CARE.N0000,2006,8,55.0,10.62
CARG.N0000,2006,8,505.0,10.62
CCS.N0000,2006,8,149.5,10.62
CFIN.N0000,2006,8,170.5,10.62
CFLB.N0000,2006,8,14.25,10.62
CFT.N0000,2006,8,58.0,10.62
CFVF.N0000,2006,8,8.0,10.62
CHOU.N0000,2006,8,43.0,10.62
CIC.N0000,2006,8,59.875,10.62
CIC.X0000,2006,8,33.375,10.62
CINV.N0000,2006,8,62.0,10.62
CLND.W0005,2006,8,1.5,10.62
CLPL.N0000,2006,8,15.375,10.62
COMB.N0000,2006,8,155.0,10.62
COMB.X0000,2006,8,68.0,10.62
CTC.N0000,2006,8,62.5,10.62
CTCE.N0000,2006,8,130.0,10.62
CTHR.N0000,2006,8,2382.5,10.62
DFCC.N0000,2006,8,152.25,10.62
DIAL.N0000,2006,8,20.0,10.62
DIPD.N0000,2006,8,80.0,10.62
DIST.N0000,2006,8,45.875,10.62
DPL.N0000,2006,8,10.625,10.62
EAST.N0000,2006,8,11.75,10.62
ELPL.N0000,2006,8,24.125,10.62
EQIT.N0000,2006,8,24.0,10.62
GHLL.N0000,2006,8,11.75,10.62
GLAS.N0000,2006,8,2.1,10.62
GOOD.N0000,2006,8,189.0,10.62
GRAN.N0000,2006,8,12.0,10.62
GREG.N0000,2006,8,7.0,10.62
HASU.N0000,2006,8,16.75,10.62
HAYC.N0000,2006,8,33.5,10.62
HAYL.N0000,2006,8,95.5,10.62
HDEV.N0000,2006,8,65.0,10.62
HHL.N0000,2006,8,101.25,10.62
HNB.N0000,2006,8,105.625,10.62
HNB.X0000,2006,8,45.5,10.62
JFIN.N0000,2006,8,195.0,10.62
JKH.N0000,2006,8,128.0,10.62
KAPI.N0000,2006,8,11.0,10.62
KGAL.N0000,2006,8,53.5,10.62
KOTA.N0000,2006,8,31.25,10.62
KURU.N0000,2006,8,47.25,10.62
LCEM.N0000,2006,8,5.75,10.62
LDEV.N0000,2006,8,15.0,10.62
LFIN.N0000,2006,8,70.0,10.62
LIOC.N0000,2006,8,24.625,10.62
LION.N0000,2006,8,60.0,10.62
LLUB.N0000,2006,8,72.5,10.62
LMF.N0000,2006,8,25.25,10.62
LOLC.N0000,2006,8,89.25,10.62
LPRT.N0000,2006,8,25.0,10.62
LWL.N0000,2006,8,52.0,10.62
MGT.N0000,2006,8,50.0,10.62
MORI.N0000,2006,8,434.0,10.62
MORI.X0000,2006,8,288.0,10.62
NDB.N0000,2006,8,150.0,10.62
NEST.N0000,2006,8,202.0,10.62
NHL.N0000,2006,8,3.0,10.62
NTB.N0000,2006,8,23.0,10.62
ONAL.N0000,2006,8,30.375,10.62
OSEA.N0000,2006,8,16.25,10.62
OSEA.R0000,2006,8,0.8,10.62
PALM.N0000,2006,8,55.0,10.62
PARA.N0000,2006,8,85.0,10.62
PARQ.N0000,2006,8,17.75,10.62
PDL.N0000,2006,8,40.75,10.62
RCL.N0000,2006,8,3.2,10.62
RICH.N0000,2006,8,62.5,10.62
SAMP.N0000,2006,8,82.0,10.62
SELI.N0000,2006,8,215.5,10.62
SEMB.N0000,2006,8,8.5,10.62
SEYB.N0000,2006,8,31.0,10.62
SEYB.X0000,2006,8,10.5,10.62
SHOT.N0000,2006,8,39.75,10.62
SIRA.N0000,2006,8,1.9,10.62
SPEN.N0000,2006,8,292.5,10.62
SUGA.N0000,2006,8,32.0,10.62
SUN.N0000,2006,8,130.0,10.62
TAFL.N0000,2006,8,10.0,10.62
TFC.N0000,2006,8,51.0,10.62
TILE.N0000,2006,8,62.0,10.62
TKYO.N0000,2006,8,178.0,10.62
TKYO.X0000,2006,8,11.25,10.62
TWOD.N0000,2006,8,91.0,10.62
TYRE.N0000,2006,8,12.625,10.62
UDPL.N0000,2006,8,15.0,10.62
VANI.N0000,2006,8,4.7,10.62
VANI.X0000,2006,8,4.1,10.62
VLL.N0000,2006,8,20.5,10.62
VPEL.N0000,2006,8,1.95,10.62
WATA.N0000,2006,8,56.75,10.62
AAIC.N0000,2006,9,13.0,11.12
ACL.N0000,2006,9,124.625,11.12
AMSL.N0000,2006,9,6.25,11.12
ARPI.N0000,2006,9,97.0,11.12
ASHA.N0000,2006,9,43.25,11.12
ASIR.N0000,2006,9,67.5,11.12
BFL.N0000,2006,9,11.0,11.12
BHR.N0000,2006,9,40.5,11.12
BINN.N0000,2006,9,53.625,11.12
BOGA.N0000,2006,9,24.625,11.12
BRWN.N0000,2006,9,573.75,11.12
CARE.N0000,2006,9,55.0,11.12
CARG.N0000,2006,9,530.0,11.12
CCS.N0000,2006,9,165.0,11.12
CFIN.N0000,2006,9,190.0,11.12
CFLB.N0000,2006,9,19.5,11.12
CFT.N0000,2006,9,75.0,11.12
CFVF.N0000,2006,9,9.25,11.12
CHOU.N0000,2006,9,49.625,11.12
CIC.N0000,2006,9,66.625,11.12
CIC.X0000,2006,9,39.25,11.12
CIND.N0000,2006,9,110.0,11.12
CINV.N0000,2006,9,71.0,11.12
CLND.W0005,2006,9,1.75,11.12
CLPL.N0000,2006,9,16.5,11.12
COMB.N0000,2006,9,158.125,11.12
COMB.X0000,2006,9,74.0,11.12
CTC.N0000,2006,9,64.0,11.12
CTCE.N0000,2006,9,135.25,11.12
DFCC.N0000,2006,9,160.0,11.12
DIAL.N0000,2006,9,21.0,11.12
DIPD.N0000,2006,9,86.5,11.12
DIST.N0000,2006,9,50.125,11.12
DPL.N0000,2006,9,11.0,11.12
EAST.N0000,2006,9,13.75,11.12
ELPL.N0000,2006,9,28.0,11.12
EQIT.N0000,2006,9,28.0,11.12
GHLL.N0000,2006,9,13.0,11.12
GLAS.N0000,2006,9,2.2,11.12
GOOD.N0000,2006,9,181.0,11.12
GRAN.N0000,2006,9,12.75,11.12
GREG.N0000,2006,9,8.0,11.12
HASU.N0000,2006,9,17.5,11.12
HAYC.N0000,2006,9,36.0,11.12
HAYL.N0000,2006,9,105.0,11.12
HDEV.N0000,2006,9,70.0,11.12
HHL.N0000,2006,9,106.0,11.12
HNB.N0000,2006,9,117.0,11.12
HNB.X0000,2006,9,50.375,11.12
JFIN.N0000,2006,9,165.0,11.12
JKH.N0000,2006,9,132.5,11.12
KAPI.N0000,2006,9,13.75,11.12
KGAL.N0000,2006,9,49.0,11.12
KOTA.N0000,2006,9,30.0,11.12
KURU.N0000,2006,9,50.0,11.12
LCEM.N0000,2006,9,6.25,11.12
LDEV.N0000,2006,9,18.5,11.12
LFIN.N0000,2006,9,64.625,11.12
LIOC.N0000,2006,9,26.5,11.12
LION.N0000,2006,9,66.125,11.12
LLUB.N0000,2006,9,77.0,11.12
LMF.N0000,2006,9,28.5,11.12
LOLC.N0000,2006,9,96.0,11.12
LPRT.N0000,2006,9,35.0,11.12
LWL.N0000,2006,9,58.625,11.12
MGT.N0000,2006,9,54.75,11.12
MIRA.N0000,2006,9,26.0,11.12
MORI.N0000,2006,9,456.0,11.12
MORI.X0000,2006,9,244.875,11.12
NDB.N0000,2006,9,162.25,11.12
NEST.N0000,2006,9,230.75,11.12
NHL.N0000,2006,9,3.3,11.12
NTB.N0000,2006,9,25.875,11.12
ONAL.N0000,2006,9,32.0,11.12
OSEA.N0000,2006,9,16.375,11.12
OSEA.R0000,2006,9,0.8,11.12
PALM.N0000,2006,9,100.0,11.12
PARA.N0000,2006,9,75.0,11.12
PARQ.N0000,2006,9,19.875,11.12
PDL.N0000,2006,9,39.5,11.12
RCL.N0000,2006,9,3.5,11.12
RICH.N0000,2006,9,69.125,11.12
SAMP.N0000,2006,9,89.375,11.12
SELI.N0000,2006,9,215.0,11.12
SEMB.N0000,2006,9,8.75,11.12
SEYB.N0000,2006,9,36.875,11.12
SEYB.X0000,2006,9,11.0,11.12
SHAL.N0000,2006,9,815.0,11.12
SHOT.N0000,2006,9,40.5,11.12
SIRA.N0000,2006,9,2.1,11.12
SPEN.N0000,2006,9,309.0,11.12
SUGA.N0000,2006,9,34.0,11.12
SUN.N0000,2006,9,149.875,11.12
TAFL.N0000,2006,9,10.0,11.12
TFC.N0000,2006,9,55.75,11.12
TILE.N0000,2006,9,65.5,11.12
TKYO.N0000,2006,9,179.0,11.12
TKYO.X0000,2006,9,13.125,11.12
TWOD.N0000,2006,9,106.875,11.12
TYRE.N0000,2006,9,15.0,11.12
UDPL.N0000,2006,9,16.0,11.12
VANI.N0000,2006,9,4.2,11.12
VANI.X0000,2006,9,3.4,11.12
VLL.N0000,2006,9,21.0,11.12
VPEL.N0000,2006,9,2.0,11.12
WATA.N0000,2006,9,59.25,11.12
AAIC.N0000,2006,10,15.0,11.12
ACL.N0000,2006,10,131.5,11.12
AMSL.N0000,2006,10,7.0,11.12
ARPI.N0000,2006,10,102.5,11.12
ASHA.N0000,2006,10,44.0,11.12
ASIR.N0000,2006,10,72.0,11.12
BFL.N0000,2006,10,11.5,11.12
BHR.N0000,2006,10,55.875,11.12
BOGA.N0000,2006,10,25.0,11.12
BRWN.N0000,2006,10,599.875,11.12
CARG.N0000,2006,10,575.0,11.12
CCS.N0000,2006,10,160.0,11.12
CFIN.N0000,2006,10,201.375,11.12
CFLB.N0000,2006,10,18.25,11.12
CFT.N0000,2006,10,100.0,11.12
CFVF.N0000,2006,10,10.5,11.12
CHOU.N0000,2006,10,50.5,11.12
CIC.N0000,2006,10,68.5,11.12
CIC.X0000,2006,10,42.125,11.12
CIND.N0000,2006,10,103.375,11.12
CINV.N0000,2006,10,79.375,11.12
CLND.W0005,2006,10,1.7,11.12
CLPL.N0000,2006,10,19.0,11.12
COMB.N0000,2006,10,167.25,11.12
COMB.X0000,2006,10,79.75,11.12
CTC.N0000,2006,10,68.0,11.12
CTCE.N0000,2006,10,134.5,11.12
CTHR.N0000,2006,10,3390.0,11.12
DFCC.N0000,2006,10,167.75,11.12
DIAL.N0000,2006,10,22.25,11.12
DIPD.N0000,2006,10,95.0,11.12
DIST.N0000,2006,10,59.75,11.12
DPL.N0000,2006,10,11.75,11.12
EAST.N0000,2006,10,14.0,11.12
ELPL.N0000,2006,10,34.0,11.12
EQIT.N0000,2006,10,27.75,11.12
GHLL.N0000,2006,10,13.5,11.12
GLAS.N0000,2006,10,2.3,11.12
GOOD.N0000,2006,10,180.0,11.12
GRAN.N0000,2006,10,13.75,11.12
GREG.N0000,2006,10,8.25,11.12
HASU.N0000,2006,10,18.5,11.12
HAYC.N0000,2006,10,38.5,11.12
HAYL.N0000,2006,10,110.625,11.12
HDEV.N0000,2006,10,82.625,11.12
HHL.N0000,2006,10,112.75,11.12
HNB.N0000,2006,10,125.75,11.12
HNB.X0000,2006,10,54.375,11.12
JFIN.N0000,2006,10,159.0,11.12
JKH.N0000,2006,10,144.125,11.12
KAPI.N0000,2006,10,13.5,11.12
KGAL.N0000,2006,10,47.0,11.12
KOTA.N0000,2006,10,29.25,11.12
KURU.N0000,2006,10,50.0,11.12
